,GP,TACKLES_SOLO,TACKLES_AST,TACKLES_TOT,SACKS,SACKS_SCKYDS,SACKS_TFL,INTERCEPTIONS_PD,INTERCEPTIONS_INT,INTERCEPTIONS_YDS,INTERCEPTIONS_LNG,INTERCEPTIONS_TD,FUMBLES_FF,FUMBLES_FR,FUMBLES_FTD,KB,PlayerID
565,13,23,13,36,9.0,75,9.5,4,0,0,0,0,1,1,0,0,Chris Jones95
566,13,23,13,36,9.0,75,9.5,4,0,0,0,0,1,1,0,0,Chris Jones25
567,13,23,13,36,9.0,75,9.5,4,0,0,0,0,1,1,0,0,Chris Jones6
568,11,17,5,22,0.0,0,0.0,6,0,0,0,0,0,0,0,0,Chris Jones95
569,11,17,5,22,0.0,0,0.0,6,0,0,0,0,0,0,0,0,Chris Jones25
570,11,17,5,22,0.0,0,0.0,6,0,0,0,0,0,0,0,0,Chris Jones6
571,10,23,9,32,5.5,37,8.0,3,0,0,0,0,1,0,0,0,Emmanuel Ogbah90
572,14,23,7,30,2.0,9,4.0,0,0,0,0,0,0,1,1,0,Reggie Ragland59
573,16,21,8,29,4.0,47,7.5,2,0,0,0,0,1,1,0,2,Tanoh Kpassagnon92
574,8,13,11,24,1.0,8,3.0,0,0,0,0,0,0,0,0,0,Mike Pennel64
575,12,13,9,22,1.0,0,0.0,1,0,0,0,0,0,0,0,0,Khalen Saunders99
576,10,15,7,22,5.0,33,5.0,1,0,0,0,0,1,0,0,0,Alex Okafor97
577,16,13,4,17,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Armani Watts23
578,12,11,4,15,0.0,0,0.0,4,1,0,0,0,1,0,0,0,Rashad Fenton27
579,14,5,3,8,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Dorian O'Daniel44
580,16,5,3,8,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Anthony Sherman42
581,14,3,4,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Jordan Lucas21
582,16,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Byron Pringle13
583,4,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Demone Harris52
584,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Demarcus Robinson11
585,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Alex Brown30
586,5,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Joey Ivie96
587,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,James Winchester41
588,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Blake Bell80
589,2,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Gehrig Dieter12
590,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Mitchell Schwartz71
591,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Martinas Rankin74
592,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Darwin Thompson34
593,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Sammy Watkins14
594,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tyreek Hill10
595,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Travis Kelce87
596,16,79,29,108,0.0,0,6.5,1,0,0,0,0,0,0,0,0,Tahir Whitehead52
597,16,64,10,74,0.0,0,1.5,8,3,145,59,2,0,0,0,0,Erik Harris25
598,16,53,20,73,0.0,0,4.0,4,1,11,11,0,0,0,0,0,Nicholas Morrow50
599,15,51,7,58,0.0,0,1.0,8,1,0,0,0,0,1,0,0,Daryl Worley20
600,16,42,8,50,0.0,0,0.0,10,1,0,0,0,0,0,0,0,Trayvon Mullen27
601,16,28,22,50,1.5,7,9.5,1,0,0,0,0,0,0,0,0,Johnathan Hankins90
602,14,41,8,49,0.0,0,3.0,3,0,0,0,0,0,0,0,0,Lamarcus Joyner29
603,9,38,11,49,0.0,0,4.0,3,1,0,0,0,0,1,0,0,Karl Joseph42
604,16,36,11,47,10.0,69,19.0,4,0,0,0,0,4,0,0,0,Maxx Crosby98
605,15,24,14,38,4.5,35,10.5,5,0,0,0,0,0,1,0,0,Clelin Ferrell96
606,16,18,8,26,1.5,10,5.0,0,0,0,0,0,0,0,0,0,P.J. Hall92
607,11,20,4,24,0.0,0,2.0,5,0,0,0,0,0,0,0,0,Nevin Lawson26
608,16,11,7,18,3.5,39,4.5,3,1,55,55,0,0,2,0,0,Maurice Hurst73
609,15,10,5,15,7.0,51,6.5,0,0,0,0,0,3,0,0,0,Benson Mayowa91
610,14,12,0,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Keisean Nixon22
611,5,11,0,11,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Marquel Lee52
612,15,6,4,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dallin Leavitt32
613,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Derek Carrier85
614,14,5,1,6,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Kyle Wilber58
615,1,1,4,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Johnathan Abram24
616,7,3,1,4,2.0,23,2.0,0,0,0,0,0,0,0,0,0,Arden Key99
617,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Foster Moreau87
618,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Rodney Hudson61
619,5,1,1,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Isaiah Johnson31
620,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,DeAndre Washington24
621,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Alec Ingold45
622,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Trent Sieg47
623,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,AJ Cole6
624,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Daniel Carlson8
625,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Jacobs28
626,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Darren Waller83
627,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Kolton Miller74
628,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Rico Gafford10
629,16,65,47,112,1.0,5,4.0,2,0,0,0,0,0,0,0,0,Thomas Davis Sr.58
630,15,61,14,75,0.0,0,4.0,1,0,0,0,0,0,0,0,0,Drue Tranquill49
631,14,50,18,68,0.0,0,5.0,1,1,0,0,0,1,0,0,0,Denzel Perryman52
632,16,47,20,67,11.5,78,20.0,0,0,0,0,0,1,0,0,0,Joey Bosa97
633,16,34,20,54,0.0,0,1.0,4,3,10,8,0,0,0,0,0,Rayshawn Jenkins23
634,15,40,11,51,2.5,14,5.5,2,0,0,0,0,1,1,0,0,Desmond King II20
635,13,39,9,48,7.0,42,12.0,5,1,9,9,0,0,1,0,0,Melvin Ingram III54
636,16,30,11,41,0.0,0,2.5,1,0,0,0,0,0,0,0,0,Brandon Facyson28
637,7,30,10,40,1.0,0,0.0,2,1,3,3,0,0,0,0,0,Roderic Teamer36
638,16,25,15,40,0.0,0,0.0,2,1,0,0,0,0,0,0,0,Kyzir White44
639,12,31,8,39,0.0,0,0.0,9,2,15,15,0,0,0,0,0,Michael Davis43
640,7,23,13,36,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Adrian Phillips31
641,5,23,11,34,0.0,0,3.5,1,0,0,0,0,0,0,0,0,Derwin James33
642,16,28,4,32,0.0,0,0.0,8,2,37,37,0,0,0,0,0,Casey Hayward Jr.26
643,16,23,8,31,2.0,18,5.5,1,0,0,0,0,1,0,0,0,Uchenna Nwosu42
644,12,18,12,30,0.0,0,2.0,1,0,0,0,0,1,0,0,0,Justin Jones93
645,14,20,9,29,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Jaylen Watkins27
646,15,9,8,17,2.0,11,3.0,0,0,0,0,0,0,0,0,0,Jerry Tillery99
647,16,13,3,16,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Derek Watt34
648,16,3,9,12,1.0,1,1.5,1,0,0,0,0,0,0,0,0,Isaac Rochell98
649,13,8,2,10,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Jatavis Brown53
650,16,3,5,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nick Dzubnar48
651,13,5,1,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Andre Patton16
652,7,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Geremy Davis11
653,2,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cortez Broughton91
654,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Emeke Egbule51
655,12,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Melvin Gordon25
656,15,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Mike Williams81
657,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Keenan Allen13
658,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Hunter Henry86
659,10,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jason Moore89
660,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Michael Schofield III75
661,4,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nasir Adderley24
662,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Mike Pouncey53
663,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cole Mazza45
664,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jalen Guyton15
665,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Russell Okung76
666,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Trent Scott78
667,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Sam Tevi69
668,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Travis Benjamin17
669,16,83,59,142,2.5,31,8.0,9,1,0,0,0,2,1,0,0,Jaylon Smith54
670,16,55,31,86,1.0,12,4.5,4,1,25,25,0,0,0,0,0,Sean Lee50
671,16,48,31,79,0.0,0,1.0,14,1,0,0,0,0,1,0,0,Chidobe Awuzie24
672,15,52,25,77,0.0,0,1.5,5,2,38,29,0,2,1,0,0,Xavier Woods25
673,9,43,29,72,0.5,2,4.0,3,0,0,0,0,1,0,0,0,Leighton Vander Esch55
674,13,41,22,63,0.0,0,4.0,7,0,0,0,0,0,0,0,0,Jeff Heath38
675,16,38,13,51,4.0,33,4.0,6,2,20,20,0,0,1,1,0,Jourdan Lewis26
676,15,36,10,46,0.0,0,0.0,6,0,0,0,0,1,0,0,0,Byron Jones31
677,16,30,15,45,5.0,24,13.0,2,0,0,0,0,2,2,0,0,DeMarcus Lawrence90
678,15,24,21,45,1.5,9,4.0,3,0,0,0,0,0,1,0,0,Darian Thompson23
679,14,26,8,34,11.5,86,14.5,3,0,0,0,0,2,0,0,0,Robert Quinn94
680,15,21,12,33,0.0,0,0.5,1,0,0,0,0,1,0,0,0,Joe Thomas48
681,16,20,8,28,1.0,4,4.0,1,0,0,0,0,0,0,0,0,Christian Covington
682,10,11,12,23,0.0,0,2.0,0,0,0,0,0,0,1,0,0,Antwaun Woods99
683,16,15,5,20,4.0,32,6.5,0,0,0,0,0,0,1,0,0,Maliek Collins96
684,16,10,7,17,1.0,11,3.0,0,0,0,0,0,0,1,0,0,Kerry Hyder92
685,9,11,6,17,0.0,0,1.5,5,0,0,0,0,0,0,0,0,Anthony Brown30
686,15,12,3,15,2.0,24,2.5,0,0,0,0,0,1,0,0,0,Dorance Armstrong92
687,16,10,2,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Justin March53
688,16,7,2,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,C.J. Goodwin29
689,12,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ventell Bryant83
690,6,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Luke Gifford57
691,7,4,1,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Trysten Hill97
692,4,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kavon Frazier
693,16,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jamize Olawale49
694,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Blake Jarwin89
695,6,2,2,4,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Joe Jackson56
696,4,1,2,3,1.0,13,1.5,0,0,0,0,0,0,0,0,0,Tyrone Crawford98
697,15,3,0,3,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Randall Cobb18
698,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ezekiel Elliott21
699,6,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Jones26
700,6,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Jones79
701,11,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Donovan Wilson37
702,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tyron Smith77
703,11,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Xavier Su'a-Filo76
704,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dak Prescott4
705,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jason Witten82
706,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,La'el Collins71
707,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Connor Williams52
708,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tony Pollard20
709,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Amari Cooper19
710,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Brett Maher2
711,16,52,30,82,2.0,8,7.0,2,0,0,0,0,0,1,0,0,David Mayo55
712,11,51,25,76,0.0,0,6.0,5,1,32,32,1,3,0,0,0,Jabrill Peppers21
713,16,48,13,61,0.0,0,2.0,8,0,0,0,0,0,0,0,0,DeAndre Baker27
714,13,45,9,54,0.0,0,0.0,14,4,84,62,0,0,0,0,0,Janoris Jenkins20
715,2,5,2,7,0.0,0,0.0,2,1,0,0,0,0,0,0,0,Janoris Jenkins20
716,16,23,26,49,3.5,24,9.0,0,0,0,0,0,1,0,0,0,Dalvin Tomlinson94
717,16,33,14,47,0.0,0,3.0,3,0,0,0,0,0,0,0,1,Michael Thomas31
718,16,33,14,47,0.0,0,3.0,3,0,0,0,0,0,0,0,1,Michael Thomas13
719,15,25,20,45,4.5,19,7.5,5,0,0,0,0,1,0,0,0,Lorenzo Carter59
720,15,36,7,43,1.0,6,4.0,0,0,0,0,0,0,0,0,0,Grant Haley34
721,16,24,14,38,2.5,22,4.5,1,0,0,0,0,1,0,0,1,Dexter Lawrence97
722,15,30,7,37,0.0,0,6.0,3,1,30,30,0,1,0,0,0,Julian Love20
723,16,15,21,36,1.0,11,4.0,0,0,0,0,0,0,0,0,0,B.J. Hill95
724,6,20,6,26,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Sam Beal23
725,13,21,5,26,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Corey Ballentine25
726,16,11,14,25,4.5,35,5.5,1,0,0,0,0,0,0,0,0,Oshane Ximines53
727,4,10,10,20,1.0,2,2.5,2,2,18,13,0,0,0,0,0,Ryan Connelly57
728,16,12,5,17,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Antonio Hamilton20
729,12,6,7,13,2.0,11,3.0,0,0,0,0,0,0,0,0,0,RJ McIntosh90
730,16,6,2,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cody Core17
731,12,5,1,6,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Josiah Tauaefa48
732,15,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kevin Zeitler70
733,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Daniel Jones8
734,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Will Hernandez71
735,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nate Solder76
736,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Darius Slayton86
737,6,1,2,3,0.5,5,0.5,0,0,0,0,0,0,1,0,0,Tuzar Skipper51
738,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cody Latimer12
739,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Aldrick Rosas2
740,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Elijhaa Penny39
741,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Sterling Shepard87
742,7,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Devante Downs52
743,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kaden Smith82
744,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Golden Tate15
745,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Saquon Barkley26
746,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Wayne Gallman22
747,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Eric Tomlinson83
748,5,1,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Da'Mari Scott18
749,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Riley Dixon9
750,16,63,18,81,2.5,19,9.0,8,0,0,0,0,4,1,0,1,Malcolm Jenkins27
751,16,52,26,78,2.5,12,6.0,5,2,51,51,1,0,1,0,0,Nathan Gerry47
752,16,46,30,76,1.0,0,0.5,6,2,30,23,0,2,0,0,0,Rodney McLeod23
753,16,35,15,50,8.5,43,17.0,0,0,0,0,0,1,2,0,0,Brandon Graham55
754,12,38,9,47,1.0,10,3.0,10,0,8,8,0,1,0,0,0,Avonte Maddox29
755,9,29,12,41,0.0,0,0.5,7,1,0,0,0,0,0,0,0,Jalen Mills21
756,16,26,14,40,3.5,25,10.0,2,0,0,0,0,3,1,0,0,Fletcher Cox91
757,11,34,3,37,0.0,0,1.0,11,2,29,16,0,0,0,0,0,Ronald Darby21
758,16,24,11,35,0.0,0,3.5,10,0,0,0,0,0,0,0,0,Rasul Douglas32
759,16,15,15,30,0.0,0,0.5,0,0,0,0,0,0,0,0,0,T.J. Edwards57
760,14,25,5,30,6.5,33,11.5,0,0,0,0,0,2,0,0,1,Derek Barnett96
761,12,19,4,23,0.0,0,1.0,8,2,4,3,0,0,0,0,0,Sidney Jones22
762,10,17,6,23,0.0,0,4.5,0,0,0,0,0,0,1,0,0,Kamu Grugier-Hill54
763,16,16,5,21,4.0,23,8.0,1,0,0,0,0,0,0,0,0,Josh Sweat94
764,14,12,3,15,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Craig James39
765,12,11,2,13,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Duke Riley50
766,10,7,3,10,2.0,20,3.0,0,0,0,0,0,0,0,0,0,Tim Jernigan93
767,9,6,3,9,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Anthony Rush66
768,7,5,4,9,2.0,17,4.5,0,0,0,0,0,0,0,0,0,Hassan Ridgeway98
769,4,7,1,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Cre'Von LeBlanc34
770,9,4,2,6,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Daeshon Hall74
771,10,3,3,6,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Rudy Ford36
772,7,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Marcus Epps37
773,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Marcus Epps37
774,10,2,3,5,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Alex Singleton49
775,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Carson Wentz11
776,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dallas Goedert88
777,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Rick Lovato45
778,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cameron Johnston1
779,4,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Albert Huggins76
780,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jason Kelce62
781,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,J.J. Arcega-Whiteside19
782,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Isaac Seumalo73
783,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Halapoulivaati Vaitai72
784,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Corey Clement30
785,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Alshon Jeffery17
786,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jake Elliott4
787,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nelson Agholor13
788,15,78,39,117,1.0,9,9.5,4,0,0,0,0,2,0,0,0,Landon Collins20
789,16,74,31,105,1.0,6,5.0,1,0,0,0,0,3,0,0,0,Cole Holcomb55
790,16,56,49,105,1.0,0,3.0,2,1,26,26,0,0,0,0,0,Jon Bostic53
791,15,46,22,68,6.0,41,8.5,1,0,0,0,0,0,1,0,0,Jonathan Allen93
792,16,42,22,64,8.5,48,11.5,1,0,0,0,0,0,0,0,0,Matt Ioannidis98
793,15,32,24,56,2.0,11,3.0,2,0,0,0,0,0,0,0,0,Daron Payne94
794,16,31,19,50,7.0,37,11.5,2,0,0,0,0,2,0,0,0,Montez Sweat90
795,16,37,12,49,1.0,0,4.0,2,1,0,0,0,1,1,0,0,Shaun Dion Hamilton51
796,16,30,14,44,4.0,22,5.0,1,0,0,0,0,5,2,0,0,Ryan Anderson52
797,12,33,11,44,0.0,0,0.5,5,3,16,10,0,0,0,0,0,Fabian Moreau31
798,14,32,9,41,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Jimmy Moreland32
799,12,33,7,40,1.0,0,1.0,6,1,2,2,0,1,0,0,0,Josh Norman24
800,11,31,6,37,0.0,0,1.0,8,4,6,6,0,0,0,0,0,Quinton Dunbar23
801,15,18,8,26,0.0,0,3.0,2,1,33,33,0,0,0,0,0,Troy Apke30
802,12,16,9,25,5.5,34,9.0,1,0,0,0,0,1,0,0,0,Ryan Kerrigan91
803,9,10,5,15,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Jeremy Reaves39
804,15,9,5,14,2.0,13,3.0,0,0,0,0,0,0,0,0,0,Tim Settle97
805,5,8,6,14,1.0,7,2.0,1,0,0,0,0,0,1,0,1,Nate Orchard54
806,7,9,4,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Deshazor Everett22
807,2,10,1,11,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Danny Johnson41
808,15,2,6,8,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Treyvon Hester
809,10,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Michael Burton32
810,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Jeremy Sprinkle87
811,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Kelvin Harmon13
812,7,1,2,3,1.0,0,0.5,0,0,0,0,0,0,0,0,0,Noah Spence57
813,3,2,1,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Darvin Kidsy84
814,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Josh Harvey-Clemons40
815,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tress Way5
816,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Adrian Peterson26
817,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Dustin Hopkins3
818,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Nick Sundberg57
819,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Cam Sims89
820,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Terry McLaurin17
821,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,J.P. Holtz81
822,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,J.P. Holtz81
823,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Case Keenum8
824,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Trey Quinn18
825,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Ryan Bee92
826,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Hale Hentges88
827,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Tanner Vallejo51
828,2,7,0,7,1.0,0,2.0,0,0,0,0,0,1,0,0,0,Tanner Vallejo51
829,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Wes Martin67
830,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Robert Davis14
831,12,66,35,101,2.0,21,5.0,2,1,0,0,0,0,0,0,0,Roquan Smith58
832,16,72,10,82,0.0,0,1.0,12,3,37,29,0,0,0,0,0,Kyle Fuller23
833,16,72,10,82,0.0,0,1.0,12,3,37,29,0,0,0,0,0,Kyle Fuller61
834,16,62,16,78,0.0,0,0.5,5,2,96,59,1,0,2,0,0,Ha Ha Clinton-Dix27
835,16,56,20,76,3.0,24,8.0,4,1,4,4,0,1,0,0,0,Nick Kwiatkoski44
836,9,50,20,70,1.0,11,3.0,1,0,0,0,0,1,0,0,0,Danny Trevathan59
837,16,51,9,60,1.0,1,5.5,5,2,18,14,0,1,1,0,0,Eddie Jackson39
838,16,39,9,48,0.0,0,1.5,5,0,0,0,0,2,0,0,0,Buster Skrine24
839,16,40,7,47,8.5,80,13.0,4,0,0,0,0,5,1,0,0,Khalil Mack52
840,16,24,18,42,6.0,34,5.5,2,0,0,0,0,0,2,0,0,Nick Williams97
841,16,27,13,40,3.0,18,5.0,1,0,0,0,0,0,0,0,0,Leonard Floyd94
842,14,27,10,37,0.0,0,2.0,3,1,2,2,0,0,0,0,0,Kevin Pierre-Louis57
843,15,22,8,30,2.5,23,3.5,3,0,0,0,0,0,0,0,0,Roy Robertson-Harris95
844,15,20,9,29,1.0,7,2.0,0,0,0,0,0,0,0,0,0,Eddie Goldman91
845,13,15,12,27,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Bilal Nichols98
846,9,10,6,16,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Brent Urban92
847,13,11,3,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Isaiah Irving47
848,12,11,2,13,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Kevin Toliver II22
849,9,9,2,11,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Sherrick McManis27
850,5,10,0,10,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Akiem Hicks96
851,15,8,0,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Deon Bush26
852,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,DeAndre Houston-Carson36
853,16,5,1,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Cordarrelle Patterson84
