PlayerID,Salary
Anthony Walker54,645000
Marvin Hall17,645000
Michael Davis43,645000
Solomon Thomas94,645000
Jalen Reeves-Maybin44,645000
Donte Deayon21,645000
Jeremy Sprinkle87,645000
Kendrick Bourne84,645000
Roy Robertson-Harris95,645000
Elijah Wilkinson68,645000
Thomas Hennessy42,645000
Ryan Switzer10,645000
Isaiah Irving47,645000
Chase Roullier73,645000
Tanzel Smart92,645000
Rigoberto Sanchez8,645000
Tyler Ott69,645000
Wayne Gallman22,645000
Dylan Cole51,645000
Damontae Kazee27,645000
Jordan Evans50,645000
Rayshawn Jenkins23,645000
Matt Feiler71,645000
Josh Harvey-Clemons40,645000
Isaac Rochell98,645000
Sam Tevi69,645000
Eric Wilson50,645000
Mason Schreck86,645000
Kyle Peko77,645000
Alex Armah40,645000
Josh Tupou91,645000
Caleb Brantley99,645000
Dean Marlowe31,645000
Matt Skura68,645000
Samson Ebukam50,645000
Branden Jackson93,645000
Taysom Hill7,645000
Austin Ekeler30,645000
Charles Washington28,645000
Daeshon Hall74,645000
Stephen Anderson82,645000
Jeremy McNichols34,645000
Greg Mabin29,645000
Matt Milano58,645000
Zane Gonzalez5,645000
Matt Breida22,645000
Nicholas Morrow50,645000
Carlos Watkins91,645000
Adrian Colbert36,645000
Bronson Kaufusi91,645000
C.J. Ham30,645000
James Burgess58,645000
Isaiah McKenzie19,645000
Nathan Gerry47,645000
Ricky Seals-Jones83,645000
Devante Bond53,645000
Mitchell Trubisky10,645000
Torry McTyer20,645000
Marlon Mack25,645000
Zach Banner72,645000
Rudy Ford36,645000
Cooper Rush7,645000
Jamal Agnew39,645000
Jordan Dangerfield37,645000
Maurice Smith46,645000
Adam Pankey78,645000
Josh Malone83,645000
Sam Hubbard94,640000
Rasheem Green98,639000
Malik Jefferson46,635000
Martinas Rankin74,634000
Michael Gallup13,629000
Tracy Walker21,628000
Mark Andrews89,624500
Arden Key99,624250
Deadrin Senat94,622000
Justin Jones93,621481
Chukwuma Okorafor76,620000
Ronnie Harrison36,617500
Tre'Quan Smith10,616500
Alex Cappa65,615000
Oren Burks42,606500
Tarvarius Moore33,603000
Kyle Nelson86,601765
Derrick Nnadi91,601500
Jordan Akins88,600000
Rashaan Gaulden38,595250
Dorian O'Daniel44,584000
Tre Flowers21,570000
Dane Cruikshank29,570000
Harvey Langi44,570000
Skai Moore55,570000
Ray-Ray McCloud14,570000
