,Rank,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN,Year,PlayerID
760,66,18,14,2.0,2,0,0,1,1,16,80.5,5.0,1.6%,2017,Dean Lowry94
761,55,31,14,3.0,3,0,1,1,0,16,94.3,5.9,1.6%,2018,Dean Lowry94
762,85,23,24,0.0,3,1,0,1,0,16,71.3,4.5,1.6%,2019,Dean Lowry94
763,120,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Willie Henry69
764,724,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Willie Henry69
765,734,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Willie Henry69
766,686,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Willie Henry69
767,55,23,9,3.5,5,0,0,1,0,14,87.0,6.2,0.0%,2017,Willie Henry69
768,228,2,1,1.0,0,0,0,0,0,3,10.3,3.4,0.0%,2018,Willie Henry69
769,308,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Willie Henry69
770,121,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2013,David Onyemata93
771,725,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2014,David Onyemata93
772,735,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2015,David Onyemata93
773,192,11,7,0.0,0,0,0,0,0,16,24.1,1.5,2.4%,2016,David Onyemata93
774,93,18,20,2.0,1,0,0,0,0,16,66.1,4.1,2.4%,2017,David Onyemata93
775,73,22,13,5.0,1,0,1,0,0,16,79.4,5.0,2.4%,2018,David Onyemata93
776,109,22,10,3.0,1,0,0,0,0,16,61.8,3.9,2.4%,2019,David Onyemata93
777,122,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jihad Ward53
778,726,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jihad Ward53
779,736,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jihad Ward53
780,123,16,14,0.0,0,0,0,1,0,16,45.5,2.8,0.0%,2016,Jihad Ward53
781,251,1,1,1.0,0,0,0,0,0,5,9.5,1.9,0.0%,2017,Jihad Ward53
782,185,4,0,3.0,0,0,0,0,0,6,25.5,4.3,0.0%,2018,Jihad Ward53
783,201,3,4,1.0,1,0,0,2,0,14,23.7,1.7,0.0%,2019,Jihad Ward53
784,123,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2013,Chris Jones95
785,123,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2013,Chris Jones25
786,123,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2013,Chris Jones6
787,701,25,29,6.0,0,0,0,0,0,13,0.0,0.0,0.0%,2013,Chris Jones95
788,701,25,29,6.0,0,0,0,0,0,13,0.0,0.0,0.0%,2013,Chris Jones25
789,701,25,29,6.0,0,0,0,0,0,13,0.0,0.0,0.0%,2013,Chris Jones6
790,126,15,10,3.0,0,0,0,0,0,15,42.3,2.8,0.0%,2014,Chris Jones95
791,126,15,10,3.0,0,0,0,0,0,15,42.3,2.8,0.0%,2014,Chris Jones25
792,126,15,10,3.0,0,0,0,0,0,15,42.3,2.8,0.0%,2014,Chris Jones6
793,728,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2014,Chris Jones95
794,728,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2014,Chris Jones25
795,728,0,0,0.0,0,0,0,0,0,0,0.0,0.0,31.5%,2014,Chris Jones6
796,738,0,0,0.0,0,0,0,0,0,15,0.0,0.0,31.5%,2015,Chris Jones95
797,738,0,0,0.0,0,0,0,0,0,15,0.0,0.0,31.5%,2015,Chris Jones25
798,738,0,0,0.0,0,0,0,0,0,15,0.0,0.0,31.5%,2015,Chris Jones6
799,92,17,11,2.0,4,0,0,0,0,16,61.9,3.9,31.5%,2016,Chris Jones95
800,92,17,11,2.0,4,0,0,0,0,16,61.9,3.9,31.5%,2016,Chris Jones25
801,92,17,11,2.0,4,0,0,0,0,16,61.9,3.9,31.5%,2016,Chris Jones6
802,136,16,7,0.0,0,0,0,0,0,13,39.4,3.0,0.0%,2016,Chris Jones95
803,136,16,7,0.0,0,0,0,0,0,13,39.4,3.0,0.0%,2016,Chris Jones25
804,136,16,7,0.0,0,0,0,0,0,13,39.4,3.0,0.0%,2016,Chris Jones6
805,25,22,10,6.5,7,1,4,0,0,16,120.6,7.5,31.5%,2017,Chris Jones95
806,25,22,10,6.5,7,1,4,0,0,16,120.6,7.5,31.5%,2017,Chris Jones25
807,25,22,10,6.5,7,1,4,0,0,16,120.6,7.5,31.5%,2017,Chris Jones6
808,5,34,6,15.0,5,1,2,0,1,16,191.3,12.0,31.5%,2018,Chris Jones95
809,5,34,6,15.0,5,1,2,0,1,16,191.3,12.0,31.5%,2018,Chris Jones25
810,5,34,6,15.0,5,1,2,0,1,16,191.3,12.0,31.5%,2018,Chris Jones6
811,32,23,13,9.0,4,0,1,1,0,13,114.5,8.8,31.5%,2019,Chris Jones95
812,32,23,13,9.0,4,0,1,1,0,13,114.5,8.8,31.5%,2019,Chris Jones25
813,32,23,13,9.0,4,0,1,1,0,13,114.5,8.8,31.5%,2019,Chris Jones6
814,124,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Sheldon Day91
815,730,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Sheldon Day91
816,739,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Sheldon Day91
817,201,6,2,1.0,0,0,0,0,0,16,20.6,1.3,0.8%,2016,Sheldon Day91
818,140,13,6,2.0,2,0,0,0,0,12,47.7,4.0,0.8%,2017,Sheldon Day91
819,176,9,1,2.0,2,0,0,0,0,12,30.3,2.5,0.8%,2018,Sheldon Day91
820,179,10,5,1.0,0,0,0,0,0,16,30.5,1.9,0.8%,2019,Sheldon Day91
821,125,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Hassan Ridgeway98
822,731,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Hassan Ridgeway98
823,740,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Hassan Ridgeway98
824,143,8,13,1.5,1,0,0,0,0,16,37.0,2.3,0.8%,2016,Hassan Ridgeway98
825,163,5,9,3.0,0,0,0,0,0,13,37.7,2.9,0.8%,2017,Hassan Ridgeway98
826,225,5,1,0.0,0,0,0,0,0,5,10.8,2.2,0.8%,2018,Hassan Ridgeway98
827,185,5,3,2.0,0,0,0,0,0,7,27.9,4.0,0.8%,2019,Hassan Ridgeway98
828,126,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Vernon Butler92
829,732,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Vernon Butler92
830,741,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Vernon Butler92
831,164,5,8,1.5,1,0,0,1,0,10,31.2,3.1,0.8%,2016,Vernon Butler92
832,208,8,5,0.0,1,0,0,0,0,14,21.4,1.5,0.8%,2017,Vernon Butler92
833,183,6,13,0.5,0,0,0,1,0,14,25.7,1.8,0.8%,2018,Vernon Butler92
834,54,22,10,6.0,0,0,3,0,0,15,94.3,6.3,0.8%,2019,Vernon Butler92
835,127,0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.5%,2013,Sheldon Rankins98
836,733,0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.5%,2014,Sheldon Rankins98
837,742,0,0,0.0,0,0,0,0,0,0,0.0,0.0,6.5%,2015,Sheldon Rankins98
838,98,15,5,4.0,0,0,1,0,0,9,56.8,6.3,6.5%,2016,Sheldon Rankins98
839,89,16,10,2.0,1,1,1,0,0,16,67.2,4.2,6.5%,2017,Sheldon Rankins98
840,35,26,15,8.0,1,0,1,0,0,16,114.7,7.2,6.5%,2018,Sheldon Rankins98
841,193,7,3,2.0,0,0,0,0,0,11,25.8,2.3,6.5%,2019,Sheldon Rankins98
842,128,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.2%,2013,Yannick Ngakoue91
843,734,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.2%,2014,Yannick Ngakoue91
844,743,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.2%,2015,Yannick Ngakoue91
845,687,20,3,8.0,2,1,4,0,0,16,0.0,0.0,21.2%,2016,Yannick Ngakoue91
846,26,24,6,12.0,0,0,6,2,1,16,119.4,7.5,21.2%,2017,Yannick Ngakoue91
847,38,25,3,9.5,1,0,0,0,0,16,111.8,7.0,21.2%,2018,Yannick Ngakoue91
848,9,36,5,8.0,6,1,4,1,1,15,162.4,10.8,21.2%,2019,Yannick Ngakoue91
849,129,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Bronson Kaufusi91
850,735,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Bronson Kaufusi91
851,737,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Bronson Kaufusi91
852,688,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Bronson Kaufusi91
853,267,1,3,0.0,0,0,0,0,0,3,3.8,1.3,0.0%,2017,Bronson Kaufusi91
854,269,0,0,0.0,1,0,0,0,0,3,1.5,0.5,0.0%,2018,Bronson Kaufusi91
855,246,3,2,0.5,0,0,0,0,0,3,8.1,2.7,0.0%,2019,Bronson Kaufusi91
856,130,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Anthony Zettel92
857,729,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Anthony Zettel92
858,730,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Anthony Zettel92
859,187,10,3,1.0,0,0,0,0,0,13,24.6,1.9,0.8%,2016,Anthony Zettel92
860,27,31,12,6.5,0,0,1,1,0,16,119.1,7.4,0.8%,2017,Anthony Zettel92
861,190,7,7,0.0,0,0,0,0,0,15,23.4,1.6,0.8%,2018,Anthony Zettel92
862,258,3,3,0.0,0,0,0,0,0,6,6.9,1.2,0.8%,2019,Anthony Zettel92
863,131,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.1%,2013,Efe Obada94
864,689,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.1%,2014,Efe Obada94
865,695,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.1%,2015,Efe Obada94
866,699,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.1%,2016,Efe Obada94
867,653,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.1%,2017,Efe Obada94
868,173,6,2,2.0,2,1,0,0,0,10,31.6,3.2,3.1%,2018,Efe Obada94
869,168,14,10,0.0,1,0,0,0,0,16,35.3,2.2,3.1%,2019,Efe Obada94
870,132,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Zach Wood49
871,290,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Zach Wood49
872,397,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Zach Wood49
873,352,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Zach Wood49
874,349,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2017,Zach Wood49
875,338,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2018,Zach Wood49
876,305,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,Zach Wood49
877,133,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.6%,2013,Branden Jackson93
878,276,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.6%,2014,Branden Jackson93
879,305,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.6%,2015,Branden Jackson93
880,269,1,0,0.0,0,0,0,0,0,3,1.5,0.5,1.6%,2016,Branden Jackson93
881,215,7,4,0.5,1,0,0,0,0,12,19.1,1.6,1.6%,2017,Branden Jackson93
882,182,9,1,1.0,0,0,0,0,0,9,25.8,2.9,1.6%,2018,Branden Jackson93
883,156,14,6,2.0,2,0,0,0,0,15,41.7,2.8,1.6%,2019,Branden Jackson93
884,134,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Vontarrius Dora54
885,278,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Vontarrius Dora54
886,301,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Vontarrius Dora54
887,355,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,2016,Vontarrius Dora54
888,368,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Vontarrius Dora54
889,341,2,1,0.0,1,0,0,0,0,3,0.0,0.0,0.0%,2018,Vontarrius Dora54
890,306,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Vontarrius Dora54
891,135,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2013,Eddie Yarbrough52
892,275,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2014,Eddie Yarbrough52
893,294,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2015,Eddie Yarbrough52
894,342,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2016,Eddie Yarbrough52
895,116,23,11,1.0,2,0,0,0,0,16,58.9,3.7,1.5%,2017,Eddie Yarbrough52
896,140,20,8,0.0,0,0,0,0,0,15,46.3,3.1,1.5%,2018,Eddie Yarbrough52
897,307,0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.5%,2019,Eddie Yarbrough52
898,136,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kyle Peko77
899,277,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kyle Peko77
900,296,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kyle Peko77
901,261,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,2016,Kyle Peko77
902,248,4,2,0.0,0,0,0,0,0,6,9.8,1.6,0.0%,2017,Kyle Peko77
903,344,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kyle Peko77
904,271,1,4,0.0,0,0,0,0,0,6,4.7,0.8,0.0%,2019,Kyle Peko77
905,137,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Brandin Bryant90
906,362,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Brandin Bryant90
907,367,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Brandin Bryant90
908,330,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Brandin Bryant90
909,352,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Brandin Bryant90
910,359,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Brandin Bryant90
911,325,2,1,0.0,0,0,0,0,0,4,0.0,0.0,0.0%,2019,Brandin Bryant90
912,139,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kameron Canaday57
913,378,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kameron Canaday57
914,364,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kameron Canaday57
915,332,0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%,2016,Kameron Canaday57
916,353,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2017,Kameron Canaday57
917,363,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2018,Kameron Canaday57
918,326,0,0,0.0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,Kameron Canaday57
919,140,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Mitchell Loewen70
920,375,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Mitchell Loewen70
921,401,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Mitchell Loewen70
922,329,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2016,Mitchell Loewen70
923,354,0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.8%,2017,Mitchell Loewen70
924,330,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.8%,2018,Mitchell Loewen70
925,278,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.8%,2019,Mitchell Loewen70
926,142,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2013,Michael Pierce98
927,320,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2014,Michael Pierce98
928,327,0,0,0.0,0,0,0,0,0,0,0.0,0.0,2.4%,2015,Michael Pierce98
929,87,19,16,2.0,1,0,0,0,0,16,65.7,4.1,2.4%,2016,Michael Pierce98
930,56,32,17,1.0,0,0,0,2,0,16,85.4,5.3,2.4%,2017,Michael Pierce98
931,117,21,11,0.0,1,0,0,1,0,14,55.6,4.0,2.4%,2018,Michael Pierce98
932,136,19,16,0.5,0,0,0,1,0,14,51.8,3.7,2.4%,2019,Michael Pierce98
933,143,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.8%,2013,Stephen Weatherly91
934,704,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.8%,2014,Stephen Weatherly91
935,714,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.8%,2015,Stephen Weatherly91
936,695,0,0,0.0,0,0,0,0,0,2,0.0,0.0,3.8%,2016,Stephen Weatherly91
937,292,4,0,0.0,0,0,0,0,0,15,0.0,0.0,3.8%,2017,Stephen Weatherly91
938,114,22,13,3.0,1,0,1,0,0,16,56.3,3.5,3.8%,2018,Stephen Weatherly91
939,121,14,10,3.0,0,0,1,0,0,16,57.2,3.6,3.8%,2019,Stephen Weatherly91
940,144,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Roy Robertson-Harris95
941,705,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Roy Robertson-Harris95
942,715,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Roy Robertson-Harris95
943,696,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2016,Roy Robertson-Harris95
944,185,7,5,2.0,1,0,0,0,0,13,30.3,2.3,0.8%,2017,Roy Robertson-Harris95
945,142,9,11,3.0,2,0,0,0,0,16,44.5,2.8,0.8%,2018,Roy Robertson-Harris95
946,112,22,8,2.5,3,0,0,0,0,15,61.2,4.1,0.8%,2019,Roy Robertson-Harris95
947,145,0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.8%,2013,Matt Ioannidis98
948,706,0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.8%,2014,Matt Ioannidis98
949,711,0,0,0.0,0,0,0,0,0,0,0.0,0.0,13.8%,2015,Matt Ioannidis98
950,236,6,2,0.0,0,0,0,0,0,10,9.8,1.0,13.8%,2016,Matt Ioannidis98
951,122,13,14,4.5,0,0,1,0,0,14,55.4,4.0,13.8%,2017,Matt Ioannidis98
952,59,23,7,7.5,0,0,1,1,0,14,91.5,6.5,13.8%,2018,Matt Ioannidis98
953,17,42,22,8.5,1,0,0,0,0,16,143.0,8.9,13.8%,2019,Matt Ioannidis98
954,146,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2013,Romeo Okwara95
955,702,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2014,Romeo Okwara95
956,709,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2015,Romeo Okwara95
957,149,9,12,1.0,2,0,0,0,0,16,35.6,2.2,1.5%,2016,Romeo Okwara95
958,268,1,2,0.0,0,0,0,0,0,6,3.8,0.6,1.5%,2017,Romeo Okwara95
959,40,28,11,7.5,2,0,1,0,0,15,107.5,7.2,1.5%,2018,Romeo Okwara95
960,151,14,14,1.5,0,0,1,0,0,14,44.3,3.2,1.5%,2019,Romeo Okwara95
961,147,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chris Landrum42
962,697,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chris Landrum42
963,706,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chris Landrum42
964,697,2,2,1.0,0,0,0,0,0,10,0.0,0.0,0.0%,2016,Chris Landrum42
965,655,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Chris Landrum42
966,294,3,3,0.0,0,0,0,0,0,7,0.0,0.0,0.0%,2018,Chris Landrum42
967,312,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chris Landrum42
968,148,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Joel Heath93
969,698,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Joel Heath93
970,705,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Joel Heath93
971,193,5,3,2.0,0,0,0,0,0,12,23.6,2.0,0.0%,2016,Joel Heath93
972,160,17,7,1.0,0,0,0,0,0,13,38.3,2.9,0.0%,2017,Joel Heath93
973,265,2,0,0.0,0,0,0,0,0,5,3.0,0.6,0.0%,2018,Joel Heath93
974,313,0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,Joel Heath93
975,149,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.2%,2013,D.J. Reader98
976,696,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.2%,2014,D.J. Reader98
977,707,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.2%,2015,D.J. Reader98
978,128,7,15,1.0,1,0,0,0,0,16,41.7,2.6,3.2%,2016,D.J. Reader98
979,86,23,24,1.0,0,0,0,0,0,14,71.0,5.1,3.2%,2017,D.J. Reader98
980,101,23,10,2.0,0,0,0,0,0,16,63.4,4.0,3.2%,2018,D.J. Reader98
981,61,28,24,2.5,0,0,0,0,0,15,85.2,5.7,3.2%,2019,D.J. Reader98
982,150,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jonathan Woodard59
983,699,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jonathan Woodard59
984,708,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jonathan Woodard59
985,698,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jonathan Woodard59
986,656,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jonathan Woodard59
987,194,8,2,1.0,0,0,0,0,0,6,22.6,3.8,0.0%,2018,Jonathan Woodard59
988,314,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Jonathan Woodard59
989,151,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2013,Ronald Blair III98
990,703,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2014,Ronald Blair III98
991,713,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.5%,2015,Ronald Blair III98
992,159,11,5,3.0,0,0,0,0,0,16,32.8,2.1,1.5%,2016,Ronald Blair III98
993,164,10,5,2.0,0,0,1,0,0,6,37.4,6.2,1.5%,2017,Ronald Blair III98
994,58,24,12,5.5,1,0,0,0,0,16,93.1,5.8,1.5%,2018,Ronald Blair III98
995,114,14,7,3.0,0,0,0,1,0,9,59.9,6.7,1.5%,2019,Ronald Blair III98
996,152,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Trevon Coley93
997,319,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Trevon Coley93
998,325,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Trevon Coley93
999,341,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Trevon Coley93
1000,61,24,17,2.0,2,0,0,1,0,15,83.0,5.5,0.0%,2017,Trevon Coley93
1001,113,18,22,0.5,0,0,0,1,0,16,56.5,3.5,0.0%,2018,Trevon Coley93
1002,260,3,3,0.0,0,0,0,0,0,7,6.8,1.0,0.0%,2019,Trevon Coley93
1003,153,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Woodrow Hamilton78
1004,302,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Woodrow Hamilton78
1005,337,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Woodrow Hamilton78
1006,245,1,2,0.0,0,0,0,0,0,2,6.0,3.0,0.0%,2016,Woodrow Hamilton78
1007,340,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Woodrow Hamilton78
1008,335,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Woodrow Hamilton78
1009,304,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Woodrow Hamilton78
1010,155,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Quinton Jefferson99
1011,701,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Quinton Jefferson99
1012,712,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Quinton Jefferson99
1013,267,0,1,0.0,0,0,0,0,0,3,1.5,0.5,0.8%,2016,Quinton Jefferson99
1014,217,6,1,1.0,0,0,0,0,0,6,18.5,3.1,0.8%,2017,Quinton Jefferson99
1015,102,16,9,3.0,2,0,0,1,0,16,63.3,4.0,0.8%,2018,Quinton Jefferson99
1016,106,14,12,3.5,3,0,0,1,0,14,62.9,4.5,0.8%,2019,Quinton Jefferson99
1017,156,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Jalyn Holmes91
1018,292,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Jalyn Holmes91
1019,320,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Jalyn Holmes91
1020,286,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2016,Jalyn Holmes91
1021,318,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2017,Jalyn Holmes91
1022,224,3,0,1.0,0,0,0,0,0,5,11.0,2.2,0.8%,2018,Jalyn Holmes91
1023,256,2,2,0.0,0,0,0,0,0,7,7.1,1.0,0.8%,2019,Jalyn Holmes91
1024,158,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Josh Uche6
1025,452,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Josh Uche6
1026,508,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Josh Uche6
1027,464,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Josh Uche6
1028,382,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Josh Uche6
1029,525,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Josh Uche6
1030,376,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Josh Uche6
1031,159,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2013,Marlon Davidson90
1032,451,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2014,Marlon Davidson90
1033,492,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2015,Marlon Davidson90
1034,495,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2016,Marlon Davidson90
1035,374,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2017,Marlon Davidson90
1036,515,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2018,Marlon Davidson90
1037,346,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.8%,2019,Marlon Davidson90
1038,160,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,James Lynch66
