,Rank,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN,Year,PlayerID
888,179,18,16,0.0,5,0,2,1,0,14,58.7,4.2,0.9%,2019,Marcell Harris36
889,300,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2013,Natrell Jamerson30
890,443,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2014,Natrell Jamerson30
891,451,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2015,Natrell Jamerson30
892,522,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2016,Natrell Jamerson30
893,457,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2017,Natrell Jamerson30
894,297,5,0,0.0,1,0,0,0,0,11,9.0,0.8,0.9%,2018,Natrell Jamerson30
895,357,1,0,0.0,0,0,0,0,0,5,1.5,0.3,0.9%,2019,Natrell Jamerson30
896,301,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2013,Rashaan Gaulden38
897,444,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2014,Rashaan Gaulden38
898,453,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2015,Rashaan Gaulden38
899,523,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2016,Rashaan Gaulden38
900,451,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2017,Rashaan Gaulden38
901,252,10,3,0.0,1,0,0,0,0,15,23.9,1.6,0.9%,2018,Rashaan Gaulden38
902,352,1,0,0.0,0,0,0,0,0,10,1.5,0.2,0.9%,2019,Rashaan Gaulden38
903,302,0,0,0.0,0,0,0,0,0,0,0.0,0.0,63.6%,2013,Tracy Walker21
904,445,0,0,0.0,0,0,0,0,0,0,0.0,0.0,63.6%,2014,Tracy Walker21
905,454,0,0,0.0,0,0,0,0,0,0,0.0,0.0,63.6%,2015,Tracy Walker21
906,517,0,0,0.0,0,0,0,0,0,0,0.0,0.0,63.6%,2016,Tracy Walker21
907,439,0,0,0.0,0,0,0,0,0,0,0.0,0.0,63.6%,2017,Tracy Walker21
908,246,12,2,0.0,2,1,0,0,0,16,27.6,1.7,63.6%,2018,Tracy Walker21
909,10,79,21,0.0,8,1,1,0,0,13,170.5,13.1,63.6%,2019,Tracy Walker21
910,303,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Troy Apke30
911,438,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Troy Apke30
912,455,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Troy Apke30
913,524,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Troy Apke30
914,446,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Troy Apke30
915,443,0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.5%,2018,Troy Apke30
916,226,13,2,0.0,2,1,0,0,0,15,34.1,2.3,0.5%,2019,Troy Apke30
917,304,0,0,0.0,0,0,0,0,0,0,0.0,0.0,35.3%,2013,Jessie Bates III30
918,446,0,0,0.0,0,0,0,0,0,0,0.0,0.0,35.3%,2014,Jessie Bates III30
919,456,0,0,0.0,0,0,0,0,0,0,0.0,0.0,35.3%,2015,Jessie Bates III30
920,526,0,0,0.0,0,0,0,0,0,0,0.0,0.0,35.3%,2016,Jessie Bates III30
921,433,0,0,0.0,0,0,0,0,0,0,0.0,0.0,35.3%,2017,Jessie Bates III30
922,12,73,38,0.0,8,3,0,0,1,16,170.7,10.7,35.3%,2018,Jessie Bates III30
923,14,71,29,0.0,9,3,1,1,0,16,165.1,10.3,35.3%,2019,Jessie Bates III30
924,305,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Raven Greene24
925,412,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Raven Greene24
926,416,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Raven Greene24
927,489,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Raven Greene24
928,448,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Raven Greene24
929,283,2,1,1.0,1,0,0,0,0,8,11.8,1.5,0.5%,2018,Raven Greene24
930,287,6,1,0.0,1,0,0,0,0,2,11.3,5.7,0.5%,2019,Raven Greene24
931,306,0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.1%,2013,Jordan Whitehead33
932,447,0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.1%,2014,Jordan Whitehead33
933,457,0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.1%,2015,Jordan Whitehead33
934,527,0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.1%,2016,Jordan Whitehead33
935,434,0,0,0.0,0,0,0,0,0,0,0.0,0.0,4.1%,2017,Jordan Whitehead33
936,63,61,16,0.0,4,0,0,0,0,15,119.7,8.0,4.1%,2018,Jordan Whitehead33
937,59,49,19,0.0,9,1,0,1,0,14,120.7,8.6,4.1%,2019,Jordan Whitehead33
938,307,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Jaquan Johnson46
939,422,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Jaquan Johnson46
940,426,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Jaquan Johnson46
941,536,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Jaquan Johnson46
942,415,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Jaquan Johnson46
943,423,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2018,Jaquan Johnson46
944,325,3,0,0.0,0,0,0,0,0,13,4.5,0.3,0.5%,2019,Jaquan Johnson46
945,308,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2013,Juan Thornhill22
946,423,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2014,Juan Thornhill22
947,427,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2015,Juan Thornhill22
948,448,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2016,Juan Thornhill22
949,418,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2017,Juan Thornhill22
950,418,0,0,0.0,0,0,0,0,0,0,0.0,0.0,7.3%,2018,Juan Thornhill22
951,91,41,16,0.0,5,3,0,0,1,16,102.4,6.4,7.3%,2019,Juan Thornhill22
952,309,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2013,Taylor Rapp24
953,424,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2014,Taylor Rapp24
954,428,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2015,Taylor Rapp24
955,495,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2016,Taylor Rapp24
956,411,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2017,Taylor Rapp24
957,422,0,0,0.0,0,0,0,0,0,0,0.0,0.0,46.5%,2018,Taylor Rapp24
958,16,61,38,0.0,8,2,0,1,1,15,159.8,10.7,46.5%,2019,Taylor Rapp24
959,310,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2013,Johnathan Abram24
960,425,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2014,Johnathan Abram24
961,429,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2015,Johnathan Abram24
962,496,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2016,Johnathan Abram24
963,412,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2017,Johnathan Abram24
964,415,0,0,0.0,0,0,0,0,0,0,0.0,0.0,19.3%,2018,Johnathan Abram24
965,312,1,4,0.0,1,0,0,0,0,1,6.0,6.0,19.3%,2019,Johnathan Abram24
966,311,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Deionte Thompson35
967,426,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Deionte Thompson35
968,424,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Deionte Thompson35
969,497,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Deionte Thompson35
970,413,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Deionte Thompson35
971,416,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2018,Deionte Thompson35
972,245,14,4,0.0,0,0,0,0,0,11,24.2,2.2,0.5%,2019,Deionte Thompson35
973,312,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Dallin Leavitt32
974,421,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Dallin Leavitt32
975,412,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Dallin Leavitt32
976,494,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Dallin Leavitt32
977,414,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Dallin Leavitt32
978,417,0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%,2018,Dallin Leavitt32
979,342,2,0,0.0,0,0,0,0,0,16,3.0,0.2,0.0%,2019,Dallin Leavitt32
980,313,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Ryan Neal35
981,408,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Ryan Neal35
982,413,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Ryan Neal35
983,499,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Ryan Neal35
984,416,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Ryan Neal35
985,419,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,2018,Ryan Neal35
986,477,0,0,0.0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,Ryan Neal35
987,314,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2013,Joshua Kalu46
988,409,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2014,Joshua Kalu46
989,411,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2015,Joshua Kalu46
990,500,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2016,Joshua Kalu46
991,417,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.9%,2017,Joshua Kalu46
992,420,0,0,0.0,0,0,0,0,0,4,0.0,0.0,0.9%,2018,Joshua Kalu46
993,305,4,0,0.0,1,0,0,0,0,9,7.5,0.8,0.9%,2019,Joshua Kalu46
994,315,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Ezekiel Turner47
995,410,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Ezekiel Turner47
996,414,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Ezekiel Turner47
997,490,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Ezekiel Turner47
998,430,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Ezekiel Turner47
999,342,0,1,0.0,0,0,0,0,0,16,0.8,0.1,0.0%,2018,Ezekiel Turner47
1000,476,0,0,0.0,0,0,0,0,0,12,0.0,0.0,0.0%,2019,Ezekiel Turner47
1001,316,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jonathan Owens36
1002,411,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jonathan Owens36
1003,415,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jonathan Owens36
1004,491,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jonathan Owens36
1005,431,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jonathan Owens36
1006,421,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jonathan Owens36
1007,480,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jonathan Owens36
1008,317,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%,2013,Armani Watts23
1009,448,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%,2014,Armani Watts23
1010,452,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%,2015,Armani Watts23
1011,528,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%,2016,Armani Watts23
1012,435,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.4%,2017,Armani Watts23
1013,289,1,1,1.0,1,0,0,0,0,5,10.3,2.1,1.4%,2018,Armani Watts23
1014,267,5,2,1.0,0,0,0,0,0,16,15.5,1.0,1.4%,2019,Armani Watts23
1015,319,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%,2013,Nicholas Morrow50
1016,538,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%,2014,Nicholas Morrow50
1017,559,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%,2015,Nicholas Morrow50
1018,459,0,0,0.0,0,0,0,0,0,0,0.0,0.0,3.9%,2016,Nicholas Morrow50
1019,117,37,20,0.0,4,0,0,0,0,16,95.2,6.0,3.9%,2017,Nicholas Morrow50
1020,155,26,11,1.0,3,0,1,0,0,16,72.5,4.5,3.9%,2018,Nicholas Morrow50
1021,86,49,18,0.0,4,1,0,0,0,16,103.3,6.5,3.9%,2019,Nicholas Morrow50
1022,320,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Anthony Cioffi37
1023,554,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Anthony Cioffi37
1024,560,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Anthony Cioffi37
1025,460,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Anthony Cioffi37
1026,532,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Anthony Cioffi37
1027,436,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Anthony Cioffi37
1028,490,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Anthony Cioffi37
1029,324,0,0,0.0,0,0,0,0,0,0,0.0,0.0,81.6%,2013,Budda Baker32
1030,559,0,0,0.0,0,0,0,0,0,0,0.0,0.0,81.6%,2014,Budda Baker32
1031,549,0,0,0.0,0,0,0,0,0,0,0.0,0.0,81.6%,2015,Budda Baker32
1032,461,0,0,0.0,0,0,0,0,0,0,0.0,0.0,81.6%,2016,Budda Baker32
1033,86,45,13,1.0,7,0,2,1,0,16,116.0,7.3,81.6%,2017,Budda Baker32
1034,9,77,24,2.0,2,0,1,2,1,14,181.2,12.9,81.6%,2018,Budda Baker32
1035,2,104,43,0.5,6,0,1,1,0,16,225.2,14.1,81.6%,2019,Budda Baker32
1036,326,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Steven Parker26
1037,449,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Steven Parker26
1038,443,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Steven Parker26
1039,529,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Steven Parker26
1040,436,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Steven Parker26
1041,444,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2018,Steven Parker26
1042,216,14,5,0.0,3,2,0,0,0,14,39.4,2.8,0.5%,2019,Steven Parker26
1043,327,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Quin Blanding37
1044,450,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Quin Blanding37
1045,440,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Quin Blanding37
1046,530,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Quin Blanding37
1047,437,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Quin Blanding37
1048,445,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Quin Blanding37
1049,486,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Quin Blanding37
1050,328,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2013,Terrell Edmunds34
1051,451,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2014,Terrell Edmunds34
1052,442,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2015,Terrell Edmunds34
1053,525,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2016,Terrell Edmunds34
1054,432,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2017,Terrell Edmunds34
1055,72,52,21,1.0,4,1,0,1,0,16,115.6,7.2,21.6%,2018,Terrell Edmunds34
1056,28,71,34,0.0,3,0,0,0,0,16,141.9,8.9,21.6%,2019,Terrell Edmunds34
1057,329,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Marcus Allen27
1058,452,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Marcus Allen27
1059,432,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Marcus Allen27
1060,512,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Marcus Allen27
1061,438,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Marcus Allen27
1062,334,1,1,0.0,0,0,0,0,0,2,2.3,1.2,0.0%,2018,Marcus Allen27
1063,485,0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,Marcus Allen27
1064,330,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,DeShon Elliott32
1065,436,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,DeShon Elliott32
1066,433,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,DeShon Elliott32
1067,504,0,0,0.0,0,0,0,0,0,13,0.0,0.0,0.0%,2016,DeShon Elliott32
1068,440,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,DeShon Elliott32
1069,447,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,DeShon Elliott32
1070,316,3,0,0.0,1,0,0,0,0,6,6.0,1.0,0.0%,2019,DeShon Elliott32
1071,331,0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%,2013,Justin Reid20
1072,434,0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%,2014,Justin Reid20
1073,434,0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%,2015,Justin Reid20
1074,505,0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%,2016,Justin Reid20
1075,441,0,0,0.0,0,0,0,0,0,0,0.0,0.0,17.9%,2017,Justin Reid20
1076,15,63,17,0.0,10,3,1,2,1,16,160.8,10.1,17.9%,2018,Justin Reid20
1077,51,57,21,0.0,5,2,0,1,0,15,125.5,8.4,17.9%,2019,Justin Reid20
1078,332,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2013,Ronnie Harrison36
1079,435,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2014,Ronnie Harrison36
1080,435,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2015,Ronnie Harrison36
1081,506,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2016,Ronnie Harrison36
1082,442,0,0,0.0,0,0,0,0,0,0,0.0,0.0,21.6%,2017,Ronnie Harrison36
1083,167,23,8,1.0,3,1,0,0,0,14,61.6,4.4,21.6%,2018,Ronnie Harrison36
1084,52,43,27,2.0,9,2,0,1,0,14,125.5,9.0,21.6%,2019,Ronnie Harrison36
1085,333,0,0,0.0,0,0,0,0,0,0,0.0,0.0,71.6%,2013,Derwin James33
1086,429,0,0,0.0,0,0,0,0,0,0,0.0,0.0,71.6%,2014,Derwin James33
1087,436,0,0,0.0,0,0,0,0,0,0,0.0,0.0,71.6%,2015,Derwin James33
1088,507,0,0,0.0,0,0,0,0,0,0,0.0,0.0,71.6%,2016,Derwin James33
1089,443,0,0,0.0,0,0,0,0,0,0,0.0,0.0,71.6%,2017,Derwin James33
1090,5,75,30,3.5,13,3,0,0,0,16,195.5,12.2,71.6%,2018,Derwin James33
1091,190,23,11,0.0,1,0,0,0,0,6,51.8,8.6,71.6%,2019,Derwin James33
1092,334,0,0,0.0,0,0,0,0,0,0,0.0,0.0,50.0%,2013,Minkah Fitzpatrick39
1093,430,0,0,0.0,0,0,0,0,0,0,0.0,0.0,50.0%,2014,Minkah Fitzpatrick39
1094,437,0,0,0.0,0,0,0,0,0,0,0.0,0.0,50.0%,2015,Minkah Fitzpatrick39
1095,508,0,0,0.0,0,0,0,0,0,0,0.0,0.0,50.0%,2016,Minkah Fitzpatrick39
1096,444,0,0,0.0,0,0,0,0,0,0,0.0,0.0,50.0%,2017,Minkah Fitzpatrick39
1097,50,49,30,0.0,9,2,0,0,1,16,130.9,8.2,50.0%,2018,Minkah Fitzpatrick39
1098,21,43,25,0.0,9,5,2,3,2,16,156.7,9.8,50.0%,2019,Minkah Fitzpatrick39
1099,335,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Ahmad Thomas52
1100,431,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Ahmad Thomas52
1101,438,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Ahmad Thomas52
1102,509,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Ahmad Thomas52
1103,445,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Ahmad Thomas52
1104,340,1,0,0.0,0,0,0,0,0,2,1.5,0.8,0.0%,2018,Ahmad Thomas52
1105,484,0,0,0.0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,Ahmad Thomas52
1106,337,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Maurice Smith46
1107,433,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Maurice Smith46
1108,441,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Maurice Smith46
1109,488,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Maurice Smith46
1110,315,1,0,0.0,1,0,0,0,0,6,3.0,0.5,0.0%,2017,Maurice Smith46
1111,302,4,0,0.0,1,0,0,0,0,7,7.5,1.1,0.0%,2018,Maurice Smith46
1112,354,1,0,0.0,0,0,0,0,0,3,1.5,0.5,0.0%,2019,Maurice Smith46
1113,338,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2013,Nasir Adderley24
1114,420,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2014,Nasir Adderley24
1115,425,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2015,Nasir Adderley24
1116,498,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2016,Nasir Adderley24
1117,426,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2017,Nasir Adderley24
1118,434,0,0,0.0,0,0,0,0,0,0,0.0,0.0,1.8%,2018,Nasir Adderley24
1119,518,0,0,0.0,0,0,0,0,0,4,0.0,0.0,1.8%,2019,Nasir Adderley24
1120,339,0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.4%,2013,Marcus Williams43
1121,156,29,7,0.0,7,1,0,0,0,8,65.0,8.1,4.0%,2014,Marcus Williams43
1122,562,0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.4%,2014,Marcus Williams43
1123,134,15,6,1.5,10,6,1,1,0,13,85.6,6.6,4.0%,2015,Marcus Williams43
1124,544,0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.4%,2015,Marcus Williams43
1125,147,29,3,1.0,6,2,1,0,0,13,76.1,5.9,4.0%,2016,Marcus Williams43
1126,477,0,0,0.0,0,0,0,0,0,0,0.0,0.0,12.4%,2016,Marcus Williams43
1127,58,57,14,0.0,7,4,0,0,0,15,130.1,8.7,12.4%,2017,Marcus Williams43
1128,209,16,0,0.0,4,1,0,0,0,15,37.5,2.5,4.0%,2017,Marcus Williams43
1129,99,46,9,1.0,3,2,1,1,0,16,101.1,6.3,12.4%,2018,Marcus Williams43
1130,311,4,0,0.0,0,0,0,0,0,5,6.0,1.2,4.0%,2018,Marcus Williams43
1131,64,38,15,0.0,13,4,1,0,1,15,118.2,7.9,12.4%,2019,Marcus Williams43
1132,536,0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.0%,2019,Marcus Williams43
1133,340,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Julian Blackmon32
1134,465,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Julian Blackmon32
1135,471,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Julian Blackmon32
1136,376,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Julian Blackmon32
1137,471,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Julian Blackmon32
1138,460,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2018,Julian Blackmon32
1139,364,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.5%,2019,Julian Blackmon32
1140,341,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Harrison Hand29
1141,457,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Harrison Hand29
1142,463,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Harrison Hand29
1143,345,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Harrison Hand29
1144,464,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Harrison Hand29
1145,453,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Harrison Hand29
1146,372,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Harrison Hand29
1147,342,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Nigel Warrior
1148,458,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Nigel Warrior
1149,464,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Nigel Warrior
1150,392,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Nigel Warrior
1151,465,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Nigel Warrior
1152,454,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Nigel Warrior
1153,373,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Nigel Warrior
1154,343,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Myles Dorn46
1155,459,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Myles Dorn46
1156,465,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Myles Dorn46
1157,396,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Myles Dorn46
1158,459,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Myles Dorn46
1159,448,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Myles Dorn46
1160,374,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Myles Dorn46
1161,344,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kamren Curl31
1162,460,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kamren Curl31
1163,466,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kamren Curl31
