,Rank,REC,REC_TGT,REC_YDS,REC_Y/R,REC_LG,REC_20+,REC_TD,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS/G,OWN,Year,PlayerID
927,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,KJ Hamler1
928,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2019,KJ Hamler1
929,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2013,Brandon Aiyuk11
930,300,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2014,Brandon Aiyuk11
931,320,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2015,Brandon Aiyuk11
932,401,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2016,Brandon Aiyuk11
933,390,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2017,Brandon Aiyuk11
934,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2018,Brandon Aiyuk11
935,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2019,Brandon Aiyuk11
936,304,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2013,Justin Jefferson18
937,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2014,Justin Jefferson18
938,313,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2015,Justin Jefferson18
939,218,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2016,Justin Jefferson18
940,388,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2017,Justin Jefferson18
941,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2018,Justin Jefferson18
942,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,2019,Justin Jefferson18
943,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2013,Jalen Reagor1
944,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2014,Jalen Reagor1
945,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2015,Jalen Reagor1
946,393,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2016,Jalen Reagor1
947,382,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2017,Jalen Reagor1
948,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2018,Jalen Reagor1
949,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2019,Jalen Reagor1
950,306,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,John Hightower16
951,328,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,John Hightower16
952,315,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,John Hightower16
953,411,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,John Hightower16
954,348,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,John Hightower16
955,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,John Hightower16
956,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,John Hightower16
957,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Tee Higgins85
958,304,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Tee Higgins85
959,294,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Tee Higgins85
960,394,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2016,Tee Higgins85
961,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2017,Tee Higgins85
962,250,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2018,Tee Higgins85
963,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2019,Tee Higgins85
964,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2013,Henry Ruggs III11
965,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2014,Henry Ruggs III11
966,295,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2015,Henry Ruggs III11
967,395,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2016,Henry Ruggs III11
968,218,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2017,Henry Ruggs III11
969,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2018,Henry Ruggs III11
970,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,2019,Henry Ruggs III11
971,309,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2013,CeeDee Lamb88
972,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2014,CeeDee Lamb88
973,296,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2015,CeeDee Lamb88
974,396,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2016,CeeDee Lamb88
975,449,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2017,CeeDee Lamb88
976,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2018,CeeDee Lamb88
977,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2019,CeeDee Lamb88
978,310,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2013,Jerry Jeudy4
979,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2014,Jerry Jeudy4
980,297,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2015,Jerry Jeudy4
981,397,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2016,Jerry Jeudy4
982,374,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2017,Jerry Jeudy4
983,253,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2018,Jerry Jeudy4
984,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%,2019,Jerry Jeudy4
985,311,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Reggie Begelton84
986,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Reggie Begelton84
987,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Reggie Begelton84
988,398,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Reggie Begelton84
989,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Reggie Begelton84
990,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Reggie Begelton84
991,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Reggie Begelton84
992,312,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,K.J. Hill84
993,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,K.J. Hill84
994,314,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,K.J. Hill84
995,412,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,K.J. Hill84
996,349,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,K.J. Hill84
997,270,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,K.J. Hill84
998,282,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,K.J. Hill84
999,314,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Marquez Callaway
1000,315,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Marquez Callaway
1001,410,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Marquez Callaway
1002,485,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Marquez Callaway
1003,475,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Marquez Callaway
1004,366,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Marquez Callaway
1005,270,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Marquez Callaway
1006,315,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Easop Winston Jr.
1007,316,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Easop Winston Jr.
1008,394,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Easop Winston Jr.
1009,428,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Easop Winston Jr.
1010,489,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Easop Winston Jr.
1011,350,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Easop Winston Jr.
1012,271,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Easop Winston Jr.
1013,316,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Van Jefferson12
1014,317,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Van Jefferson12
1015,349,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Van Jefferson12
1016,358,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Van Jefferson12
1017,487,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Van Jefferson12
1018,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2018,Van Jefferson12
1019,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2019,Van Jefferson12
1020,317,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jeff Thomas
1021,318,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jeff Thomas
1022,322,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jeff Thomas
1023,352,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jeff Thomas
1024,469,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jeff Thomas
1025,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jeff Thomas
1026,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jeff Thomas
1027,318,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Joe Reed12
1028,319,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Joe Reed12
1029,348,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Joe Reed12
1030,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Joe Reed12
1031,468,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Joe Reed12
1032,304,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Joe Reed12
1033,274,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Joe Reed12
1034,319,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Antonio Gandy-Golden10
1035,326,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Antonio Gandy-Golden10
1036,312,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Antonio Gandy-Golden10
1037,414,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Antonio Gandy-Golden10
1038,350,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Antonio Gandy-Golden10
1039,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2018,Antonio Gandy-Golden10
1040,281,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2019,Antonio Gandy-Golden10
1041,320,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kalija Lipscomb
1042,314,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kalija Lipscomb
1043,306,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kalija Lipscomb
1044,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Kalija Lipscomb
1045,464,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Kalija Lipscomb
1046,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kalija Lipscomb
1047,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Kalija Lipscomb
1048,321,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kendrick Rogers
1049,320,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kendrick Rogers
1050,307,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kendrick Rogers
1051,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Kendrick Rogers
1052,471,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Kendrick Rogers
1053,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kendrick Rogers
1054,275,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Kendrick Rogers
1055,322,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Gabriel Davis3
1056,321,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Gabriel Davis3
1057,308,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Gabriel Davis3
1058,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Gabriel Davis3
1059,466,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Gabriel Davis3
1060,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Gabriel Davis3
1061,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Gabriel Davis3
1062,323,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Quintez Cephus87
1063,322,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Quintez Cephus87
1064,309,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Quintez Cephus87
1065,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Quintez Cephus87
1066,473,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Quintez Cephus87
1067,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Quintez Cephus87
1068,277,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Quintez Cephus87
1069,324,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Isaiah Hodgins87
1070,323,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Isaiah Hodgins87
1071,310,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Isaiah Hodgins87
1072,345,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Isaiah Hodgins87
1073,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Isaiah Hodgins87
1074,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Isaiah Hodgins87
1075,278,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Isaiah Hodgins87
1076,325,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,James Proche00
1077,324,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,James Proche00
1078,311,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,James Proche00
1079,416,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,James Proche00
1080,335,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,James Proche00
1081,267,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,James Proche00
1082,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,James Proche00
1083,326,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2013,Denzel Mims5
1084,325,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2014,Denzel Mims5
1085,305,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2015,Denzel Mims5
1086,415,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2016,Denzel Mims5
1087,345,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2017,Denzel Mims5
1088,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2018,Denzel Mims5
1089,280,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,2019,Denzel Mims5
1090,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Damion Jeanpiere Jr.83
1091,310,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Damion Jeanpiere Jr.83
1092,299,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Damion Jeanpiere Jr.83
1093,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Damion Jeanpiere Jr.83
1094,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Damion Jeanpiere Jr.83
1095,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Damion Jeanpiere Jr.83
1096,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Damion Jeanpiere Jr.83
1097,328,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Quartney Davis14
1098,391,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Quartney Davis14
1099,409,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Quartney Davis14
1100,487,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Quartney Davis14
1101,425,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Quartney Davis14
1102,365,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Quartney Davis14
1103,345,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Quartney Davis14
1104,329,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Alex Bachman80
1105,332,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Alex Bachman80
1106,347,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Alex Bachman80
1107,420,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Alex Bachman80
1108,383,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Alex Bachman80
1109,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Alex Bachman80
1110,288,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Alex Bachman80
1111,330,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Alex Wesley13
1112,339,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Alex Wesley13
1113,342,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Alex Wesley13
1114,390,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Alex Wesley13
1115,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Alex Wesley13
1116,298,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Alex Wesley13
1117,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Alex Wesley13
1118,331,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jalen Guyton15
1119,334,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jalen Guyton15
1120,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jalen Guyton15
1121,403,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jalen Guyton15
1122,368,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jalen Guyton15
1123,299,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jalen Guyton15
1124,302,0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,Jalen Guyton15
1125,332,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jason Moore89
1126,338,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jason Moore89
1127,344,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jason Moore89
1128,391,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jason Moore89
1129,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jason Moore89
1130,300,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jason Moore89
1131,171,2,5,43,21.5,32,1,0,0,0,0,0,10,4.3,0.4,0.0%,2019,Jason Moore89
1132,333,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Trevion Thompson87
1133,330,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Trevion Thompson87
1134,345,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Trevion Thompson87
1135,404,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Trevion Thompson87
1136,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Trevion Thompson87
1137,301,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Trevion Thompson87
1138,303,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Trevion Thompson87
1139,334,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Nsimba Webster14
1140,331,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Nsimba Webster14
1141,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Nsimba Webster14
1142,419,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Nsimba Webster14
1143,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Nsimba Webster14
1144,302,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Nsimba Webster14
1145,293,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2019,Nsimba Webster14
1146,336,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Malik Henry9
1147,333,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Malik Henry9
1148,333,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Malik Henry9
1149,421,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Malik Henry9
1150,399,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Malik Henry9
1151,289,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Malik Henry9
1152,284,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Malik Henry9
1153,337,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2013,Deonte Harris11
1154,329,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2014,Deonte Harris11
1155,327,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2015,Deonte Harris11
1156,422,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2016,Deonte Harris11
1157,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,Deonte Harris11
1158,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,Deonte Harris11
1159,153,6,6,24,4.0,13,0,0,4,31,0,1,14,9.5,0.7,0.2%,2019,Deonte Harris11
1160,338,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Olamide Zaccheaus17
1161,335,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Olamide Zaccheaus17
1162,324,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Olamide Zaccheaus17
1163,418,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Olamide Zaccheaus17
1164,401,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Olamide Zaccheaus17
1165,280,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2018,Olamide Zaccheaus17
1166,285,3,5,115,38.3,93,1,1,0,0,0,0,10,0.0,0.0,0.1%,2019,Olamide Zaccheaus17
1167,339,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Malik Taylor86
1168,336,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Malik Taylor86
1169,325,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Malik Taylor86
1170,423,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Malik Taylor86
1171,402,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Malik Taylor86
