,Name,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team
933,Landon Collins S,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins
934,Roquan Smith LB,12,66,35,101,2.0,21,5.0,2,1,0,0,0,0,0,0,0,Defense,Bears
935,Roquan Smith LB,16,72,10,82,0.0,0,1.0,12,3,37,29,0,0,0,0,0,Defense,Bears
936,Roquan Smith LB,16,62,16,78,0.0,0,0.5,5,2,96,59,1,0,2,0,0,Defense,Bears
937,Roquan Smith LB,16,56,20,76,3.0,24,8.0,4,1,4,4,0,1,0,0,0,Defense,Bears
938,Roquan Smith LB,9,50,20,70,1.0,11,3.0,1,0,0,0,0,1,0,0,0,Defense,Bears
939,Roquan Smith LB,16,51,9,60,1.0,1,5.5,5,2,18,14,0,1,1,0,0,Defense,Bears
940,Roquan Smith LB,15,44,9,53,0.0,0,1.0,10,0,0,0,0,1,1,0,0,Defense,Bears
941,Roquan Smith LB,16,39,9,48,0.0,0,1.5,5,0,0,0,0,2,0,0,0,Defense,Bears
942,Roquan Smith LB,16,40,7,47,8.5,80,13.0,4,0,0,0,0,5,1,0,0,Defense,Bears
943,Roquan Smith LB,16,24,18,42,6.0,34,5.5,2,0,0,0,0,0,2,0,0,Defense,Bears
944,Roquan Smith LB,16,27,13,40,3.0,18,5.0,1,0,0,0,0,0,0,0,0,Defense,Bears
945,Roquan Smith LB,14,27,10,37,0.0,0,2.0,3,1,2,2,0,0,0,0,0,Defense,Bears
946,Roquan Smith LB,15,22,8,30,2.5,23,3.5,3,0,0,0,0,0,0,0,0,Defense,Bears
947,Roquan Smith LB,15,20,9,29,1.0,7,2.0,0,0,0,0,0,0,0,0,0,Defense,Bears
948,Roquan Smith LB,13,15,12,27,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Bears
949,Roquan Smith LB,9,10,6,16,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Bears
950,Roquan Smith LB,13,11,3,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
951,Roquan Smith LB,12,11,2,13,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Bears
952,Roquan Smith LB,9,9,2,11,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Bears
953,Roquan Smith LB,5,10,0,10,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Defense,Bears
954,Roquan Smith LB,15,8,0,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Bears
955,Roquan Smith LB,16,4,2,6,2.0,6,3.0,2,0,0,0,0,0,0,0,0,Defense,Bears
956,Roquan Smith LB,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
957,Roquan Smith LB,16,5,1,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Bears
958,Roquan Smith LB,16,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
959,Roquan Smith LB,11,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
960,Roquan Smith LB,9,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
961,Roquan Smith LB,15,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
962,Roquan Smith LB,6,3,1,4,1.0,8,1.0,0,0,0,0,0,0,0,0,0,Defense,Bears
963,Roquan Smith LB,8,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
964,Roquan Smith LB,3,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
965,Roquan Smith LB,8,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
966,Roquan Smith LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
967,Roquan Smith LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
968,Roquan Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
969,Roquan Smith LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
970,Roquan Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
971,Roquan Smith LB,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
972,Roquan Smith LB,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
973,Roquan Smith LB,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
974,Roquan Smith LB,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
975,Roquan Smith LB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
976,Roquan Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
977,Roquan Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
978,Roquan Smith LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
979,Roquan Smith LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears
980,Tracy Walker S,13,82,21,103,0.0,0,6.0,8,1,0,0,0,1,0,0,0,Defense,Lions
981,Tracy Walker S,16,69,29,98,1.0,2,4.0,5,0,0,0,0,0,2,0,0,Defense,Lions
982,Tracy Walker S,13,59,9,68,0.0,0,0.0,11,0,0,0,0,0,0,0,0,Defense,Lions
983,Tracy Walker S,11,38,25,63,2.0,25,5.5,1,0,0,0,0,3,1,0,0,Defense,Lions
984,Tracy Walker S,16,45,13,58,7.0,39,9.0,0,0,0,0,0,1,2,1,0,Defense,Lions
985,Tracy Walker S,15,37,21,58,2.0,19,6.0,2,1,2,2,0,1,0,0,0,Defense,Lions
986,Tracy Walker S,16,47,7,54,0.0,0,0.0,13,1,55,55,0,3,1,0,0,Defense,Lions
987,Tracy Walker S,15,33,18,51,7.0,56,10.0,0,0,0,0,0,2,0,0,0,Defense,Lions
988,Tracy Walker S,13,29,22,51,2.0,6,2.0,4,0,0,0,0,0,1,0,0,Defense,Lions
989,Tracy Walker S,15,29,20,49,2.0,13,4.0,3,0,0,0,0,0,0,0,0,Defense,Lions
990,Tracy Walker S,14,36,10,46,0.0,0,0.0,13,2,19,19,0,0,1,0,0,Defense,Lions
991,Tracy Walker S,16,30,13,43,1.0,11,1.0,3,0,0,0,0,0,0,0,0,Defense,Lions
992,Tracy Walker S,13,32,8,40,1.5,6,4.0,3,0,0,0,0,1,2,0,0,Defense,Lions
993,Tracy Walker S,16,28,9,37,0.0,0,2.0,0,0,0,0,0,1,1,0,0,Defense,Lions
994,Tracy Walker S,14,14,14,28,1.5,8,2.0,0,0,0,0,0,1,0,0,0,Defense,Lions
995,Tracy Walker S,12,13,7,20,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
996,Tracy Walker S,15,18,2,20,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Lions
997,Tracy Walker S,5,17,3,20,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
998,Tracy Walker S,9,18,1,19,0.0,0,0.0,3,2,0,0,0,0,0,0,0,Defense,Lions
999,Tracy Walker S,10,7,8,15,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1000,Tracy Walker S,15,11,1,12,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Lions
1001,Tracy Walker S,9,6,4,10,1.0,3,2.5,0,0,0,0,0,0,0,0,0,Defense,Lions
1002,Tracy Walker S,15,9,1,10,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Lions
1003,Tracy Walker S,16,9,0,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1004,Tracy Walker S,13,7,2,9,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Lions
1005,Tracy Walker S,4,2,6,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1006,Tracy Walker S,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1007,Tracy Walker S,3,1,5,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1008,Tracy Walker S,3,4,2,6,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Lions
1009,Tracy Walker S,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1010,Tracy Walker S,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1011,Tracy Walker S,8,3,2,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Lions
1012,Tracy Walker S,13,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1013,Tracy Walker S,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1014,Tracy Walker S,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1015,Tracy Walker S,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1016,Tracy Walker S,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1017,Tracy Walker S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1018,Tracy Walker S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1019,Tracy Walker S,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1020,Tracy Walker S,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1021,Tracy Walker S,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1022,Tracy Walker S,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1023,Tracy Walker S,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions
1024,Blake Martinez LB,16,97,58,155,3.0,20,7.0,2,1,22,22,0,1,0,0,0,Defense,Packers
1025,Blake Martinez LB,16,68,16,84,1.0,4,5.0,8,2,12,9,0,0,0,0,0,Defense,Packers
1026,Blake Martinez LB,15,56,10,66,1.0,2,3.5,15,5,54,39,0,1,0,0,0,Defense,Packers
1027,Blake Martinez LB,16,31,31,62,6.0,36,11.0,1,0,0,0,0,1,0,0,0,Defense,Packers
1028,Blake Martinez LB,16,50,8,58,0.0,0,2.5,17,2,37,37,0,1,1,0,0,Defense,Packers
1029,Blake Martinez LB,16,36,20,56,12.0,88,12.5,4,1,5,5,0,1,0,0,0,Defense,Packers
1030,Blake Martinez LB,14,42,13,55,0.0,0,1.5,5,2,37,28,0,2,0,0,0,Defense,Packers
1031,Blake Martinez LB,16,41,14,55,13.5,112,18.5,0,0,0,0,0,1,0,0,0,Defense,Packers
1032,Blake Martinez LB,16,23,24,47,0.0,0,2.5,3,1,7,7,0,0,1,0,0,Defense,Packers
1033,Blake Martinez LB,16,29,10,39,0.0,0,1.5,8,2,-4,0,0,1,2,0,0,Defense,Packers
1034,Blake Martinez LB,15,23,14,37,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1035,Blake Martinez LB,13,25,11,36,0.0,0,2.0,1,0,0,0,0,0,0,0,0,Defense,Packers
1036,Blake Martinez LB,16,17,13,30,1.5,9,3.0,0,0,0,0,0,1,1,0,0,Defense,Packers
1037,Blake Martinez LB,16,27,3,30,0.0,0,0.0,6,1,7,7,0,1,0,0,0,Defense,Packers
1038,Blake Martinez LB,16,13,10,23,1.0,10,3.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1039,Blake Martinez LB,16,13,8,21,2.0,13,2.0,0,0,0,0,0,0,1,0,0,Defense,Packers
1040,Blake Martinez LB,7,8,6,14,0.0,0,0.5,0,0,0,0,0,1,0,0,0,Defense,Packers
1041,Blake Martinez LB,9,7,4,11,0.0,0,0.0,0,0,0,0,0,0,0,0,1,Defense,Packers
1042,Blake Martinez LB,14,11,0,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1043,Blake Martinez LB,12,7,4,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1044,Blake Martinez LB,14,4,7,11,0.0,0,0.0,3,0,0,0,0,0,1,0,0,Defense,Packers
1045,Blake Martinez LB,14,3,7,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1046,Blake Martinez LB,15,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1047,Blake Martinez LB,2,6,1,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Packers
1048,Blake Martinez LB,16,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1049,Blake Martinez LB,14,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1050,Blake Martinez LB,14,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1051,Blake Martinez LB,16,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1052,Blake Martinez LB,5,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1053,Blake Martinez LB,7,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1054,Blake Martinez LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1055,Blake Martinez LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1056,Blake Martinez LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1057,Blake Martinez LB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1058,Blake Martinez LB,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1059,Blake Martinez LB,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1060,Blake Martinez LB,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1061,Blake Martinez LB,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1062,Blake Martinez LB,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1063,Blake Martinez LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1064,Blake Martinez LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1065,Blake Martinez LB,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1066,Blake Martinez LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers
1067,Eric Kendricks LB,15,70,40,110,0.5,4,4.5,12,0,0,0,0,2,2,0,0,Defense,Vikings
1068,Eric Kendricks LB,15,65,20,85,1.0,14,5.0,11,3,13,13,0,3,2,0,0,Defense,Vikings
1069,Eric Kendricks LB,14,54,25,79,1.5,13,7.0,4,1,2,2,0,1,1,0,0,Defense,Vikings
1070,Eric Kendricks LB,16,52,18,70,14.5,113,18.0,0,0,0,0,0,3,1,0,0,Defense,Vikings
1071,Eric Kendricks LB,15,54,9,63,0.0,0,5.0,6,0,0,0,0,1,0,0,0,Defense,Vikings
1072,Eric Kendricks LB,16,36,26,62,3.0,24,6.0,0,0,0,0,0,0,0,0,1,Defense,Vikings
1073,Eric Kendricks LB,14,35,25,60,0.0,0,1.0,11,6,42,20,1,0,1,0,0,Defense,Vikings
1074,Eric Kendricks LB,14,56,2,58,0.0,0,4.0,8,1,0,0,0,2,1,0,0,Defense,Vikings
1075,Eric Kendricks LB,14,39,6,45,0.0,0,1.0,9,1,0,0,0,2,0,0,0,Defense,Vikings
1076,Eric Kendricks LB,13,26,18,44,3.0,23,7.5,0,0,0,0,0,1,0,0,0,Defense,Vikings
1077,Eric Kendricks LB,15,26,15,41,8.0,43,11.0,2,1,17,17,0,0,0,0,0,Defense,Vikings
1078,Eric Kendricks LB,13,30,8,38,0.5,4,2.0,5,1,0,0,0,0,1,0,0,Defense,Vikings
1079,Eric Kendricks LB,16,15,14,29,3.5,19,5.5,0,0,0,0,0,0,0,0,0,Defense,Vikings
1080,Eric Kendricks LB,15,19,9,28,0.0,0,0.0,6,1,0,0,0,0,0,0,0,Defense,Vikings
1081,Eric Kendricks LB,16,14,10,24,3.0,26,6.5,0,0,0,0,0,1,0,0,0,Defense,Vikings
1082,Eric Kendricks LB,16,18,5,23,7.0,60,8.0,0,0,0,0,0,1,2,1,0,Defense,Vikings
1083,Eric Kendricks LB,13,16,7,23,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1084,Eric Kendricks LB,16,20,2,22,0.0,0,2.0,1,0,0,0,0,0,0,0,0,Defense,Vikings
1085,Eric Kendricks LB,15,15,6,21,1.0,7,1.0,3,0,0,0,0,1,1,0,0,Defense,Vikings
1086,Eric Kendricks LB,6,13,4,17,0.0,0,0.0,2,2,21,21,0,0,0,0,0,Defense,Vikings
1087,Eric Kendricks LB,7,7,6,13,1.5,10,1.5,1,0,0,0,0,1,0,0,0,Defense,Vikings
1088,Eric Kendricks LB,8,12,1,13,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Vikings
1089,Eric Kendricks LB,8,8,5,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1090,Eric Kendricks LB,5,4,4,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1091,Eric Kendricks LB,16,6,1,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1092,Eric Kendricks LB,16,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1093,Eric Kendricks LB,6,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1094,Eric Kendricks LB,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1095,Eric Kendricks LB,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1096,Eric Kendricks LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1097,Eric Kendricks LB,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1098,Eric Kendricks LB,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1099,Eric Kendricks LB,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1100,Eric Kendricks LB,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1101,Eric Kendricks LB,15,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1102,Eric Kendricks LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1103,Eric Kendricks LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1104,Eric Kendricks LB,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1105,Eric Kendricks LB,6,1,0,1,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Vikings
1106,Eric Kendricks LB,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1107,Eric Kendricks LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Vikings
1108,De'Vondre Campbell LB,16,75,54,129,2.0,18,7.5,5,2,-5,0,0,3,1,0,0,Defense,Falcons
1109,De'Vondre Campbell LB,16,68,42,110,0.0,0,9.0,5,1,27,27,1,0,1,0,0,Defense,Falcons
1110,De'Vondre Campbell LB,16,54,31,85,0.0,0,5.0,8,2,29,27,0,0,0,0,0,Defense,Falcons
1111,De'Vondre Campbell LB,16,46,28,74,0.0,0,2.0,3,3,53,22,0,1,0,0,0,Defense,Falcons
1112,De'Vondre Campbell LB,16,38,31,69,7.5,49,16.5,0,0,0,0,0,2,0,0,0,Defense,Falcons
1113,De'Vondre Campbell LB,16,50,12,62,0.0,0,0.0,11,0,0,0,0,1,0,0,0,Defense,Falcons
1114,De'Vondre Campbell LB,16,35,26,61,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Falcons
1115,De'Vondre Campbell LB,16,26,30,56,1.0,2,5.0,0,0,0,0,0,0,1,0,0,Defense,Falcons
1116,De'Vondre Campbell LB,16,33,13,46,0.0,0,0.0,3,0,0,0,0,1,0,0,1,Defense,Falcons
1117,De'Vondre Campbell LB,14,25,18,43,0.0,0,3.5,0,0,0,0,0,1,0,0,0,Defense,Falcons
1118,De'Vondre Campbell LB,16,29,13,42,8.0,69,12.0,2,0,0,0,0,2,0,0,0,Defense,Falcons
1119,De'Vondre Campbell LB,14,18,11,29,3.5,30,8.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1120,De'Vondre Campbell LB,15,14,12,26,1.0,11,2.5,0,0,0,0,0,0,0,0,0,Defense,Falcons
1121,De'Vondre Campbell LB,14,21,4,25,0.0,0,0.0,7,0,0,0,0,0,0,0,0,Defense,Falcons
1122,De'Vondre Campbell LB,16,6,18,24,0.5,1,2.0,3,0,0,0,0,0,0,0,0,Defense,Falcons
1123,De'Vondre Campbell LB,15,12,6,18,4.0,38,4.5,0,0,0,0,0,2,0,0,0,Defense,Falcons
1124,De'Vondre Campbell LB,9,13,5,18,0.0,0,2.0,7,4,26,16,0,0,0,0,0,Defense,Falcons
1125,De'Vondre Campbell LB,8,8,6,14,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Falcons
1126,De'Vondre Campbell LB,3,11,3,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1127,De'Vondre Campbell LB,10,3,8,11,0.5,1,1.5,2,0,0,0,0,0,0,0,0,Defense,Falcons
1128,De'Vondre Campbell LB,11,5,5,10,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Falcons
1129,De'Vondre Campbell LB,16,5,3,8,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Defense,Falcons
1130,De'Vondre Campbell LB,12,2,4,6,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Falcons
1131,De'Vondre Campbell LB,16,5,1,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1132,De'Vondre Campbell LB,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1133,De'Vondre Campbell LB,8,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1134,De'Vondre Campbell LB,10,3,1,4,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons
1135,De'Vondre Campbell LB,15,2,2,4,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons
1136,De'Vondre Campbell LB,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1137,De'Vondre Campbell LB,14,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1138,De'Vondre Campbell LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1139,De'Vondre Campbell LB,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Falcons
1140,De'Vondre Campbell LB,1,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1141,De'Vondre Campbell LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1142,De'Vondre Campbell LB,10,1,1,2,0.0,0,0.0,0,0,0,0,0,0,1,1,0,Defense,Falcons
1143,De'Vondre Campbell LB,13,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1144,De'Vondre Campbell LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1145,De'Vondre Campbell LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1146,De'Vondre Campbell LB,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1147,De'Vondre Campbell LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1148,De'Vondre Campbell LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1149,De'Vondre Campbell LB,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1150,De'Vondre Campbell LB,1,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1151,De'Vondre Campbell LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1152,De'Vondre Campbell LB,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1153,De'Vondre Campbell LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Falcons
1154,Luke Kuechly LB,16,81,63,144,0.0,0,6.0,12,2,26,25,0,0,0,0,0,Defense,Panthers
1155,Luke Kuechly LB,16,97,33,130,4.0,15,7.0,6,0,0,0,0,1,2,0,0,Defense,Panthers
1156,Luke Kuechly LB,14,75,34,109,3.0,18,11.0,3,0,0,0,0,0,0,0,0,Defense,Panthers
1157,Luke Kuechly LB,16,53,15,68,0.0,0,1.0,11,3,20,20,0,0,0,0,0,Defense,Panthers
1158,Luke Kuechly LB,15,51,14,65,1.0,3,1.0,12,3,0,0,0,0,0,0,0,Defense,Panthers
1159,Luke Kuechly LB,14,48,14,62,0.0,0,2.5,8,2,70,37,0,0,0,0,0,Defense,Panthers
1160,Luke Kuechly LB,13,32,8,40,0.0,0,1.0,8,3,25,25,0,0,1,0,0,Defense,Panthers
1161,Luke Kuechly LB,16,24,14,38,0.5,4,2.0,2,1,0,0,0,0,0,0,0,Defense,Panthers
1162,Luke Kuechly LB,16,15,22,37,5.0,27,8.5,2,0,0,0,0,0,0,0,0,Defense,Panthers
1163,Luke Kuechly LB,13,22,14,36,8.5,51,10.0,1,0,0,0,0,1,1,0,0,Defense,Panthers
1164,Luke Kuechly LB,15,20,14,34,9.5,53,9.0,0,0,0,0,0,2,0,0,0,Defense,Panthers
1165,Luke Kuechly LB,14,22,10,32,6.0,40,10.0,0,0,0,0,0,3,0,0,0,Defense,Panthers
1166,Luke Kuechly LB,16,22,9,31,0.5,5,2.5,0,0,0,0,0,0,0,0,1,Defense,Panthers
1167,Luke Kuechly LB,16,19,6,25,7.5,34,7.5,0,0,0,0,0,1,1,1,0,Defense,Panthers
1168,Luke Kuechly LB,16,14,10,24,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Panthers
1169,Luke Kuechly LB,11,15,7,22,4.0,26,6.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1170,Luke Kuechly LB,11,5,7,12,1.0,7,1.0,0,0,0,0,0,0,1,0,0,Defense,Panthers
