Rank,Name,Salary
977.0,Andrew Billings99,720000
977.0,Brett Jones61,720000
977.0,Chris Moore10,720000
977.0,Miles Killebrew35,720000
977.0,Shilique Calhoun90,720000
1061.0,Kemoko Turay57,717200
1062.0,Alex Anzalone47,717000
1063.0,Zach Gentry81,715000
1064.0,M.J. Stewart36,711051
1065.0,Dre Greenlaw57,710000
1066.0,Hunter Renfrow13,707500
1068.0,Daylon Mack94,704500
1069.0,Cameron Smith59,702500
1070.0,Reid Ferguson69,700000
1070.0,Matt LaCosse83,700000
1070.0,E.J. Speed45,700000
1070.0,Kerry Hyder92,700000
1074.0,Donte Jackson26,698751
1076.0,P.J. Hall92,693830
1077.0,Isaiah Oliver26,690757
1078.0,Tim Williams47,690000
1079.0,Tarell Basham93,687500
1080.0,Derrius Guice29,686452
1081.0,James Washington13,684607
1082.0,Fabian Moreau31,684000
1084.0,Brian O'Neill75,680302
1085.0,Shaquill Griffin26,680000
1086.0,Kaden Smith82,679750
1087.0,Carlton Davis24,679687
1088.0,Eddie Vanderdoes95,679000
1089.0,Tyquan Lewis94,678457
1091.0,Cameron Sutton20,677400
1092.0,Chris Godwin14,677000
1094.0,Kenny Golladay19,676000
1095.0,Jourdan Lewis26,675000
1096.0,Justin Skule67,672500
1096.0,Ka'dar Hollman29,672500
1098.0,Chad Williams11,671500
1099.0,Montravius Adams90,671000
1100.0,Armon Watts96,670000
1100.0,Dexter Williams22,670000
1100.0,Marcus Epps37,670000
1100.0,Rasul Douglas32,670000
1104.0,Jonnu Smith81,669000
1105.0,Trey Hendrickson91,668000
1105.0,James Conner30,668000
1107.0,Brandon Parker75,666152
1108.0,Lorenzo Carter59,665613
1109.0,Sam Beal23,665559
1110.0,Chad Thomas92,665000
1111.0,Justin Reid20,664979
1112.0,B.J. Hill95,664345
1113.0,Fred Warner54,663137
1115.0,Royce Freeman28,661000
1116.0,Mason Rudolph2,658267
1117.0,Nathan Shepherd97,656000
1118.0,Jerome Baker55,654000
1119.0,Ty Summers44,652500
1122.0,Jamal Adams33,645000
1122.0,Treyvon Hester,645000
1122.0,Corey Clement30,645000
1122.0,Al-Quadin Muhammad97,645000
1122.0,Jacob Hollister48,645000
1122.0,Ross Travis43,645000
1122.0,Dede Westbrook12,645000
1122.0,Rashaad Coward69,645000
1122.0,Trey Edmunds33,645000
1122.0,Mike Purcell98,645000
1122.0,Arthur Maulet23,645000
1122.0,Joe Walker59,645000
1122.0,Julie'n Davenport70,645000
1122.0,Marquel Lee52,645000
1122.0,Mike Hilton28,645000
1122.0,Alex Ellis85,645000
1122.0,Tarik Cohen29,645000
1122.0,Eli Ankou91,645000
1122.0,Ryan Glasgow98,645000
1122.0,DeAndrew White18,645000
1122.0,Kareem Hunt27,645000
1122.0,Danny Isidora65,645000
1122.0,Brian Hill23,645000
1122.0,Chuck Clark36,645000
1122.0,Matt Haack2,645000
1122.0,Corey Davis84,645000
1122.0,Jake Elliott4,645000
1122.0,Justin Hardee34,645000
1122.0,Josh Reynolds83,645000
1122.0,Zach Wood49,645000
1122.0,Jaleel Johnson94,645000
1122.0,Patrick Mahomes15,645000
1122.0,Tanner Vallejo51,645000
1122.0,Jamaal Williams30,645000
1122.0,Jesse Davis77,645000
1122.0,Cody Hollister16,645000
1122.0,Jaydon Mickens85,645000
1122.0,Aldrick Rosas2,645000
1122.0,D.J. Jones93,645000
1122.0,Eddie Jackson39,645000
1122.0,Kalif Raymond14,645000
1122.0,Vince Biegel47,645000
1122.0,Ben Gedeon42,645000
1122.0,Adam Butler70,645000
1122.0,Tony McRae29,645000
1122.0,Joey Hunt53,645000
1122.0,De'Vante Bausby41,645000
1122.0,Justin McCray65,645000
1122.0,Keelan Cole84,645000
1122.0,J.D. McKissic41,645000
1122.0,Xavier Woods25,645000
1122.0,Shalom Luani42,645000
1122.0,Davon Godchaux56,645000
1122.0,David Moore83,645000
1122.0,Jayon Brown55,645000
1122.0,Eric Saubert43,645000
1122.0,Nate Hairston21,645000
1122.0,Jermaine Eluemunor65,645000
1122.0,Aviante Collins76,645000
1122.0,Elijhaa Penny39,645000
1122.0,Juston Burris31,645000
1122.0,Patrick Ricard42,645000
1122.0,Grover Stewart90,645000
1122.0,Josh Ferguson36,645000
1122.0,Elijah Lee47,645000
1122.0,Corn Elder29,645000
1122.0,Lucas Patrick62,645000
1122.0,Mack Hollins86,645000
1122.0,Samaje Perine,645000
1122.0,Harrison Butker7,645000
1122.0,George Kittle85,645000
1122.0,Carl Lawson58,645000
1122.0,Vincent Taylor96,645000
1122.0,Brandon Wilson40,645000
1122.0,Antony Auclair82,645000
1122.0,Erik Magnuson62,645000
1122.0,Aaron Jones33,645000
1122.0,D.J. Foster37,645000
1122.0,Darrell Daniels81,645000
1122.0,Devin Smith15,645000
1122.0,Conor McDermott69,645000
1122.0,Blake Jarwin89,645000
1122.0,Trevon Coley93,645000
1122.0,T.J. Logan22,645000
1122.0,David Sharpe72,645000
1122.0,Chris Carson32,645000
1122.0,Anthony Walker54,645000
1122.0,Marvin Hall17,645000
1122.0,Michael Davis43,645000
1122.0,Solomon Thomas94,645000
1122.0,Jalen Reeves-Maybin44,645000
1122.0,Donte Deayon21,645000
1122.0,Jeremy Sprinkle87,645000
1122.0,Kendrick Bourne84,645000
1122.0,Roy Robertson-Harris95,645000
1122.0,Elijah Wilkinson68,645000
1122.0,Thomas Hennessy42,645000
1122.0,Ryan Switzer10,645000
1122.0,Isaiah Irving47,645000
1122.0,Chase Roullier73,645000
1122.0,Tanzel Smart92,645000
1122.0,Rigoberto Sanchez8,645000
1122.0,Tyler Ott69,645000
1122.0,Wayne Gallman22,645000
1122.0,Dylan Cole51,645000
1122.0,Damontae Kazee27,645000
1122.0,Jordan Evans50,645000
1122.0,Rayshawn Jenkins23,645000
1122.0,Matt Feiler71,645000
1122.0,Josh Harvey-Clemons40,645000
1122.0,Isaac Rochell98,645000
1122.0,Sam Tevi69,645000
1122.0,Eric Wilson50,645000
1122.0,Mason Schreck86,645000
1122.0,Kyle Peko77,645000
1122.0,Alex Armah40,645000
1122.0,Josh Tupou91,645000
1122.0,Caleb Brantley99,645000
1122.0,Dean Marlowe31,645000
1122.0,Matt Skura68,645000
1122.0,Samson Ebukam50,645000
1122.0,Branden Jackson93,645000
1122.0,Taysom Hill7,645000
1122.0,Austin Ekeler30,645000
1122.0,Charles Washington28,645000
1122.0,Daeshon Hall74,645000
1122.0,Stephen Anderson82,645000
1122.0,Jeremy McNichols34,645000
1122.0,Greg Mabin29,645000
1122.0,Matt Milano58,645000
1122.0,Zane Gonzalez5,645000
1122.0,Matt Breida22,645000
1122.0,Nicholas Morrow50,645000
1122.0,Carlos Watkins91,645000
1122.0,Adrian Colbert36,645000
1122.0,Bronson Kaufusi91,645000
1122.0,C.J. Ham30,645000
1122.0,James Burgess58,645000
1122.0,Isaiah McKenzie19,645000
1122.0,Nathan Gerry47,645000
1122.0,Ricky Seals-Jones83,645000
1122.0,Devante Bond53,645000
1122.0,Mitchell Trubisky10,645000
1122.0,Torry McTyer20,645000
1122.0,Marlon Mack25,645000
1122.0,Zach Banner72,645000
1122.0,Rudy Ford36,645000
1122.0,Cooper Rush7,645000
1122.0,Jamal Agnew39,645000
1122.0,Jordan Dangerfield37,645000
1122.0,Maurice Smith46,645000
1122.0,Adam Pankey78,645000
1122.0,Josh Malone83,645000
1303.0,Sam Hubbard94,640000
1304.0,Rasheem Green98,639000
1305.0,Malik Jefferson46,635000
1306.0,Martinas Rankin74,634000
1307.0,Michael Gallup13,629000
1308.0,Tracy Walker21,628000
1311.0,Mark Andrews89,624500
1312.0,Arden Key99,624250
1313.0,Deadrin Senat94,622000
1314.0,Justin Jones93,621481
1315.0,Chukwuma Okorafor76,620000
1316.0,Ronnie Harrison36,617500
1317.0,Tre'Quan Smith10,616500
1318.0,Alex Cappa65,615000
1319.0,Oren Burks42,606500
1320.0,Tarvarius Moore33,603000
1321.0,Kyle Nelson86,601765
1322.0,Derrick Nnadi91,601500
1323.0,Jordan Akins88,600000
1324.0,Rashaan Gaulden38,595250
1325.0,Dorian O'Daniel44,584000
1326.0,Tre Flowers21,570000
1326.0,Dane Cruikshank29,570000
1326.0,Harvey Langi44,570000
1326.0,Skai Moore55,570000
1326.0,Ray-Ray McCloud14,570000
1326.0,Grant Haley34,570000
1326.0,Boston Scott35,570000
1326.0,Cameron Johnston1,570000
1326.0,Nigel Harris57,570000
1326.0,Michael Dickson4,570000
1326.0,Doug Middleton39,570000
1326.0,Matt Gono73,570000
1326.0,Michael Badgley4,570000
1326.0,Efe Obada94,570000
1326.0,Jamil Douglas75,570000
1326.0,Kaare Vedvik7,570000
1326.0,DeAndre Carter14,570000
1326.0,Josh Rosen3,570000
1326.0,Zaire Franklin44,570000
1326.0,Pharaoh Brown86,570000
1326.0,Calvin Munson48,570000
1326.0,Robert Davis14,570000
1326.0,Tim Patrick81,570000
1326.0,Antwaun Woods99,570000
1326.0,Buddy Howell38,570000
1326.0,Folorunso Fatukasi94,570000
1326.0,Greg Stroman37,570000
1326.0,Taron Johnson24,570000
1326.0,Darrel Williams31,570000
1326.0,Poona Ford97,570000
1326.0,Charvarius Ward35,570000
1326.0,KhaDarel Hodge12,570000
1326.0,Will Redmond25,570000
1326.0,Dennis Gardeck45,570000
1326.0,Garrett Gilbert3,570000
1326.0,Tim Settle97,570000
1326.0,Quenton Nelson56,570000
1326.0,Breon Borders48,570000
1326.0,Kyzir White44,570000
1326.0,Bradley Bozeman77,570000
1326.0,Daniel Carlson8,570000
1326.0,Ogbonnia Okoronkwo45,570000
1326.0,Robert Foster16,570000
1326.0,Eric Smith79,570000
1326.0,Marcus Allen27,570000
1326.0,Ryan Lewis24,570000
1326.0,John Kelly42,570000
1326.0,Chris Board49,570000
1326.0,Deante Burton33,570000
1326.0,Dorance Armstrong92,570000
1326.0,Marcell Harris36,570000
1326.0,Matt Dickerson92,570000
1326.0,Frankie Luvu50,570000
1326.0,De'Lance Turner34,570000
1326.0,Trey Marshall36,570000
1326.0,Cethan Carter82,570000
1326.0,Mo Alie-Cox81,570000
1326.0,Sam Darnold14,570000
1326.0,Craig James39,570000
1326.0,Johnny Mundt82,570000
1326.0,DaeSean Hamilton17,570000
1326.0,Phillip Lindsay30,570000
1326.0,Jalyn Holmes91,570000
1326.0,Marcell Ateman88,570000
1326.0,Harrison Phillips99,570000
1326.0,Roderick Johnson63,570000
1326.0,Darious Williams31,570000
1326.0,Kalen Ballage27,570000
1326.0,Mike Ford38,570000
1326.0,Olasunkanmi Adeniyi92,570000
1326.0,Raven Greene24,570000
1326.0,Gus Edwards35,570000
1326.0,Trey Quinn18,570000
1326.0,Justin Jackson22,570000
1326.0,Will Clapp64,570000
1326.0,Jason Sanders7,570000
1326.0,Greg Joseph7,570000
1326.0,Justin Murray71,570000
1326.0,Troy Apke30,570000
1326.0,Nick Nelson23,570000
1326.0,Demone Harris52,570000
1326.0,Mike Boone23,570000
1326.0,Jason Cabinda53,570000
1326.0,Jordan Whitehead33,570000
1326.0,Deon Yelder82,570000
1326.0,Tim Boyle8,570000
1326.0,Brett Maher2,570000
1326.0,Marquez Valdes-Scantling83,570000
1326.0,Tyrell Crosby65,570000
1326.0,Auden Tate19,570000
1326.0,Ahmad Thomas52,570000
1326.0,Jalen Davis30,570000
1326.0,Sean Harlow64,570000
1326.0,Brandon Facyson28,570000
1326.0,Robert Tonyan85,570000
1326.0,Alexander Johnson45,570000
1326.0,Cornell Armstrong30,570000
1326.0,Bilal Nichols98,570000
1326.0,Garrett Dickerson89,570000
1326.0,Trent Sherfield16,570000
1326.0,Jake Kumerow16,570000
1326.0,Brandon Zylstra16,570000
1326.0,Josh Sweat94,570000
1326.0,Jordan Roos64,570000
1326.0,Matthew Adams49,570000
1326.0,Korey Cunningham74,570000
1326.0,Chase Edmonds29,570000
1326.0,Jullian Taylor77,570000
1326.0,Bradley Chubb55,570000
1326.0,B.J. Bello49,570000
1326.0,Ricky Ortiz30,570000
1326.0,Damion Ratley18,570000
1326.0,Russell Gage83,570000
1326.0,Joshua Kalu46,570000
1326.0,Vyncint Smith17,570000
1326.0,Tavierre Thomas20,570000
1326.0,Mike McGlinchey69,570000
1326.0,JK Scott6,570000
1326.0,Siran Neal33,570000
1326.0,Corey Bojorquez9,570000
1326.0,Logan Cooke9,570000
1326.0,Dan Arnold82,570000
1326.0,Darius Phillips24,570000
1326.0,Jordan Wilkins20,570000
1326.0,Ifeadi Odenigbo95,570000
1326.0,Isaiah Ford84,570000
1326.0,Evan Brown68,570000
1326.0,Baker Mayfield6,570000
1326.0,Levi Wallace39,570000
1326.0,Ian Thomas80,570000
1326.0,Natrell Jamerson30,570000
1326.0,Will Dissly89,570000
1326.0,Kylie Fitts49,570000
1326.0,Jason Vander Laan86,570000
1326.0,Jermaine Grace48,570000
1326.0,Tyler Lancaster95,570000
1326.0,Tre Herndon37,570000
1326.0,Joel Iyiegbuniwe45,570000
1326.0,Sean Chandler36,570000
1326.0,Avery Moss93,570000
1326.0,Armani Watts23,570000
1326.0,Dalton Schultz86,570000
1326.0,Dalyn Dawkins28,570000
1326.0,Josey Jewell47,570000
1326.0,Austin Calitro47,570000
1326.0,Genard Avery58,570000
1326.0,Marquis Haynes98,570000
1326.0,Hunter Bradley43,570000
1326.0,Devante Downs52,570000
1326.0,Josh Adams36,570000
1326.0,Matt Pryor69,570000
1326.0,Shaquem Griffin49,570000
1326.0,Ito Smith25,570000
1326.0,Chad Beebe12,570000
1326.0,Leon Jacobs48,570000
1326.0,Nick Mullens4,570000
1326.0,Zach Pascal14,570000
1326.0,Ryan Neal35,570000
1326.0,Ike Boettger65,570000
1326.0,Taybor Pepper46,570000
1326.0,Danny Johnson41,570000
1326.0,Ben Niemann56,570000
1326.0,Keith Kirkwood19,570000
1326.0,Andrew Wylie77,570000
1326.0,Aaron Stinnie64,570000
1326.0,Marcus Johnson83,570000
1326.0,Zach Sieler92,570000
1326.0,James Crawford51,570000
1326.0,Jermaine Carter56,570000
1326.0,Scott Quessenberry61,570000
1326.0,Jack Cichy48,570000
1326.0,Brian Allen40,570000
1326.0,Brian Allen55,570000
1326.0,Nyheim Hines21,570000
1326.0,Tony Brown27,570000
1326.0,Tony Brown,570000
1326.0,Da'Shawn Hand93,570000
1326.0,Tae Davis55,570000
1326.0,Jamil Demby64,570000
1326.0,Taylor Stallworth95,570000
1326.0,Shaun Dion Hamilton51,570000
1326.0,Avonte Maddox29,570000
1326.0,Trenton Cannon25,570000
1326.0,Chris Herndon89,570000
1326.0,Ross Dwelley82,570000
1326.0,Foyesade Oluokun54,570000
1326.0,Dontrell Hilliard25,570000
1326.0,Ja'Whaun Bentley51,570000
1326.0,Justin Watson17,570000
1326.0,Mitchell Loewen70,570000
1326.0,Keke Coutee16,570000
1326.0,Anthony Averett34,570000
1326.0,Kenny Young41,570000
1326.0,Chandon Sullivan39,570000
1326.0,Corey Thompson52,570000
1326.0,Peter Kalambayi58,570000
1326.0,Tremon Smith38,570000
1326.0,Alex Light70,570000
1326.0,Da'Mari Scott18,570000
1326.0,Parry Nickerson35,570000
1326.0,Gehrig Dieter12,570000
1326.0,Trent Sieg47,570000
1326.0,Bruce Hector90,570000
1326.0,Justin Zimmer99,570000
1326.0,George Odum30,570000
1326.0,Jacob Martin54,570000
1326.0,Jamal Carter35,570000
1326.0,J.T. Gray48,570000
1326.0,Devaroe Lawrence93,570000
1326.0,J.C. Jackson27,570000
1326.0,Jaylen Samuels38,570000
1326.0,DeShon Elliott32,570000
1326.0,Javon Wims83,570000
1326.0,Durham Smythe81,570000
1326.0,Davontae Harris27,570000
1326.0,Anthony Firkser86,570000
1326.0,Keion Crossen35,570000
1326.0,Dee Virgin30,570000
1326.0,Wyatt Teller77,570000
1326.0,Josh Allen41,570000
1326.0,Josh Allen17,570000
1584.0,Josh Allen41,495000
1584.0,Josh Allen17,495000
1326.0,Jordan Thomas83,570000
1326.0,Mason Cole52,570000
1326.0,Deontay Burnett16,570000
1326.0,Reggie Gilbert93,570000
1326.0,Tyler Conklin83,570000
1326.0,Tanner Hudson88,570000
1326.0,Isaac Yiadom26,570000
1326.0,Ben Braden70,570000
1326.0,Maurice Hurst73,570000
1326.0,Jeremiah Valoaga94,570000
1584.0,Jahlani Tavai51,495000
1584.0,Bennett Jackson39,495000
1584.0,Andrew Beck83,495000
1584.0,Nick Allegretti73,495000
1584.0,Mack Wilson51,495000
1584.0,Braxton Berrios10,495000
1584.0,Isaiah Buggs96,495000
1584.0,Malik Reed59,495000
1584.0,Codey McElroy86,495000
1584.0,Nick Gates65,495000
1584.0,Isaac Nauta89,495000
1584.0,Kelvin Harmon13,495000
1584.0,Jarrett Stidham4,495000
1584.0,Clelin Ferrell96,495000
1584.0,Chris Lacy15,495000
1584.0,Drew Forbes79,495000
1584.0,Cyril Grayson15,495000
1584.0,Joey Slye4,495000
1584.0,Cody Barton57,495000
1584.0,Ed Oliver91,495000
1584.0,Shakial Taylor38,495000
1584.0,Andrew Brown93,495000
1584.0,Jordan Chunn38,495000
1584.0,Deebo Samuel19,495000
1584.0,Tevin Jones14,495000
1584.0,Matthew Orzech46,495000
1584.0,Jordan Scarlett20,495000
1584.0,Saquan Hampton33,495000
1584.0,J.P. Holtz81,495000
1584.0,Juan Thornhill22,495000
1584.0,Anthony Nelson98,495000
1584.0,Michael Deiter63,495000
1584.0,Zach Triner97,495000
1584.0,Trace McSorley7,495000
1584.0,Diontae Johnson18,495000
1584.0,Will Harris25,495000
1584.0,Brandon Dillon86,495000
1584.0,Kris Boyd38,495000
1584.0,John Ursua15,495000
1584.0,Christian Miller55,495000
1584.0,Xavier Crawford20,495000
1584.0,Dare Ogunbowale44,495000
1584.0,Chris Lammons38,495000
1584.0,Hale Hentges88,495000
1584.0,Germaine Pratt57,495000
1584.0,Wes Martin67,495000
1584.0,Blake Cashman53,495000
1584.0,Nick Bawden46,495000
1584.0,Gunner Olszewski80,495000
1584.0,Fred Brown19,495000
1584.0,Travis Fulgham14,495000
1584.0,Miles Sanders26,495000
1584.0,Emmanuel Moseley41,495000
1584.0,Daniel Brunskill60,495000
1584.0,Kyler Murray1,495000
1584.0,Kingsley Keke96,495000
1584.0,Chase Winovich50,495000
1584.0,Chris Peace58,495000
1584.0,Drew Lock3,495000
1584.0,Brian Burns53,495000
1584.0,Nsimba Webster14,495000
1584.0,Deonte Harris11,495000
1584.0,Linden Stephens32,495000
1584.0,Deon Cain17,495000
1584.0,Dalton Risner66,495000
1584.0,Andrew Van Ginkel43,495000
1584.0,Jake Rodgers69,495000
1584.0,Jaeden Graham87,495000
1584.0,Frank Herron75,495000
1584.0,Isaiah Prince71,495000
1584.0,Kahzin Daniels41,495000
1584.0,Robert Jackson34,495000
1584.0,Troy Fumagalli84,495000
1584.0,Khalen Saunders99,495000
1584.0,Steven Parker26,495000
1584.0,Myles Gaskin37,495000
1584.0,Diontae Spencer11,495000
1584.0,David Long51,495000
1584.0,David Long51,495000
1584.0,Drue Tranquill49,495000
1584.0,Jamie Gillan7,495000
1584.0,Trevon Wesco85,495000
1584.0,Ryan Connelly57,495000
1584.0,Renell Wren95,495000
1584.0,KeeSean Johnson19,495000
1584.0,Byron Cowart99,495000
1584.0,Jordan Kunaszyk43,495000
1584.0,Montez Sweat90,495000
1584.0,Darius Slayton86,495000
1584.0,John Franklin19,495000
1584.0,Jimmy Moreland32,495000
1584.0,Amani Oruwariye24,495000
1584.0,Erik McCoy78,495000
1584.0,Greg Gaines91,495000
1584.0,Rashard Davis12,495000
1584.0,Natrez Patrick57,495000
1584.0,Sean Murphy-Bunting23,495000
1584.0,Jester Weah19,495000
1584.0,Nick Scott33,495000
1584.0,D'Ernest Johnson30,495000
1584.0,Coleman Shelton65,495000
1584.0,Trent Harris97,495000
1584.0,Jonathan Wynn69,495000
1584.0,Andre Dillard77,495000
1584.0,Kentavius Street95,495000
1584.0,Isaiah Mack97,495000
1584.0,Ryan Finley5,495000
1584.0,Jeffery Simmons98,495000
1584.0,Sione Takitaki44,495000
1584.0,Jamarco Jones73,495000
1584.0,Dennis Daley65,495000
1584.0,Roderic Teamer36,495000
1584.0,Cedrick Wilson11,495000
1584.0,Devine Ozigbo33,495000
1584.0,T.J. Hockenson88,495000
1584.0,Jalen Thompson34,495000
1584.0,Austin Schlottmann71,495000
1584.0,Andrew Wingard42,495000
1584.0,Marquise Blair27,495000
1584.0,Gary Jennings16,495000
1584.0,Luke Gifford57,495000
1584.0,Ken Webster31,495000
1584.0,Darvin Kidsy84,495000
1584.0,Jacob Tuioti-Mariner91,495000
1584.0,Patrick Mekari65,495000
1584.0,Blessuan Austin31,495000
1584.0,Greedy Williams26,495000
1584.0,Tuzar Skipper51,495000
1584.0,Byron Pringle13,495000
1584.0,Hercules Mata'afa51,495000
1584.0,Ryan Izzo85,495000
1584.0,Quincy Williams56,495000
1584.0,Charles Omenihu94,495000
1584.0,Dallin Leavitt32,495000
1584.0,Kyle Allen10,495000
1584.0,Cole Holcomb55,495000
1584.0,Mitch Wishnowsky6,495000
1584.0,C.J. Board16,495000
1584.0,Cullen Gillaspia44,495000
1584.0,Olamide Zaccheaus17,495000
1584.0,Trey Pipkins79,495000
1584.0,James Vaughters93,495000
1584.0,Khari Willis37,495000
1584.0,Drew Sample89,495000
1584.0,Darwin Thompson34,495000
1584.0,Miles Brown72,495000
1584.0,Andre James68,495000
1584.0,Bo Scarbrough43,495000
1584.0,Zach Allen94,495000
1584.0,Trayvon Mullen27,495000
1584.0,Nate Davis64,495000
1584.0,Chris Lindstrom63,495000
1584.0,Tytus Howard71,495000
1584.0,Noah Fant87,495000
1584.0,Darryl Johnson92,495000
1584.0,Brady Sheldon45,495000
1584.0,Keisean Nixon22,495000
1584.0,Shy Tuttle99,495000
1584.0,Jake Bailey7,495000
1584.0,Cam Sims89,495000
1584.0,Corey Ballentine25,495000
1584.0,Patrick Laird42,495000
1584.0,Andy Isabella89,495000
1584.0,David Montgomery32,495000
1584.0,Dre'Mont Jones93,495000
1584.0,Qadree Ollison30,495000
1584.0,David Edwards73,495000
1584.0,Joe Jackson56,495000
1584.0,Dakota Allen53,495000
1584.0,Michael Jordan60,495000
1584.0,Jonathan Owens36,495000
1584.0,Juwann Winfree15,495000
1584.0,Greg Little74,495000
1584.0,Amani Hooker37,495000
1584.0,Jerry Tillery99,495000
1584.0,Fred Johnson74,495000
1584.0,Shareef Miller51,495000
1584.0,Duke Williams82,495000
1584.0,Dan Skipper70,495000
1584.0,Bobby Okereke58,495000
1584.0,Quinnen Williams95,495000
1584.0,Emeke Egbule51,495000
1584.0,Beau Benzschawel63,495000
1584.0,Ryan Nall35,495000
1584.0,Ben Burr-Kirven55,495000
1584.0,Joe Giles-Harris43,495000
1584.0,Nick Bosa97,495000
1584.0,Brad Lundblade64,495000
1584.0,Jaylon Ferguson45,495000
1584.0,Jakobi Meyers16,495000
1584.0,Kerrith Whyte40,495000
1584.0,Tony Pollard20,495000
1584.0,Joejuan Williams33,495000
1584.0,Jawaan Taylor75,495000
1584.0,A.J. Brown11,495000
1584.0,Trayveon Williams32,495000
1584.0,Trysten Hill97,495000
1584.0,Daniel Ekuale96,495000
1584.0,Marquise Brown15,495000
1584.0,Taylor Rapp24,495000
1584.0,Rico Gafford10,495000
1584.0,Elgton Jenkins74,495000
1584.0,Matt Gay9,495000
1584.0,L.J. Collier95,495000
1584.0,Jaleel Scott12,495000
1584.0,Travin Howard48,495000
1584.0,Devin Bush55,495000
1584.0,Mark Fields32,495000
1584.0,Parris Campbell15,495000
1584.0,Joshua Miles66,495000
1584.0,Chandler Cox38,495000
1584.0,Nasir Adderley24,495000
1584.0,Bryan Mone79,495000
1584.0,Josh Oliver89,495000
1584.0,Dexter Lawrence97,495000
1584.0,Chuma Edoga75,495000
1584.0,Patrick Morris50,495000
1584.0,Max Scharping74,495000
1584.0,Travis Homer25,495000
1584.0,John Cominsky50,495000
1584.0,Austin Seibert4,495000
1584.0,Damien Harris37,495000
1584.0,Reggie Bonnafon39,495000
1584.0,Riley Ridley88,495000
1584.0,Darrius Shepherd9,495000
1584.0,Dawson Knox88,495000
1584.0,Rock Ya-Sin26,495000
1584.0,Miles Boykin80,495000
1584.0,Ryan Hunter60,495000
1584.0,Ty Johnson31,495000
1584.0,Johnathan Abram24,495000
1584.0,Devin Singletary26,495000
1584.0,Joey Ivie96,495000
1584.0,Dontavius Russell98,495000
1584.0,Will Grier7,495000
1584.0,Preston Williams18,495000
1584.0,Allen Lazard13,495000
1584.0,Mike Edwards34,495000
1584.0,Krishawn Hogan81,495000
1584.0,Kaden Elliss55,495000
1584.0,Brandin Bryant90,495000
1584.0,Abdullah Anderson76,495000
1584.0,David Blough10,495000
1584.0,Jace Sternberger87,495000
1584.0,Cole Luke32,495000
1584.0,Shaq Calhoun62,495000
1584.0,Garrett Bradbury56,495000
1584.0,Eddy Pineiro15,495000
1584.0,Quentin Poling51,495000
1584.0,Alec Ingold45,495000
1584.0,Carl Granderson96,495000
1584.0,Cortez Broughton91,495000
1584.0,Alexander Mattison25,495000
1584.0,Josh Jacobs28,495000
1584.0,Timon Parris61,495000
1584.0,Justin Hollins52,495000
1584.0,Troy Reeder51,495000
1584.0,Kaleb McGary76,495000
1584.0,Jamel Dean35,495000
1584.0,Robert Spillane41,495000
1584.0,Kendall Sheffield20,495000
1584.0,Ryquell Armstead23,495000
1584.0,N'Keal Harry15,495000
1584.0,Sam Ficken9,495000
1584.0,Christian Wilkins94,495000
1584.0,Trayvon Henderson41,495000
1584.0,Tommy Sweeney89,495000
1584.0,Cody Ford70,495000
1584.0,Daniel Jones8,495000
1584.0,Austin Cutting58,495000
1584.0,David Quessenberry72,495000
1584.0,Deionte Thompson35,495000
1584.0,Jeremy Reaves39,495000
1584.0,Azeez Al-Shaair51,495000
1584.0,Andre Patton16,495000
1584.0,Bobby Evans71,495000
1584.0,Josh Woods55,495000
1584.0,Julian Love20,495000
1584.0,Devin White45,495000
1584.0,Duke Shelley33,495000
1584.0,John Atkins99,495000
1584.0,Brandon Knight69,495000
1584.0,Oshane Ximines53,495000
1584.0,Kevin Strong92,495000
1584.0,Kyle Phillips98,495000
1584.0,Rolan Milligan42,495000
1584.0,Damion Willis15,495000
1584.0,Alex Singleton49,495000
1584.0,Nate Herbig67,495000
1584.0,Evan Baylis88,495000
1584.0,Donovan Olumba32,495000
1584.0,Justin Layne31,495000
1584.0,Cole Mazza45,495000
1584.0,Donovan Wilson37,495000
1584.0,Austin Bryant94,495000
1584.0,Mecole Hardman17,495000
1584.0,Christian Blake13,495000
1584.0,Terry McLaurin17,495000
1584.0,Rashad Fenton27,495000
1584.0,Jaquan Johnson46,495000
1584.0,Michael Dogbe91,495000
1584.0,Ross Pierschbacher64,495000
1912.0,Alex Redmond62,493236
1913.0,Holton Hill24,435882
