,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
2,,16,48,31,79,0.0,0,1.0,14,1,0,0,0,0,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Xavier Woods S,,,,,,,,,,,,,,,
3,,15,52,25,77,0.0,0,1.5,5,2,38,29,0,2,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Leighton Vander Esch LB,,,,,,,,,,,,,,,
4,,9,43,29,72,0.5,2,4.0,3,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Jeff Heath S,,,,,,,,,,,,,,,
5,,13,41,22,63,0.0,0,4.0,7,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Jourdan Lewis CB,,,,,,,,,,,,,,,
6,,16,38,13,51,4.0,33,4.0,6,2,20,20,0,0,1,1,0,Defense,Cowboys,,,,,,,,,,,,,,,,Byron Jones CB,,,,,,,,,,,,,,,
7,,15,36,10,46,0.0,0,0.0,6,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,DeMarcus Lawrence DE,,,,,,,,,,,,,,,
8,,16,30,15,45,5.0,24,13.0,2,0,0,0,0,2,2,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Darian Thompson S,,,,,,,,,,,,,,,
9,,15,24,21,45,1.5,9,4.0,3,0,0,0,0,0,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Robert Quinn LB,,,,,,,,,,,,,,,
10,,14,26,8,34,11.5,86,14.5,3,0,0,0,0,2,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Joe Thomas LB,,,,,,,,,,,,,,,
11,,15,21,12,33,0.0,0,0.5,1,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Christian Covington DE,,,,,,,,,,,,,,,
12,,16,20,8,28,1.0,4,4.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Michael Bennett DE,,,,,,,,,,,,,,,
13,,9,20,7,27,4.0,22,11.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Antwaun Woods DT,,,,,,,,,,,,,,,
14,,10,11,12,23,0.0,0,2.0,0,0,0,0,0,0,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Maliek Collins DT,,,,,,,,,,,,,,,
15,,16,15,5,20,4.0,32,6.5,0,0,0,0,0,0,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Kerry Hyder DE,,,,,,,,,,,,,,,
16,,16,10,7,17,1.0,11,3.0,0,0,0,0,0,0,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Anthony Brown CB,,,,,,,,,,,,,,,
17,,9,11,6,17,0.0,0,1.5,5,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Dorance Armstrong DE,,,,,,,,,,,,,,,
18,,15,12,3,15,2.0,24,2.5,0,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Justin March LB,,,,,,,,,,,,,,,
19,,16,10,2,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,C.J. Goodwin CB,,,,,,,,,,,,,,,
20,,16,7,2,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Ventell Bryant WR,,,,,,,,,,,,,,,
21,,12,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Luke Gifford LB,,,,,,,,,,,,,,,
22,,6,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Malcolm Smith LB,,,,,,,,,,,,,,,
23,,2,4,1,5,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Trysten Hill DT,,,,,,,,,,,,,,,
24,,7,4,1,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Kavon Frazier S,,,,,,,,,,,,,,,
25,,4,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Jamize Olawale FB,,,,,,,,,,,,,,,
26,,16,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Blake Jarwin TE,,,,,,,,,,,,,,,
27,,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Joe Jackson DE,,,,,,,,,,,,,,,
28,,6,2,2,4,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Tyrone Crawford DE,,,,,,,,,,,,,,,
29,,4,1,2,3,1.0,13,1.5,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Randall Cobb WR,,,,,,,,,,,,,,,
30,,15,3,0,3,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Chris Covington LB,,,,,,,,,,,,,,,
31,,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Ezekiel Elliott RB,,,,,,,,,,,,,,,
32,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Josh Jones S,,,,,,,,,,,,,,,
33,,6,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Donovan Wilson S,,,,,,,,,,,,,,,
34,,11,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Tyron Smith OT,,,,,,,,,,,,,,,
35,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Xavier Su'a-Filo G,,,,,,,,,,,,,,,
36,,11,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Dak Prescott QB,,,,,,,,,,,,,,,
37,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Jason Witten TE,,,,,,,,,,,,,,,
38,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,La'el Collins OT,,,,,,,,,,,,,,,
39,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Connor Williams G,,,,,,,,,,,,,,,
40,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Ray-Ray Armstrong LB,,,,,,,,,,,,,,,
41,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Tony Pollard RB,,,,,,,,,,,,,,,
42,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Amari Cooper WR,,,,,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Brett Maher PK,,,,,,,,,,,,,,,
0,,16,81,29,110,0.0,0,3.0,6,1,7,7,0,0,2,0,0,Defense,Giants,,,,,,,,,,,,,,,,,David Mayo LB,,,,,,,,,,,,,,
1,,16,52,30,82,2.0,8,7.0,2,0,0,0,0,0,1,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Alec Ogletree LB,,,,,,,,,,,,,,
2,,13,48,32,80,1.0,4,6.0,6,1,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Jabrill Peppers S,,,,,,,,,,,,,,
3,,11,51,25,76,0.0,0,6.0,5,1,32,32,1,3,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Markus Golden LB,,,,,,,,,,,,,,
4,,16,37,35,72,10.0,71,18.0,0,0,0,0,0,0,1,1,0,Defense,Giants,,,,,,,,,,,,,,,,,DeAndre Baker CB,,,,,,,,,,,,,,
5,,16,48,13,61,0.0,0,2.0,8,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Janoris Jenkins CB,,,,,,,,,,,,,,
6,,13,45,9,54,0.0,0,0.0,14,4,84,62,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Dalvin Tomlinson DT,,,,,,,,,,,,,,
7,,16,23,26,49,3.5,24,9.0,0,0,0,0,0,1,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Michael Thomas S,,,,,,,,,,,,,,
8,,16,33,14,47,0.0,0,3.0,3,0,0,0,0,0,0,0,1,Defense,Giants,,,,,,,,,,,,,,,,,Lorenzo Carter LB,,,,,,,,,,,,,,
9,,15,25,20,45,4.5,19,7.5,5,0,0,0,0,1,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Grant Haley CB,,,,,,,,,,,,,,
10,,15,36,7,43,1.0,6,4.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Dexter Lawrence DT,,,,,,,,,,,,,,
11,,16,24,14,38,2.5,22,4.5,1,0,0,0,0,1,0,0,1,Defense,Giants,,,,,,,,,,,,,,,,,Julian Love CB,,,,,,,,,,,,,,
12,,15,30,7,37,0.0,0,6.0,3,1,30,30,0,1,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,B.J. Hill DT,,,,,,,,,,,,,,
13,,16,15,21,36,1.0,11,4.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Sam Beal CB,,,,,,,,,,,,,,
14,,6,20,6,26,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Corey Ballentine CB,,,,,,,,,,,,,,
15,,13,21,5,26,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Leonard Williams DE,,,,,,,,,,,,,,
16,,8,13,13,26,0.5,5,2.5,2,0,0,0,0,1,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Oshane Ximines LB,,,,,,,,,,,,,,
17,,16,11,14,25,4.5,35,5.5,1,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Deone Bucannon LB,,,,,,,,,,,,,,
18,,9,15,10,25,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Ryan Connelly LB,,,,,,,,,,,,,,
19,,4,10,10,20,1.0,2,2.5,2,2,18,13,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Antonio Hamilton CB,,,,,,,,,,,,,,
20,,16,12,5,17,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,RJ McIntosh DT,,,,,,,,,,,,,,
21,,12,6,7,13,2.0,11,3.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Olsen Pierre DT,,,,,,,,,,,,,,
22,,9,7,1,8,2.0,20,3.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Cody Core WR,,,,,,,,,,,,,,
23,,16,6,2,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Sean Chandler S,,,,,,,,,,,,,,
24,,13,3,4,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Tae Davis LB,,,,,,,,,,,,,,
25,,4,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Josiah Tauaefa LB,,,,,,,,,,,,,,
26,,12,5,1,6,0.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Kareem Martin LB,,,,,,,,,,,,,,
27,,5,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Kevin Zeitler G,,,,,,,,,,,,,,
28,,15,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Nate Stupar LB,,,,,,,,,,,,,,
29,,3,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Daniel Jones QB,,,,,,,,,,,,,,
30,,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Will Hernandez G,,,,,,,,,,,,,,
31,,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Nate Solder OT,,,,,,,,,,,,,,
32,,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Darius Slayton WR,,,,,,,,,,,,,,
33,,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Tuzar Skipper LB,,,,,,,,,,,,,,
34,,6,1,2,3,0.5,5,0.5,0,0,0,0,0,0,1,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Cody Latimer WR,,,,,,,,,,,,,,
35,,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Rhett Ellison TE,,,,,,,,,,,,,,
36,,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Aldrick Rosas PK,,,,,,,,,,,,,,
37,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Elijhaa Penny RB,,,,,,,,,,,,,,
38,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Sterling Shepard WR,,,,,,,,,,,,,,
39,,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Devante Downs LB,,,,,,,,,,,,,,
40,,7,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Eli Manning QB,,,,,,,,,,,,,,
41,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Kaden Smith TE,,,,,,,,,,,,,,
42,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Golden Tate WR,,,,,,,,,,,,,,
43,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Saquon Barkley RB,,,,,,,,,,,,,,
44,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Wayne Gallman RB,,,,,,,,,,,,,,
45,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Zak DeOssie LS,,,,,,,,,,,,,,
46,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Javorius Allen RB,,,,,,,,,,,,,,
47,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Eric Tomlinson TE,,,,,,,,,,,,,,
48,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Bennie Fowler WR,,,,,,,,,,,,,,
49,,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Scott Simonson TE,,,,,,,,,,,,,,
50,,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Da'Mari Scott WR,,,,,,,,,,,,,,
51,,5,1,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Giants,,,,,,,,,,,,,,,,,Riley Dixon P,,,,,,,,,,,,,,
0,,16,63,18,81,2.5,19,9.0,8,0,0,0,0,4,1,0,1,Defense,Eagles,,,,,,,,,,,,,,,,,,Nathan Gerry LB,,,,,,,,,,,,,
1,,16,52,26,78,2.5,12,6.0,5,2,51,51,1,0,1,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Rodney McLeod S,,,,,,,,,,,,,
2,,16,46,30,76,1.0,0,0.5,6,2,30,23,0,2,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Nigel Bradham LB,,,,,,,,,,,,,
3,,12,32,29,61,0.0,0,2.0,5,1,22,22,0,0,1,1,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Brandon Graham DE,,,,,,,,,,,,,
4,,16,35,15,50,8.5,43,17.0,0,0,0,0,0,1,2,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Avonte Maddox CB,,,,,,,,,,,,,
5,,12,38,9,47,1.0,10,3.0,10,0,8,8,0,1,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Jalen Mills S,,,,,,,,,,,,,
6,,9,29,12,41,0.0,0,0.5,7,1,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Fletcher Cox DT,,,,,,,,,,,,,
7,,16,26,14,40,3.5,25,10.0,2,0,0,0,0,3,1,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Ronald Darby CB,,,,,,,,,,,,,
8,,11,34,3,37,0.0,0,1.0,11,2,29,16,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Rasul Douglas CB,,,,,,,,,,,,,
9,,16,24,11,35,0.0,0,3.5,10,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Zach Brown LB,,,,,,,,,,,,,
10,,6,17,14,31,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,T.J. Edwards LB,,,,,,,,,,,,,
11,,16,15,15,30,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Derek Barnett DE,,,,,,,,,,,,,
12,,14,25,5,30,6.5,33,11.5,0,0,0,0,0,2,0,0,1,Defense,Eagles,,,,,,,,,,,,,,,,,,Andrew Sendejo S,,,,,,,,,,,,,
13,,9,23,5,28,1.0,10,2.0,2,1,15,15,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Vinny Curry DE,,,,,,,,,,,,,
14,,16,20,7,27,5.0,29,5.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Sidney Jones CB,,,,,,,,,,,,,
15,,12,19,4,23,0.0,0,1.0,8,2,4,3,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Kamu Grugier-Hill LB,,,,,,,,,,,,,
16,,10,17,6,23,0.0,0,4.5,0,0,0,0,0,0,1,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Josh Sweat DE,,,,,,,,,,,,,
17,,16,16,5,21,4.0,23,8.0,1,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Craig James CB,,,,,,,,,,,,,
18,,14,12,3,15,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Duke Riley LB,,,,,,,,,,,,,
19,,12,11,2,13,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Tim Jernigan DT,,,,,,,,,,,,,
20,,10,7,3,10,2.0,20,3.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Anthony Rush DT,,,,,,,,,,,,,
21,,9,6,3,9,0.0,0,3.0,2,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Hassan Ridgeway DT,,,,,,,,,,,,,
22,,7,5,4,9,2.0,17,4.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Cre'Von LeBlanc CB,,,,,,,,,,,,,
23,,4,7,1,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Akeem Spence DT,,,,,,,,,,,,,
24,,6,6,1,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Orlando Scandrick CB,,,,,,,,,,,,,
25,,3,6,1,7,2.0,16,2.0,0,0,0,0,0,2,1,1,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Daeshon Hall DE,,,,,,,,,,,,,
26,,9,4,2,6,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Rudy Ford S,,,,,,,,,,,,,
27,,10,3,3,6,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Marcus Epps S,,,,,,,,,,,,,
28,,7,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Alex Singleton LB,,,,,,,,,,,,,
29,,10,2,3,5,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Genard Avery DE,,,,,,,,,,,,,
30,,8,2,3,5,0.5,5,0.5,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Carson Wentz QB,,,,,,,,,,,,,
31,,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Dallas Goedert TE,,,,,,,,,,,,,
32,,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Rick Lovato LS,,,,,,,,,,,,,
33,,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Cameron Johnston P,,,,,,,,,,,,,
34,,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Albert Huggins DT,,,,,,,,,,,,,
35,,4,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Mack Hollins WR,,,,,,,,,,,,,
36,,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,L.J. Fort LB,,,,,,,,,,,,,
37,,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Jason Kelce C,,,,,,,,,,,,,
38,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,J.J. Arcega-Whiteside WR,,,,,,,,,,,,,
39,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Johnathan Cyprien S,,,,,,,,,,,,,
40,,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Isaac Seumalo G,,,,,,,,,,,,,
41,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Jordan Matthews WR,,,,,,,,,,,,,
42,,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Halapoulivaati Vaitai OT,,,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Corey Clement RB,,,,,,,,,,,,,
44,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Ryan Lewis CB,,,,,,,,,,,,,
45,,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Alshon Jeffery WR,,,,,,,,,,,,,
46,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Jake Elliott PK,,,,,,,,,,,,,
47,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Eagles,,,,,,,,,,,,,,,,,,Nelson Agholor WR,,,,,,,,,,,,,
0,,15,78,39,117,1.0,9,9.5,4,0,0,0,0,2,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Cole Holcomb LB,,,,,,,,,,,,
1,,16,74,31,105,1.0,6,5.0,1,0,0,0,0,3,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Jon Bostic LB,,,,,,,,,,,,
2,,16,56,49,105,1.0,0,3.0,2,1,26,26,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Jonathan Allen DT,,,,,,,,,,,,
3,,15,46,22,68,6.0,41,8.5,1,0,0,0,0,0,1,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Matt Ioannidis DT,,,,,,,,,,,,
4,,16,42,22,64,8.5,48,11.5,1,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Montae Nicholson S,,,,,,,,,,,,
5,,13,45,17,62,0.0,0,0.5,4,2,23,23,0,0,2,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Daron Payne DT,,,,,,,,,,,,
6,,15,32,24,56,2.0,11,3.0,2,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Montez Sweat LB,,,,,,,,,,,,
7,,16,31,19,50,7.0,37,11.5,2,0,0,0,0,2,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Shaun Dion Hamilton LB,,,,,,,,,,,,
8,,16,37,12,49,1.0,0,4.0,2,1,0,0,0,1,1,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Ryan Anderson LB,,,,,,,,,,,,
