,Name,PlayerID,Height,Height Percentile,Weight,Weight Percentile,Forty Yard Dash,Forty Yard Dash Percentile,Shuttle Time,Shuttle TIme Percentile,Cone Drill,Cone Drill Percentile,Vertical Jump,Vertical Jump Percentile,Broad Jump,Broad Jump Percentile,Bench Press,Bench Press Percentile,Hand Length,Hand Length Percentil,Arm Length,Arm Length Percentile
9367,Trey Flowers,10323,"6' 2""",10%,265 lbs,47%,4.93 sec,24%,4.40 sec,55%,7.34 sec,25%,36.5 in,87%,121 in,85%,28 reps,80%,NaN,NaN,NaN,NaN
9368,Henry Anderson,10324,"6' 6""",90%,301 lbs,97%,4.97 sec,16%,4.19 sec,89%,7.20 sec,43%,30.0 in,20%,111 in,30%,NaN,NaN,9.75 in,30%,33.50 in,43%
9369,Tyeler Davison,10325,"6' 2""",20%,309 lbs,67%,5.18 sec,31%,4.46 sec,85%,7.53 sec,46%,33.0 in,90%,105 in,50%,32 reps,75%,NaN,NaN,NaN,NaN
9371,Xavier Cooper,10327,"6' 4""",50%,300 lbs,97%,4.86 sec,40%,4.37 sec,65%,7.23 sec,38%,29.0 in,13%,110 in,25%,29 reps,83%,NaN,NaN,NaN,NaN
9372,Za'Darius Smith,10328,"6' 4""",90%,272 lbs,100%,4.83 sec,24%,4.66 sec,4%,7.42 sec,11%,29.0 in,8%,113 in,30%,23 reps,50%,NaN,NaN,NaN,NaN
9373,Markus Golden,10329,"6' 3""",70%,260 lbs,94%,4.90 sec,10%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9374,Darius Philon,10330,"6' 1""",0%,286 lbs,90%,5.00 sec,10%,NaN,NaN,8.00 sec,0%,31.0 in,30%,107 in,13%,26 reps,70%,NaN,NaN,NaN,NaN
9375,Anthony Chickillo,10331,"6' 3""",70%,255 lbs,92%,4.79 sec,29%,4.25 sec,65%,7.17 sec,48%,34.5 in,57%,114 in,40%,27 reps,80%,NaN,NaN,NaN,NaN
9377,Christian Covington,10333,"6' 2""",10%,305 lbs,99%,4.89 sec,33%,4.43 sec,47%,7.43 sec,14%,30.5 in,25%,111 in,30%,24 reps,50%,NaN,NaN,NaN,NaN
9378,Derrick Lott,10334,"6' 4""",60%,305 lbs,50%,4.99 sec,75%,4.44 sec,88%,7.30 sec,81%,26.5 in,25%,106 in,55%,30 reps,60%,NaN,NaN,NaN,NaN
9379,Leterrius Walton,10335,"6' 5""",70%,305 lbs,99%,5.25 sec,0%,4.78 sec,9%,7.91 sec,0%,27.0 in,6%,103 in,3%,25 reps,60%,NaN,NaN,NaN,NaN
9380,Obum Gwacham,10336,"6' 5""",70%,246 lbs,8%,4.72 sec,75%,4.28 sec,82%,7.28 sec,32%,36.0 in,83%,121 in,85%,22 reps,40%,NaN,NaN,NaN,NaN
9381,Louis Trinca-Pasat,10337,"6' 1""",10%,300 lbs,30%,4.96 sec,81%,4.30 sec,94%,7.40 sec,70%,32.0 in,80%,105 in,50%,NaN,NaN,NaN,NaN,NaN,NaN
9382,Geneo Grissom,10338,"6' 4""",50%,265 lbs,47%,4.81 sec,53%,4.38 sec,62%,7.24 sec,37%,37.0 in,90%,117 in,60%,20 reps,20%,NaN,NaN,NaN,NaN
9383,Rakeem Nunez-Roches,10339,"6' 2""",10%,307 lbs,100%,5.02 sec,9%,4.69 sec,16%,7.67 sec,3%,34.0 in,60%,114 in,47%,26 reps,70%,NaN,NaN,NaN,NaN
9384,Zack Wagenmann,10340,"6' 3""",70%,250 lbs,86%,4.81 sec,26%,4.26 sec,63%,7.07 sec,60%,37.5 in,83%,109 in,10%,14 reps,6%,NaN,NaN,NaN,NaN
9387,Cedric Reed,10343,"6' 5""",70%,269 lbs,58%,4.89 sec,33%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,40%,NaN,NaN,NaN,NaN
9389,B.J. Dubose,10345,"6' 4""",50%,284 lbs,89%,5.06 sec,7%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26 reps,70%,NaN,NaN,NaN,NaN
9393,Dante Fowler,10349,"6' 3""",20%,255 lbs,18%,4.60 sec,92%,4.32 sec,77%,7.40 sec,18%,32.5 in,45%,112 in,40%,19 reps,15%,NaN,NaN,NaN,NaN
9394,Eli Harold,10350,"6' 3""",20%,255 lbs,18%,4.60 sec,92%,4.16 sec,91%,7.07 sec,80%,35.0 in,75%,123 in,91%,NaN,NaN,NaN,NaN,NaN,NaN
9395,Bud Dupree,10351,"6' 4""",90%,269 lbs,99%,4.56 sec,87%,NaN,NaN,NaN,NaN,42.0 in,95%,138 in,100%,NaN,NaN,NaN,NaN,NaN,NaN
9396,Paul Dawson,10352,"6' 0""",7%,240 lbs,40%,4.93 sec,8%,4.49 sec,12%,NaN,NaN,28.0 in,6%,109 in,10%,21 reps,40%,NaN,NaN,NaN,NaN
9397,Eric Kendricks,10353,"6' 0""",7%,232 lbs,14%,4.61 sec,77%,NaN,NaN,NaN,NaN,38.0 in,85%,124 in,90%,19 reps,20%,NaN,NaN,NaN,NaN
9398,Benardrick McKinney,10354,"6' 4""",90%,257 lbs,93%,4.66 sec,63%,4.27 sec,62%,7.21 sec,40%,40.5 in,92%,121 in,80%,16 reps,9%,NaN,NaN,NaN,NaN
9399,Stephone Anthony,10355,"6' 3""",70%,245 lbs,70%,4.56 sec,87%,4.03 sec,94%,7.07 sec,60%,37.0 in,80%,122 in,83%,23 reps,50%,NaN,NaN,NaN,NaN
9400,Denzel Perryman,10356,"5' 11""",3%,240 lbs,40%,4.78 sec,30%,NaN,NaN,NaN,NaN,32.0 in,30%,113 in,30%,27 reps,80%,NaN,NaN,NaN,NaN
9401,Hau'oli Kikaha,10357,"6' 3""",70%,246 lbs,75%,4.93 sec,8%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9402,Lorenzo Mauldin,10358,"6' 4""",90%,259 lbs,94%,4.85 sec,21%,4.58 sec,7%,7.47 sec,7%,32.0 in,30%,112 in,25%,23 reps,50%,NaN,NaN,NaN,NaN
9403,Kyle Emanuel,10359,"6' 3""",70%,250 lbs,86%,4.77 sec,33%,4.25 sec,65%,7.10 sec,57%,34.0 in,53%,120 in,75%,27 reps,80%,NaN,NaN,NaN,NaN
9404,Kwon Alexander,10360,"6' 1""",10%,227 lbs,8%,4.55 sec,88%,4.20 sec,75%,7.14 sec,52%,36.0 in,70%,121 in,80%,24 reps,60%,NaN,NaN,NaN,NaN
9405,Ramik Wilson,10361,"6' 2""",50%,238 lbs,33%,4.77 sec,33%,4.51 sec,10%,NaN,NaN,35.0 in,60%,111 in,20%,23 reps,50%,NaN,NaN,NaN,NaN
9407,Davis Tull,10363,"6' 3""",70%,240 lbs,40%,4.57 sec,85%,NaN,NaN,NaN,NaN,42.5 in,95%,132 in,98%,26 reps,75%,NaN,NaN,NaN,NaN
9409,Max Valles,10365,"6' 4""",50%,250 lbs,10%,4.83 sec,48%,4.37 sec,65%,7.59 sec,6%,36.5 in,87%,121 in,85%,NaN,NaN,NaN,NaN,NaN,NaN
9411,Jake Ryan,10367,"6' 2""",50%,240 lbs,40%,4.65 sec,67%,4.20 sec,75%,7.11 sec,56%,34.5 in,57%,120 in,75%,20 reps,30%,NaN,NaN,NaN,NaN
9412,Alani Fua,10368,"6' 5""",95%,234 lbs,18%,4.73 sec,45%,4.15 sec,84%,6.83 sec,93%,34.5 in,57%,18 in,0%,118 reps,100%,NaN,NaN,NaN,NaN
9413,Martrell Spaight,10369,"6' 0""",7%,243 lbs,60%,4.81 sec,26%,NaN,NaN,7.66 sec,0%,35.0 in,60%,120 in,75%,25 reps,70%,NaN,NaN,NaN,NaN
9414,Ben Heeney,10370,"6' 0""",7%,230 lbs,10%,4.59 sec,82%,4.00 sec,96%,6.68 sec,100%,33.5 in,50%,120 in,75%,19 reps,20%,NaN,NaN,NaN,NaN
9415,Hayes Pullard,10371,"6' 0""",7%,240 lbs,40%,4.78 sec,30%,4.39 sec,28%,7.07 sec,60%,31.0 in,20%,110 in,15%,19 reps,20%,NaN,NaN,NaN,NaN
9416,Amarlo Herrera,10372,"6' 1""",10%,249 lbs,84%,4.83 sec,24%,4.27 sec,62%,7.35 sec,21%,32.0 in,30%,111 in,20%,23 reps,50%,NaN,NaN,NaN,NaN
9417,Mike Hull,10373,"6' 0""",7%,232 lbs,14%,4.68 sec,58%,4.15 sec,84%,6.99 sec,76%,NaN,NaN,NaN,NaN,31 reps,92%,NaN,NaN,NaN,NaN
9418,Damien Wilson,10374,"6' 0""",7%,245 lbs,70%,4.77 sec,33%,4.20 sec,75%,7.21 sec,40%,37.0 in,80%,119 in,70%,22 reps,45%,NaN,NaN,NaN,NaN
9421,J.R. Tavai,10377,"6' 2""",50%,249 lbs,84%,4.91 sec,9%,NaN,NaN,NaN,NaN,30.5 in,15%,112 in,25%,20 reps,30%,NaN,NaN,NaN,NaN
9422,Deiontrez Mount,10378,"6' 5""",95%,253 lbs,91%,4.62 sec,75%,4.31 sec,48%,7.09 sec,58%,31.0 in,20%,119 in,70%,28 reps,85%,NaN,NaN,NaN,NaN
9426,Bryce Hager,10382,"6' 1""",10%,237 lbs,30%,4.60 sec,80%,4.36 sec,35%,7.15 sec,51%,35.0 in,60%,117 in,55%,26 reps,75%,NaN,NaN,NaN,NaN
9427,Zack Hodges,10383,"6' 3""",70%,246 lbs,75%,4.68 sec,58%,4.65 sec,4%,NaN,NaN,33.5 in,50%,125 in,91%,NaN,NaN,NaN,NaN,NaN,NaN
9429,Mark Nzeocha,10385,"6' 3""",70%,240 lbs,40%,4.56 sec,87%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24 reps,60%,NaN,NaN,NaN,NaN
9430,Derron Smith,10386,"5' 10""",10%,195 lbs,8%,4.61 sec,35%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9431,Damarious Randall,10387,"5' 11""",20%,196 lbs,9%,4.46 sec,84%,4.07 sec,90%,6.83 sec,67%,38.0 in,80%,120 in,50%,14 reps,20%,NaN,NaN,NaN,NaN
9433,Anthony Harris,10389,"6' 1""",40%,202 lbs,20%,4.56 sec,53%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9434,Adrian Amos,10390,"6' 0""",35%,214 lbs,73%,4.56 sec,53%,4.03 sec,92%,7.09 sec,15%,35.5 in,50%,122 in,70%,NaN,NaN,NaN,NaN,NaN,NaN
9435,Kurtis Drummond,10391,"6' 1""",40%,200 lbs,16%,4.65 sec,20%,4.33 sec,22%,7.09 sec,15%,39.5 in,90%,119 in,40%,NaN,NaN,NaN,NaN,NaN,NaN
9437,Donald Celiscar,10393,"5' 11""",20%,194 lbs,8%,4.62 sec,32%,NaN,NaN,NaN,NaN,NaN,NaN,120 in,50%,NaN,NaN,NaN,NaN,NaN,NaN
9438,Gerod Holliman,10394,"5' 10""",10%,218 lbs,84%,4.62 sec,32%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17 reps,50%,9.50 in,70%,NaN,NaN
9439,Cody Prewitt,10395,"6' 2""",80%,208 lbs,43%,4.60 sec,38%,4.23 sec,45%,7.12 sec,10%,35.0 in,45%,125 in,83%,11 reps,8%,NaN,NaN,NaN,NaN
9440,Ladarius Gunter,10396,"6' 2""",93%,201 lbs,84%,4.62 sec,12%,4.41 sec,9%,7.18 sec,6%,33.5 in,20%,108 in,0%,12 reps,20%,NaN,NaN,NaN,NaN
9441,James Sample,10397,"6' 2""",80%,217 lbs,82%,4.56 sec,53%,NaN,NaN,7.04 sec,25%,32.5 in,20%,123 in,75%,NaN,NaN,NaN,NaN,NaN,NaN
9442,Kyshoen Jarrett,10398,"5' 10""",20%,200 lbs,82%,4.57 sec,22%,4.40 sec,9%,6.95 sec,27%,33.0 in,17%,109 in,2%,21 reps,91%,9.75 in,90%,31.00 in,30%
9443,Jordan Richards,10399,"5' 11""",20%,210 lbs,50%,4.65 sec,20%,4.22 sec,48%,6.74 sec,82%,32.0 in,15%,111 in,8%,13 reps,15%,9.37 in,60%,32.50 in,70%
9444,Detrick Bonner,10400,"6' 0""",35%,207 lbs,40%,4.56 sec,53%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,30%,NaN,NaN,NaN,NaN
9445,Durell Eskridge,10401,"6' 3""",93%,207 lbs,40%,4.56 sec,53%,4.26 sec,38%,7.09 sec,15%,31.0 in,9%,117 in,30%,NaN,NaN,NaN,NaN,NaN,NaN
9447,Tevin McDonald,10403,"5' 11""",20%,195 lbs,8%,4.63 sec,30%,4.26 sec,38%,7.01 sec,40%,33.0 in,23%,112 in,10%,19 reps,70%,NaN,NaN,NaN,NaN
9448,Ibraheim Campbell,10404,"5' 11""",20%,210 lbs,50%,4.52 sec,67%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23 reps,90%,NaN,NaN,NaN,NaN
9449,Jalen Collins,10405,"6' 1""",70%,203 lbs,88%,4.48 sec,50%,4.27 sec,24%,6.77 sec,64%,36.0 in,60%,124 in,65%,NaN,NaN,NaN,NaN,NaN,NaN
9451,Marcus Peters,10407,"6' 0""",65%,195 lbs,63%,4.53 sec,30%,4.08 sec,68%,7.08 sec,11%,37.5 in,73%,121 in,50%,17 reps,70%,NaN,NaN,NaN,NaN
9452,Ronald Darby,10408,"5' 11""",50%,193 lbs,55%,4.38 sec,87%,4.14 sec,53%,6.94 sec,30%,41.5 in,93%,129 in,90%,12 reps,20%,NaN,NaN,NaN,NaN
9453,P.J. Williams,10409,"6' 0""",65%,196 lbs,67%,4.57 sec,22%,4.28 sec,22%,7.08 sec,11%,40.0 in,90%,132 in,94%,12 reps,20%,NaN,NaN,NaN,NaN
9454,Quinten Rollins,10410,"5' 11""",50%,195 lbs,63%,4.57 sec,22%,4.28 sec,22%,7.10 sec,10%,36.5 in,65%,122 in,55%,14 reps,40%,NaN,NaN,NaN,NaN
9455,Charles Gaines,10411,"5' 10""",20%,180 lbs,9%,4.44 sec,65%,4.20 sec,40%,7.07 sec,12%,34.5 in,40%,123 in,60%,NaN,NaN,NaN,NaN,NaN,NaN
9456,Byron Jones,10412,"6' 0""",65%,205 lbs,91%,4.43 sec,70%,3.94 sec,92%,6.78 sec,62%,44.5 in,99%,147 in,100%,NaN,NaN,10.00 in,93%,32.00 in,70%
9457,Senquez Golson,10413,"5' 9""",10%,176 lbs,6%,4.46 sec,57%,4.20 sec,40%,6.81 sec,53%,33.5 in,20%,120 in,40%,15 reps,50%,NaN,NaN,NaN,NaN
9458,D'Joun Smith,10414,"5' 11""",50%,193 lbs,55%,4.37 sec,90%,4.26 sec,26%,6.96 sec,23%,36.0 in,60%,124 in,65%,18 reps,80%,NaN,NaN,NaN,NaN
9459,Ifo Ekpre-Olomu,10415,"5' 9""",10%,200 lbs,82%,4.52 sec,35%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9460,Eric Rowe,10416,"6' 1""",40%,205 lbs,30%,4.45 sec,86%,3.97 sec,94%,6.70 sec,88%,39.0 in,87%,125 in,83%,19 reps,70%,NaN,NaN,NaN,NaN
9461,Alex Carter,10417,"6' 0""",65%,201 lbs,84%,4.51 sec,40%,4.07 sec,70%,7.05 sec,13%,40.0 in,90%,121 in,50%,17 reps,70%,NaN,NaN,NaN,NaN
9462,Craig Mager,10418,"5' 11""",50%,200 lbs,82%,4.44 sec,65%,4.07 sec,70%,6.83 sec,48%,38.0 in,77%,130 in,91%,17 reps,70%,NaN,NaN,NaN,NaN
9463,Steven Nelson,10419,"5' 11""",50%,194 lbs,60%,4.49 sec,47%,4.07 sec,70%,6.88 sec,39%,34.5 in,40%,115 in,15%,19 reps,85%,9.25 in,60%,30.62 in,22%
9464,Josh Shaw,10420,"6' 1""",40%,200 lbs,16%,4.44 sec,88%,4.12 sec,77%,7.01 sec,40%,37.5 in,75%,130 in,94%,26 reps,95%,NaN,NaN,NaN,NaN
9465,Doran Grant,10421,"5' 10""",20%,196 lbs,67%,4.44 sec,65%,4.33 sec,15%,NaN,NaN,33.0 in,17%,116 in,20%,21 reps,91%,NaN,NaN,NaN,NaN
9466,Bobby McCain,10422,"5' 11""",20%,192 lbs,6%,4.51 sec,70%,3.82 sec,100%,6.80 sec,69%,36.0 in,55%,130 in,94%,17 reps,50%,NaN,NaN,NaN,NaN
9467,Troy Hill,10423,"5' 11""",50%,183 lbs,13%,4.55 sec,26%,4.21 sec,38%,6.81 sec,53%,32.5 in,13%,120 in,40%,NaN,NaN,NaN,NaN,NaN,NaN
9468,JaCorey Shepherd,10424,"5' 11""",50%,199 lbs,80%,4.62 sec,12%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14 reps,40%,NaN,NaN,NaN,NaN
9469,Lorenzo Doss,10425,"5' 11""",50%,185 lbs,18%,4.50 sec,43%,4.26 sec,26%,7.20 sec,5%,33.5 in,20%,115 in,15%,9 reps,9%,NaN,NaN,NaN,NaN
9470,Damian Swann,10426,"6' 0""",65%,189 lbs,30%,4.50 sec,43%,NaN,NaN,NaN,NaN,33.0 in,17%,118 in,30%,NaN,NaN,NaN,NaN,NaN,NaN
9472,Nick Marshall,10428,"6' 1""",70%,206 lbs,91%,4.54 sec,28%,4.15 sec,50%,6.96 sec,23%,37.5 in,73%,124 in,65%,12 reps,20%,NaN,NaN,NaN,NaN
9474,Justin Coleman,10430,"5' 11""",50%,190 lbs,40%,4.53 sec,30%,3.98 sec,89%,6.61 sec,89%,37.5 in,73%,124 in,65%,20 reps,90%,NaN,NaN,NaN,NaN
9476,Kevin White,10432,"5' 10""",20%,174 lbs,4%,4.63 sec,10%,NaN,NaN,NaN,NaN,35.5 in,50%,121 in,50%,18 reps,80%,NaN,NaN,NaN,NaN
9477,Quandre Diggs,10433,"5' 9""",5%,200 lbs,16%,4.56 sec,53%,4.15 sec,67%,7.22 sec,5%,35.5 in,50%,113 in,13%,17 reps,50%,NaN,NaN,NaN,NaN
9478,Garry Peters,10434,"6' 0""",65%,191 lbs,45%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9479,Tray Walker,10435,"6' 2""",93%,191 lbs,45%,4.53 sec,30%,4.30 sec,19%,6.80 sec,57%,32.5 in,13%,122 in,55%,NaN,NaN,NaN,NaN,NaN,NaN
9481,Dexter McDonald,10437,"6' 1""",70%,200 lbs,82%,4.42 sec,73%,4.56 sec,5%,6.93 sec,31%,40.5 in,91%,134 in,96%,10 reps,10%,NaN,NaN,NaN,NaN
9493,Kevin Johnson,10449,"6' 0""",65%,185 lbs,18%,4.52 sec,35%,3.89 sec,95%,6.79 sec,60%,41.5 in,93%,130 in,91%,NaN,NaN,NaN,NaN,NaN,NaN
9494,Mario Edwards,10450,"6' 3""",40%,280 lbs,7%,4.76 sec,99%,4.55 sec,70%,7.44 sec,63%,32.5 in,85%,120 in,100%,32 reps,75%,NaN,NaN,NaN,NaN
9495,Jaquiski Tartt,10451,"6' 1""",40%,215 lbs,77%,4.53 sec,63%,NaN,NaN,NaN,NaN,NaN,NaN,124 in,80%,NaN,NaN,9.88 in,90%,32.38 in,65%
9496,Jordan Hicks,10452,"6' 1""",10%,236 lbs,25%,4.68 sec,58%,4.15 sec,84%,6.78 sec,96%,38.0 in,85%,124 in,90%,20 reps,30%,NaN,NaN,NaN,NaN
9497,Angelo Blackson,10453,"6' 4""",50%,319 lbs,100%,5.02 sec,9%,4.57 sec,27%,7.50 sec,9%,31.0 in,30%,101 in,0%,20 reps,20%,NaN,NaN,NaN,NaN
9498,Clayton Geathers,10454,"6' 2""",80%,220 lbs,88%,4.55 sec,57%,4.27 sec,36%,7.21 sec,6%,37.0 in,70%,120 in,50%,22 reps,85%,9.13 in,30%,31.63 in,47%
9499,Rodney Gunter,10455,"6' 5""",90%,305 lbs,50%,5.00 sec,72%,4.75 sec,30%,7.40 sec,70%,27.0 in,30%,115 in,94%,20 reps,7%,NaN,NaN,NaN,NaN
9500,Jon Feliciano,10456,"6' 4""",40%,325 lbs,80%,5.33 sec,48%,4.74 sec,57%,NaN,NaN,26.5 in,50%,97 in,35%,NaN,NaN,NaN,NaN,NaN,NaN
9501,Terry Poole,10457,"6' 5""",20%,300 lbs,8%,5.09 sec,82%,4.66 sec,72%,7.90 sec,31%,31.0 in,85%,113 in,92%,25 reps,50%,NaN,NaN,NaN,NaN
9502,Grady Jarrett,10458,"6' 0""",0%,305 lbs,50%,5.06 sec,60%,4.56 sec,68%,7.37 sec,73%,31.0 in,73%,112 in,88%,30 reps,60%,NaN,NaN,NaN,NaN
9503,Mykkele Thompson,10459,"6' 2""",80%,195 lbs,8%,4.47 sec,82%,4.46 sec,9%,6.97 sec,53%,36.0 in,55%,126 in,87%,18 reps,60%,NaN,NaN,NaN,NaN
9504,Cedric Thompson,10460,"6' 0""",35%,210 lbs,50%,4.48 sec,80%,4.28 sec,34%,6.96 sec,55%,40.5 in,92%,122 in,70%,21 reps,80%,NaN,NaN,NaN,NaN
9505,David Parry,10461,"6' 2""",20%,317 lbs,80%,5.38 sec,9%,NaN,NaN,NaN,NaN,29.0 in,50%,103 in,30%,34 reps,83%,NaN,NaN,NaN,NaN
9506,C.J. Uzomah,10462,"6' 6""",80%,260 lbs,75%,4.62 sec,80%,4.57 sec,12%,7.22 sec,28%,NaN,NaN,118 in,75%,19 reps,30%,9.38 in,13%,34.13 in,83%
9507,Shaquille Riddick,10463,"6' 6""",100%,260 lbs,94%,4.65 sec,67%,4.28 sec,60%,6.80 sec,95%,36.0 in,70%,124 in,90%,19 reps,20%,NaN,NaN,NaN,NaN
9508,Neiron Ball,10464,"6' 2""",50%,236 lbs,25%,4.65 sec,67%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,45%,NaN,NaN,NaN,NaN
9509,Ryan Russell,10465,"6' 5""",70%,275 lbs,75%,4.75 sec,68%,4.47 sec,40%,7.25 sec,36%,32.5 in,45%,119 in,75%,25 reps,60%,NaN,NaN,NaN,NaN
9511,Joe Cardona,10467,"6' 3""",30%,245 lbs,0%,4.91 sec,95%,NaN,NaN,NaN,NaN,33.0 in,94%,NaN,NaN,30 reps,70%,NaN,NaN,NaN,NaN
9512,Michael Burton,10468,"6' 0""",25%,240 lbs,23%,4.74 sec,50%,4.34 sec,67%,7.20 sec,29%,33.0 in,60%,115 in,80%,25 reps,63%,9.50 in,50%,29.25 in,0%
9513,David Mayo,10469,"6' 2""",50%,240 lbs,40%,4.70 sec,52%,4.33 sec,42%,7.15 sec,51%,34.5 in,57%,108 in,10%,24 reps,60%,NaN,NaN,NaN,NaN
9514,Tye Smith,10470,"6' 0""",65%,195 lbs,63%,4.60 sec,16%,3.96 sec,91%,6.97 sec,20%,36.5 in,65%,124 in,65%,15 reps,50%,NaN,NaN,NaN,NaN
9516,Keith Mumphery,10472,"6' 0""",30%,210 lbs,67%,4.54 sec,37%,4.25 sec,43%,7.07 sec,20%,32.5 in,17%,121 in,60%,NaN,NaN,9.13 in,40%,31.13 in,20%
9517,Robert Myers,10473,"6' 5""",70%,325 lbs,80%,5.44 sec,20%,4.91 sec,29%,8.10 sec,9%,27.5 in,60%,94 in,23%,NaN,NaN,NaN,NaN,NaN,NaN
9518,Matthew Wells,10474,"6' 2""",50%,222 lbs,3%,4.44 sec,97%,4.26 sec,63%,6.97 sec,79%,35.5 in,65%,118 in,60%,15 reps,7%,NaN,NaN,NaN,NaN
9520,Geremy Davis,10476,"6' 3""",80%,211 lbs,70%,NaN,NaN,4.18 sec,63%,6.86 sec,57%,36.5 in,70%,124 in,75%,23 reps,94%,9.50 in,70%,32.50 in,57%
9523,Joey Iosefa,10479,"6' 0""",80%,245 lbs,94%,5.02 sec,0%,4.33 sec,35%,7.24 sec,8%,31.5 in,17%,110 in,10%,30 reps,94%,10.25 in,100%,31.75 in,80%
9525,Kenny Hilliard,10481,"5' 11""",60%,226 lbs,80%,4.83 sec,6%,4.40 sec,20%,7.17 sec,17%,27.0 in,3%,111 in,15%,NaN,NaN,9.25 in,50%,31.25 in,73%
9528,A.J. Derby,10484,"6' 5""",60%,255 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,9%,9.50 in,17%,30.50 in,0%
9529,Darius Kilgo,10485,"6' 3""",40%,320 lbs,83%,5.13 sec,39%,4.65 sec,50%,7.49 sec,50%,24.0 in,8%,96 in,7%,33 reps,80%,NaN,NaN,NaN,NaN
9531,Reshard Cliett,10487,"6' 2""",50%,225 lbs,6%,4.40 sec,100%,4.53 sec,9%,7.20 sec,42%,38.5 in,88%,124 in,90%,21 reps,40%,NaN,NaN,NaN,NaN
9533,Kristjan Sokoli,10489,"6' 5""",70%,300 lbs,97%,4.84 sec,45%,4.36 sec,67%,7.25 sec,36%,38.0 in,92%,119 in,75%,31 reps,88%,NaN,NaN,NaN,NaN
9535,Andre Debose,10491,"6' 0""",30%,190 lbs,24%,4.40 sec,82%,4.09 sec,84%,6.93 sec,44%,37.5 in,80%,123 in,70%,12 reps,25%,NaN,NaN,NaN,NaN
9536,Anthony Morris,10492,"6' 7""",80%,303 lbs,13%,5.27 sec,52%,4.87 sec,32%,7.59 sec,60%,27.5 in,45%,110 in,80%,25 reps,50%,NaN,NaN,NaN,NaN
9537,Neal Sterling,10493,"6' 4""",30%,257 lbs,63%,4.62 sec,80%,4.25 sec,82%,7.07 sec,82%,35.0 in,75%,116 in,65%,16 reps,10%,NaN,NaN,NaN,NaN
9539,Deon Simon,10495,"6' 4""",50%,332 lbs,100%,5.12 sec,4%,4.76 sec,10%,7.92 sec,0%,29.5 in,17%,105 in,8%,35 reps,92%,NaN,NaN,NaN,NaN
9540,Martin Ifedi,10496,"6' 3""",20%,275 lbs,75%,4.88 sec,35%,4.58 sec,26%,7.39 sec,19%,31.0 in,30%,111 in,30%,16 reps,7%,NaN,NaN,NaN,NaN
9541,Edmond Robinson,10497,"6' 3""",70%,245 lbs,70%,4.61 sec,77%,4.38 sec,30%,7.49 sec,6%,37.0 in,80%,121 in,80%,20 reps,30%,NaN,NaN,NaN,NaN
9542,Da'Ron Brown,10498,"6' 0""",30%,199 lbs,42%,4.54 sec,37%,4.11 sec,80%,7.04 sec,25%,37.0 in,75%,120 in,50%,17 reps,70%,10.25 in,93%,32.00 in,40%
9545,Corey Robinson,10501,"6' 7""",80%,315 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28 reps,70%,NaN,NaN,NaN,NaN
9548,Josh Furman,10504,"6' 2""",80%,202 lbs,20%,4.45 sec,86%,4.16 sec,63%,6.94 sec,58%,38.0 in,80%,124 in,80%,18 reps,60%,NaN,NaN,NaN,NaN
9549,Taurean Nixon,10505,"5' 10""",20%,187 lbs,23%,4.38 sec,87%,4.34 sec,14%,7.16 sec,7%,38.0 in,77%,134 in,96%,18 reps,80%,NaN,NaN,NaN,NaN
9550,Xzavier Dickson,10506,"6' 3""",70%,260 lbs,94%,4.74 sec,42%,4.53 sec,9%,7.56 sec,1%,29.5 in,9%,100 in,7%,19 reps,20%,NaN,NaN,NaN,NaN
9551,Geoff Swaim,10507,"6' 4""",30%,260 lbs,75%,4.70 sec,65%,4.52 sec,23%,7.31 sec,23%,35.5 in,80%,124 in,92%,NaN,NaN,NaN,NaN,NaN,NaN
9553,Akeem King,10509,"6' 1""",70%,215 lbs,96%,4.41 sec,77%,4.38 sec,10%,7.08 sec,11%,37.5 in,73%,122 in,55%,20 reps,90%,NaN,NaN,NaN,NaN
