,Name,PlayerID,Height,Height Percentile,Weight,Weight Percentile,Forty Yard Dash,Forty Yard Dash Percentile,Shuttle Time,Shuttle TIme Percentile,Cone Drill,Cone Drill Percentile,Vertical Jump,Vertical Jump Percentile,Broad Jump,Broad Jump Percentile,Bench Press,Bench Press Percentile,Hand Length,Hand Length Percentil,Arm Length,Arm Length Percentile
9557,Jerry Lovelocke,10513,"6' 4""",70%,248 lbs,94%,4.99 sec,17%,4.51 sec,22%,7.30 sec,13%,31.5 in,55%,113 in,70%,NaN,NaN,10.25 in,80%,34.25 in,93%
9559,Anthony Boone,10515,"6' 0""",5%,231 lbs,77%,5.03 sec,13%,4.62 sec,8%,7.47 sec,3%,26.5 in,10%,100 in,8%,NaN,NaN,9.63 in,50%,31.63 in,28%
9570,Dean Marlowe,10526,"6' 1""",40%,208 lbs,43%,4.58 sec,45%,4.18 sec,58%,7.00 sec,45%,33.5 in,27%,114 in,17%,16 reps,40%,NaN,NaN,NaN,NaN
9573,Garry Peters,10529,"6' 0""",65%,201 lbs,84%,4.61 sec,14%,4.00 sec,86%,6.80 sec,57%,32.5 in,13%,119 in,35%,7 reps,6%,NaN,NaN,NaN,NaN
9581,Cam Worthy,10537,"6' 2""",60%,211 lbs,70%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12 reps,25%,10.13 in,92%,33.50 in,85%
9594,Ezell Ruffin,10550,"6' 0""",30%,218 lbs,84%,4.68 sec,6%,4.58 sec,6%,7.35 sec,3%,27.5 in,3%,110 in,6%,17 reps,70%,8.75 in,15%,31.38 in,27%
9597,Eric Tomlinson,10553,"6' 6""",80%,263 lbs,84%,4.98 sec,7%,4.54 sec,18%,7.46 sec,3%,30.5 in,25%,110 in,20%,19 reps,30%,10.00 in,60%,32.88 in,27%
9598,E.J. Bibbs,10554,"6' 2""",0%,258 lbs,67%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20 reps,40%,10.25 in,80%,31.13 in,0%
9605,Cameron Clear,10561,"6' 5""",60%,277 lbs,96%,4.98 sec,7%,4.48 sec,33%,7.52 sec,0%,32.0 in,40%,108 in,10%,NaN,NaN,9.63 in,30%,33.63 in,67%
9651,Gus Johnson,10607,"5' 10""",50%,215 lbs,55%,4.70 sec,14%,4.13 sec,82%,7.09 sec,36%,36.5 in,80%,120 in,65%,26 reps,90%,9.13 in,40%,29.63 in,19%
9663,Ed Williams,10619,"6' 0""",30%,196 lbs,36%,4.79 sec,0%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23 reps,94%,NaN,NaN,NaN,NaN
9664,Anthony Jefferson,10620,"6' 1""",40%,198 lbs,12%,4.72 sec,9%,4.15 sec,67%,7.18 sec,7%,33.5 in,27%,116 in,25%,15 reps,30%,NaN,NaN,NaN,NaN
9668,Nick Perry,10624,"6' 1""",70%,211 lbs,94%,4.55 sec,26%,4.66 sec,3%,7.25 sec,3%,38.5 in,80%,124 in,65%,35 reps,100%,NaN,NaN,NaN,NaN
9682,Michael Bennett,10638,"6' 2""",60%,200 lbs,43%,5.04 sec,0%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9684,James Butler,10640,"6' 2""",60%,215 lbs,80%,4.51 sec,47%,3.98 sec,94%,7.10 sec,14%,40.5 in,94%,127 in,90%,16 reps,60%,NaN,NaN,NaN,NaN
9687,Julian Wilson,10643,"6' 2""",93%,200 lbs,82%,4.58 sec,20%,4.22 sec,35%,6.94 sec,30%,36.0 in,60%,125 in,70%,NaN,NaN,NaN,NaN,NaN,NaN
9741,Tavaris Barnes,10697,"6' 4""",50%,284 lbs,89%,4.80 sec,57%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,40%,NaN,NaN,NaN,NaN
9743,Ryan Delaire,10699,"6' 4""",50%,260 lbs,28%,4.97 sec,16%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23 reps,45%,NaN,NaN,NaN,NaN
9756,Yannik Cudjoe-Virgil,10712,"6' 2""",50%,248 lbs,82%,4.80 sec,28%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25 reps,70%,NaN,NaN,NaN,NaN
9764,Joey Mbu,10720,"6' 3""",40%,330 lbs,90%,5.54 sec,5%,5.01 sec,7%,8.20 sec,2%,22.5 in,4%,97 in,9%,NaN,NaN,NaN,NaN,NaN,NaN
9765,Leon Orr,10721,"6' 5""",90%,320 lbs,83%,5.16 sec,34%,4.90 sec,9%,8.26 sec,0%,28.0 in,40%,100 in,20%,NaN,NaN,NaN,NaN,NaN,NaN
9767,Jermaine Whitehead,10723,"5' 11""",20%,195 lbs,8%,4.59 sec,40%,4.11 sec,80%,6.95 sec,57%,37.0 in,70%,128 in,91%,15 reps,30%,NaN,NaN,NaN,NaN
9773,Jared Goff,10729,"6' 4""",70%,222 lbs,45%,4.82 sec,50%,4.47 sec,28%,7.17 sec,32%,27.0 in,13%,110 in,50%,NaN,NaN,9.00 in,7%,32.75 in,70%
9774,Paxton Lynch,10730,"6' 7""",95%,244 lbs,93%,4.86 sec,39%,4.26 sec,66%,7.14 sec,38%,36.0 in,92%,118 in,88%,NaN,NaN,10.25 in,80%,34.25 in,93%
9775,Demarcus Ayers,10731,"5' 11""",20%,190 lbs,24%,4.72 sec,4%,4.35 sec,24%,7.00 sec,32%,33.0 in,20%,123 in,70%,NaN,NaN,9.25 in,50%,31.25 in,23%
9777,Christian Hackenberg,10733,"6' 4""",70%,228 lbs,68%,4.78 sec,60%,4.33 sec,55%,7.04 sec,65%,31.0 in,50%,114 in,75%,NaN,NaN,9.00 in,7%,32.00 in,40%
9779,Hunter Henry,10735,"6' 5""",60%,250 lbs,37%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13 reps,8%,9.25 in,10%,32.75 in,23%
9780,Ezekiel Elliott,10736,"6' 0""",80%,228 lbs,84%,4.47 sec,75%,NaN,NaN,NaN,NaN,32.5 in,25%,118 in,50%,NaN,NaN,10.25 in,100%,31.25 in,73%
9781,Dwayne Washington,10737,"6' 1""",90%,223 lbs,75%,4.48 sec,72%,4.22 sec,57%,6.85 sec,80%,37.5 in,87%,127 in,92%,21 reps,60%,NaN,NaN,NaN,NaN
9782,C.J. Prosise,10738,"6' 1""",90%,225 lbs,78%,4.48 sec,72%,NaN,NaN,NaN,NaN,35.5 in,65%,121 in,70%,NaN,NaN,8.50 in,8%,32.13 in,88%
9783,Laquon Treadwell,10739,"6' 2""",60%,215 lbs,80%,NaN,NaN,NaN,NaN,NaN,NaN,33.0 in,20%,117 in,30%,12 reps,25%,9.50 in,70%,33.38 in,83%
9791,Bralon Addison,10747,"5' 10""",10%,190 lbs,24%,4.66 sec,8%,4.14 sec,73%,6.95 sec,40%,34.5 in,40%,116 in,25%,13 reps,30%,9.13 in,40%,29.50 in,5%
9792,Austin Hooper,10748,"6' 4""",30%,254 lbs,50%,4.72 sec,60%,4.32 sec,67%,7.00 sec,91%,33.0 in,50%,117 in,70%,19 reps,30%,10.63 in,93%,33.75 in,70%
9793,Kenny Lawler,10749,"6' 2""",60%,203 lbs,48%,4.64 sec,9%,4.20 sec,58%,7.13 sec,10%,31.0 in,9%,111 in,7%,NaN,NaN,10.50 in,97%,33.38 in,83%
9801,Mike Reilly,10757,"6' 4""",90%,240 lbs,40%,4.79 sec,29%,4.11 sec,90%,NaN,NaN,30.5 in,15%,109 in,10%,NaN,NaN,NaN,NaN,NaN,NaN
9807,Chris Hackett,10763,"6' 2""",80%,195 lbs,8%,4.81 sec,5%,4.20 sec,52%,7.12 sec,10%,32.0 in,15%,110 in,7%,NaN,NaN,NaN,NaN,NaN,NaN
9821,David Grinnage,10777,"6' 5""",60%,265 lbs,88%,4.90 sec,16%,NaN,NaN,NaN,NaN,29.5 in,18%,106 in,7%,NaN,NaN,10.13 in,70%,34.50 in,90%
9845,Jaylon Smith,10801,"6' 2""",50%,245 lbs,70%,4.67 sec,60%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,40%,33.00 in,60%
9847,Alex Collins,10803,"5' 10""",50%,210 lbs,40%,4.59 sec,36%,NaN,NaN,NaN,NaN,28.5 in,6%,113 in,25%,18 reps,30%,9.25 in,50%,30.25 in,30%
9848,Paul Perkins,10804,"5' 11""",60%,213 lbs,50%,4.54 sec,50%,NaN,NaN,NaN,NaN,32.0 in,20%,124 in,87%,19 reps,40%,9.00 in,30%,31.63 in,78%
9850,Wendell Smallwood,10806,"5' 10""",50%,208 lbs,33%,4.47 sec,75%,4.28 sec,42%,6.83 sec,83%,33.5 in,35%,120 in,65%,14 reps,8%,9.25 in,50%,30.50 in,40%
9858,Lynden Trail,10814,"6' 7""",100%,277 lbs,100%,4.91 sec,9%,4.48 sec,13%,7.32 sec,25%,32.5 in,35%,117 in,55%,24 reps,60%,NaN,NaN,NaN,NaN
9859,Jordan Howard,10815,"6' 0""",80%,224 lbs,77%,NaN,NaN,NaN,NaN,NaN,NaN,34.0 in,40%,122 in,80%,16 reps,15%,9.00 in,30%,32.50 in,92%
9860,Kelvin Taylor,10816,"5' 10""",50%,197 lbs,12%,4.60 sec,34%,NaN,NaN,NaN,NaN,32.0 in,20%,113 in,25%,15 reps,10%,8.25 in,3%,29.25 in,18%
9861,Corey Coleman,10817,"5' 11""",20%,185 lbs,15%,NaN,NaN,NaN,NaN,NaN,NaN,40.5 in,94%,129 in,92%,17 reps,70%,9.00 in,20%,30.25 in,8%
9862,Will Fuller,10818,"6' 0""",30%,184 lbs,13%,4.32 sec,94%,4.27 sec,38%,6.93 sec,44%,33.5 in,30%,126 in,85%,10 reps,10%,8.25 in,8%,30.75 in,10%
9863,Derrick Henry,10819,"6' 3""",97%,247 lbs,94%,4.54 sec,50%,4.38 sec,27%,7.20 sec,12%,37.0 in,83%,130 in,96%,22 reps,65%,8.75 in,20%,33.00 in,95%
9864,Thomas Duarte,10820,"6' 2""",0%,245 lbs,18%,4.72 sec,60%,4.24 sec,83%,6.97 sec,92%,33.5 in,60%,118 in,75%,12 reps,7%,10.00 in,60%,33.00 in,30%
9865,Daniel Braverman,10821,"5' 10""",10%,185 lbs,15%,4.47 sec,63%,4.20 sec,58%,6.86 sec,57%,28.5 in,5%,112 in,8%,10 reps,10%,NaN,NaN,NaN,NaN
9866,Tyler Boyd,10822,"6' 2""",60%,203 lbs,48%,4.58 sec,20%,4.35 sec,24%,6.90 sec,50%,34.0 in,35%,119 in,45%,11 reps,20%,9.75 in,80%,32.00 in,40%
9867,Pharoh Cooper,10823,"5' 11""",20%,208 lbs,60%,4.52 sec,43%,NaN,NaN,NaN,NaN,31.0 in,9%,115 in,20%,15 reps,50%,9.13 in,40%,32.25 in,50%
9868,Corey Crawford,10824,"6' 5""",70%,299 lbs,96%,5.01 sec,10%,4.65 sec,20%,7.64 sec,4%,33.0 in,50%,110 in,25%,NaN,NaN,NaN,NaN,NaN,NaN
9874,Rashard Higgins,10830,"6' 1""",40%,198 lbs,40%,4.64 sec,9%,NaN,NaN,NaN,NaN,32.0 in,13%,116 in,25%,13 reps,30%,9.75 in,80%,32.25 in,50%
9877,De'Runnya Wilson,10833,"6' 4""",90%,224 lbs,91%,4.85 sec,0%,NaN,NaN,NaN,NaN,28.0 in,4%,113 in,9%,NaN,NaN,9.25 in,50%,33.88 in,91%
9887,Roger Lewis,10843,"6' 0""",30%,203 lbs,48%,4.57 sec,25%,NaN,NaN,NaN,NaN,33.5 in,30%,116 in,25%,8 reps,7%,9.75 in,80%,32.00 in,40%
9895,Jonathan Williams,10851,"6' 0""",80%,223 lbs,75%,NaN,NaN,4.56 sec,7%,NaN,NaN,NaN,NaN,NaN,NaN,16 reps,15%,10.00 in,90%,31.63 in,78%
9896,Josh Doctson,10852,"6' 2""",60%,202 lbs,47%,4.50 sec,50%,4.08 sec,86%,6.84 sec,60%,41.0 in,95%,131 in,93%,14 reps,40%,9.88 in,85%,31.88 in,38%
9898,Tyler Higbee,10854,"6' 6""",80%,255 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.25 in,80%,33.25 in,55%
9900,Carson Wentz,10856,"6' 5""",80%,237 lbs,90%,4.77 sec,62%,4.15 sec,82%,6.86 sec,86%,30.5 in,40%,118 in,88%,NaN,NaN,10.00 in,70%,33.25 in,83%
9918,Sterling Bailey,10874,"6' 3""",20%,296 lbs,95%,5.23 sec,0%,4.73 sec,12%,7.46 sec,11%,30.0 in,20%,111 in,30%,20 reps,20%,10.25 in,80%,33.38 in,40%
9919,Vernon Adams,10875,"5' 11""",0%,200 lbs,2%,4.83 sec,47%,4.20 sec,74%,6.82 sec,88%,29.5 in,30%,114 in,75%,NaN,NaN,9.13 in,10%,30.25 in,3%
9920,Jerell Adams,10876,"6' 5""",60%,254 lbs,50%,4.64 sec,77%,4.31 sec,70%,7.05 sec,86%,32.5 in,45%,117 in,70%,NaN,NaN,9.75 in,40%,34.38 in,88%
9921,Mehdi Abdesmad,10877,"6' 6""",90%,284 lbs,89%,5.10 sec,5%,4.62 sec,23%,7.55 sec,7%,29.5 in,17%,108 in,17%,25 reps,60%,9.75 in,30%,33.38 in,40%
9923,Dominique Alexander,10879,"6' 0""",7%,235 lbs,20%,4.64 sec,70%,NaN,NaN,NaN,NaN,28.5 in,7%,104 in,9%,17 reps,10%,9.00 in,10%,32.25 in,40%
9924,Mackensie Alexander,10880,"5' 10""",20%,192 lbs,50%,4.43 sec,70%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11 reps,15%,9.13 in,50%,31.38 in,45%
9925,Vadal Alexander,10881,"6' 5""",70%,326 lbs,81%,5.57 sec,9%,4.90 sec,30%,8.04 sec,15%,NaN,NaN,95 in,27%,25 reps,50%,10.50 in,92%,35.25 in,93%
9926,Brandon Allen,10882,"6' 2""",30%,209 lbs,9%,4.84 sec,43%,4.33 sec,55%,7.06 sec,57%,28.0 in,18%,110 in,50%,NaN,NaN,8.88 in,3%,31.25 in,20%
9927,Jack Allen,10883,"6' 2""",10%,296 lbs,10%,5.29 sec,36%,4.73 sec,32%,7.90 sec,20%,NaN,NaN,101 in,50%,23 reps,25%,10.13 in,85%,32.25 in,30%
9928,Geronimo Allison,10884,"6' 3""",80%,202 lbs,47%,4.67 sec,7%,4.28 sec,37%,7.40 sec,2%,33.0 in,20%,127 in,90%,NaN,NaN,9.50 in,70%,32.88 in,67%
9929,Stephen Anderson,10885,"6' 2""",0%,230 lbs,3%,NaN,NaN,NaN,NaN,NaN,NaN,38.0 in,91%,119 in,80%,16 reps,10%,9.25 in,10%,32.00 in,10%
9930,Eli Apple,10886,"6' 1""",70%,203 lbs,88%,4.40 sec,80%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13 reps,30%,9.38 in,70%,31.38 in,45%
9931,Anthony Zettel,10887,"6' 4""",50%,275 lbs,75%,4.81 sec,53%,4.39 sec,60%,7.63 sec,4%,30.5 in,25%,109 in,20%,28 reps,80%,10.00 in,50%,31.00 in,2%
9932,Avery Young,10888,"6' 6""",90%,326 lbs,81%,5.39 sec,33%,4.91 sec,29%,8.22 sec,0%,NaN,NaN,NaN,NaN,NaN,NaN,11.00 in,100%,34.00 in,70%
9933,Tavon Young,10889,"5' 9""",10%,185 lbs,18%,4.46 sec,57%,3.93 sec,93%,6.80 sec,57%,34.5 in,40%,118 in,30%,9 reps,9%,9.00 in,30%,31.00 in,30%
9934,Cleveland Wallace III,10890,"5' 11""",50%,188 lbs,27%,4.68 sec,6%,NaN,NaN,NaN,NaN,35.5 in,50%,123 in,60%,NaN,NaN,9.50 in,80%,31.75 in,63%
9935,Jihad Ward,10891,"6' 5""",95%,287 lbs,100%,5.11 sec,1%,4.63 sec,5%,7.38 sec,17%,25.0 in,1%,111 in,20%,20 reps,30%,9.88 in,70%,33.88 in,93%
9936,Adolphus Washington,10892,"6' 4""",60%,295 lbs,20%,5.17 sec,33%,4.79 sec,19%,8.06 sec,7%,27.0 in,30%,99 in,15%,21 reps,9%,9.88 in,45%,34.50 in,80%
9937,DeAndre Washington,10893,"5' 8""",10%,210 lbs,40%,4.49 sec,70%,4.20 sec,63%,7.03 sec,44%,34.5 in,50%,118 in,50%,24 reps,80%,9.00 in,30%,30.00 in,20%
9938,Stephen Weatherly,10894,"6' 5""",70%,265 lbs,47%,4.61 sec,91%,NaN,NaN,NaN,NaN,31.0 in,30%,117 in,60%,23 reps,45%,10.50 in,92%,34.50 in,75%
9939,Christian Westerman,10895,"6' 3""",20%,305 lbs,18%,5.17 sec,76%,4.71 sec,61%,7.69 sec,86%,NaN,NaN,98 in,40%,34 reps,90%,11.88 in,100%,33.50 in,50%
9940,D.J. White,10896,"5' 11""",50%,193 lbs,55%,4.49 sec,47%,4.33 sec,15%,7.18 sec,6%,33.0 in,17%,132 in,94%,17 reps,70%,9.25 in,60%,31.50 in,50%
9941,Cody Whitehair,10897,"6' 3""",20%,309 lbs,35%,5.08 sec,88%,4.58 sec,84%,7.32 sec,98%,NaN,NaN,110 in,91%,16 reps,6%,10.13 in,70%,32.38 in,10%
9942,Brandon Wilds,10898,"6' 0""",80%,220 lbs,70%,4.54 sec,50%,4.33 sec,35%,7.08 sec,38%,36.5 in,80%,118 in,50%,21 reps,60%,10.25 in,100%,32.00 in,85%
9943,Leonte Carroo,10899,"6' 0""",30%,215 lbs,80%,4.50 sec,50%,NaN,NaN,NaN,NaN,35.5 in,55%,120 in,50%,14 reps,40%,9.68 in,77%,31.38 in,27%
9944,Braxton Miller,10900,"6' 1""",40%,205 lbs,53%,4.50 sec,50%,4.07 sec,88%,6.65 sec,90%,35.0 in,50%,123 in,70%,17 reps,70%,9.13 in,40%,31.75 in,35%
9945,Brandon Williams,10901,"6' 0""",65%,200 lbs,82%,4.37 sec,90%,4.19 sec,42%,6.85 sec,44%,30.5 in,6%,118 in,30%,18 reps,80%,NaN,NaN,NaN,NaN
9946,Peyton Barber,10902,"5' 11""",60%,225 lbs,78%,4.64 sec,25%,4.21 sec,60%,7.00 sec,47%,32.5 in,25%,111 in,15%,20 reps,50%,9.38 in,60%,30.25 in,30%
9947,Jimmy Bean,10903,"6' 5""",70%,264 lbs,43%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20 reps,20%,9.75 in,30%,33.50 in,43%
9948,Willie Beavers,10904,"6' 5""",70%,324 lbs,78%,5.28 sec,58%,4.71 sec,61%,7.96 sec,30%,NaN,NaN,103 in,70%,20 reps,10%,9.50 in,20%,33.50 in,50%
9949,Vonn Bell,10905,"5' 11""",20%,205 lbs,30%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16 reps,40%,9.50 in,70%,32.38 in,65%
9950,Caleb Benenoch,10906,"6' 5""",20%,305 lbs,18%,4.98 sec,91%,5.11 sec,7%,8.15 sec,8%,NaN,NaN,104 in,60%,NaN,NaN,NaN,NaN,NaN,NaN
9951,Andrew Billings,10907,"6' 1""",10%,328 lbs,90%,5.05 sec,62%,4.82 sec,16%,8.05 sec,7%,27.5 in,35%,113 in,90%,31 reps,70%,10.00 in,50%,33.00 in,36%
9952,Ronald Blair,10908,"6' 4""",50%,270 lbs,60%,5.15 sec,2%,4.53 sec,30%,7.95 sec,0%,30.0 in,20%,113 in,43%,32 reps,90%,10.25 in,80%,34.00 in,60%
9953,Austin Blythe,10909,"6' 3""",30%,298 lbs,17%,5.36 sec,20%,4.53 sec,78%,7.52 sec,93%,NaN,NaN,99 in,40%,29 reps,65%,9.38 in,20%,30.25 in,2%
9954,Briean Boddy-Calhoun,10910,"5' 9""",10%,193 lbs,55%,4.47 sec,53%,4.22 sec,35%,7.16 sec,7%,35.0 in,45%,123 in,60%,10 reps,10%,9.13 in,50%,31.00 in,30%
9955,Evan Boehm,10911,"6' 3""",20%,321 lbs,72%,5.33 sec,48%,4.69 sec,64%,7.52 sec,93%,NaN,NaN,96 in,30%,24 reps,40%,10.25 in,80%,31.67 in,0%
9956,Devante Bond,10912,"6' 1""",10%,236 lbs,25%,4.70 sec,52%,4.36 sec,35%,7.07 sec,60%,37.5 in,83%,121 in,80%,21 reps,40%,9.25 in,20%,32.38 in,43%
9957,Devontae Booker,10913,"5' 11""",60%,219 lbs,67%,4.56 sec,43%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,65%,8.68 in,14%,31.67 in,79%
9958,Joey Bosa,10914,"6' 5""",70%,280 lbs,84%,4.86 sec,40%,4.21 sec,88%,6.89 sec,96%,32.0 in,40%,120 in,80%,24 reps,50%,10.25 in,80%,33.38 in,40%
9959,Trevone Boykin,10915,"6' 0""",5%,213 lbs,15%,4.77 sec,62%,4.40 sec,42%,NaN,NaN,32.0 in,60%,110 in,50%,NaN,NaN,9.38 in,30%,31.67 in,28%
9960,James Bradberry,10916,"6' 1""",70%,212 lbs,95%,4.50 sec,43%,4.21 sec,38%,6.91 sec,34%,36.0 in,60%,124 in,65%,16 reps,60%,9.13 in,50%,33.38 in,95%
9961,Ben Braunecker,10917,"6' 3""",10%,247 lbs,25%,4.73 sec,57%,4.20 sec,87%,6.90 sec,95%,35.5 in,80%,121 in,87%,20 reps,40%,9.50 in,17%,32.75 in,23%
9962,Jake Brendel,10918,"6' 4""",70%,299 lbs,20%,5.01 sec,88%,4.27 sec,96%,7.31 sec,100%,NaN,NaN,108 in,90%,25 reps,35%,NaN,NaN,NaN,NaN
9963,Jacoby Brissett,10919,"6' 4""",70%,235 lbs,86%,4.94 sec,25%,4.53 sec,18%,7.17 sec,32%,31.0 in,50%,113 in,70%,NaN,NaN,9.75 in,55%,32.25 in,50%
9964,Kentrell Brothers,10920,"6' 1""",10%,242 lbs,50%,4.89 sec,10%,4.11 sec,90%,6.99 sec,76%,28.5 in,7%,110 in,15%,19 reps,20%,9.75 in,60%,30.75 in,9%
9965,Anthony Brown,10921,"5' 11""",50%,198 lbs,75%,4.33 sec,93%,4.19 sec,42%,7.03 sec,15%,35.0 in,45%,115 in,15%,19 reps,85%,8.25 in,7%,31.75 in,63%
9966,Beniquez Brown,10922,"6' 1""",10%,229 lbs,9%,4.77 sec,33%,4.28 sec,60%,7.07 sec,60%,31.0 in,20%,110 in,15%,18 reps,15%,9.13 in,15%,31.38 in,18%
9967,Chris Brown,10923,"6' 1""",40%,191 lbs,26%,4.55 sec,33%,NaN,NaN,NaN,NaN,36.0 in,60%,115 in,20%,17 reps,70%,9.13 in,40%,29.00 in,3%
9968,Lamarcus Brutus,10924,"6' 0""",35%,206 lbs,35%,4.76 sec,7%,4.33 sec,22%,7.08 sec,17%,33.0 in,23%,114 in,17%,14 reps,20%,8.75 in,10%,31.50 in,43%
9969,DeForest Buckner,10925,"6' 7""",100%,300 lbs,30%,5.05 sec,62%,4.47 sec,83%,7.51 sec,48%,32.0 in,80%,116 in,96%,NaN,NaN,11.75 in,100%,34.38 in,78%
9970,Jonathan Bullard,10926,"6' 3""",20%,296 lbs,95%,4.93 sec,24%,4.56 sec,28%,7.31 sec,29%,32.0 in,40%,116 in,55%,23 reps,45%,10.00 in,50%,33.67 in,46%
9971,Aaron Burbridge,10927,"6' 1""",40%,208 lbs,60%,4.56 sec,30%,4.31 sec,32%,7.22 sec,7%,30.5 in,8%,115 in,20%,20 reps,90%,8.25 in,8%,31.67 in,33%
9972,Artie Burns,10928,"6' 0""",65%,197 lbs,70%,4.46 sec,57%,NaN,NaN,NaN,NaN,31.5 in,9%,NaN,NaN,NaN,NaN,9.50 in,80%,33.25 in,95%
9973,Juston Burris,10929,"6' 0""",35%,212 lbs,65%,4.53 sec,63%,4.40 sec,13%,7.10 sec,13%,36.5 in,60%,122 in,70%,19 reps,70%,8.88 in,15%,31.50 in,43%
9974,Deon Bush,10930,"6' 0""",35%,200 lbs,16%,4.64 sec,25%,NaN,NaN,NaN,NaN,36.0 in,55%,123 in,75%,17 reps,50%,9.25 in,40%,30.88 in,25%
9975,Vernon Butler,10931,"6' 4""",60%,330 lbs,90%,5.33 sec,13%,4.76 sec,27%,7.82 sec,20%,29.5 in,55%,104 in,45%,26 reps,30%,10.75 in,95%,35.13 in,91%
9976,Devon Cajuste,10932,"6' 3""",10%,242 lbs,10%,4.62 sec,80%,4.20 sec,87%,6.49 sec,100%,36.0 in,83%,123 in,91%,12 reps,7%,10.75 in,97%,33.00 in,30%
9977,Shilique Calhoun,10933,"6' 4""",90%,260 lbs,94%,4.82 sec,25%,4.25 sec,65%,6.97 sec,79%,35.0 in,60%,115 in,45%,23 reps,50%,9.88 in,70%,34.25 in,95%
9978,Taveze Calhoun,10934,"6' 1""",70%,188 lbs,27%,4.58 sec,20%,NaN,NaN,NaN,NaN,33.5 in,20%,NaN,NaN,14 reps,40%,9.00 in,30%,31.88 in,67%
9979,De'Vondre Campbell,10935,"6' 4""",90%,232 lbs,14%,4.58 sec,83%,NaN,NaN,NaN,NaN,34.0 in,53%,116 in,50%,16 reps,9%,9.68 in,54%,33.67 in,91%
9980,Maurice Canady,10936,"6' 1""",70%,193 lbs,55%,4.49 sec,47%,4.09 sec,66%,7.03 sec,15%,38.0 in,77%,124 in,65%,16 reps,60%,9.13 in,50%,31.67 in,61%
9981,Marquez North,10937,"6' 3""",80%,229 lbs,94%,4.48 sec,60%,4.13 sec,75%,6.90 sec,50%,35.0 in,50%,123 in,70%,17 reps,70%,10.25 in,93%,33.38 in,83%
9982,Tre Madden,10938,"6' 0""",25%,235 lbs,13%,4.53 sec,100%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24 reps,60%,9.38 in,40%,29.75 in,0%
9983,Connor Wujciak,10939,"6' 2""",20%,291 lbs,10%,4.91 sec,87%,4.27 sec,95%,7.32 sec,79%,34.5 in,94%,117 in,98%,22 reps,10%,10.00 in,50%,33.25 in,40%
9984,Scooby Wright,10940,"6' 0""",7%,240 lbs,40%,4.90 sec,10%,4.47 sec,14%,NaN,NaN,31.0 in,20%,113 in,30%,22 reps,45%,9.75 in,60%,30.50 in,8%
9985,Daryl Worley,10941,"6' 1""",70%,215 lbs,96%,4.64 sec,9%,4.15 sec,50%,6.98 sec,19%,35.5 in,50%,123 in,60%,14 reps,40%,10.25 in,97%,33.38 in,95%
9986,Antwaun Woods,10942,"6' 1""",10%,318 lbs,81%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.63 in,30%,31.00 in,4%
9987,Josh Woodrum,10943,"6' 3""",60%,228 lbs,68%,4.80 sec,55%,4.31 sec,58%,6.74 sec,95%,31.0 in,50%,117 in,85%,NaN,NaN,9.25 in,20%,31.88 in,35%
9988,DeRunnya Wilson,10944,"6' 5""",100%,9.25 lbs,0%,4.85 sec,6%,NaN,NaN,NaN,NaN,28.0 in,5%,113 in,25%,NaN,NaN,9.25 in,50%,33.88 in,100%
9989,Duke Williams,10945,"6' 3""",80%,225 lbs,92%,4.72 sec,4%,4.47 sec,9%,7.43 sec,1%,30.0 in,7%,121 in,60%,14 reps,40%,9.25 in,50%,32.50 in,57%
9990,Bryce Williams,10946,"6' 5""",60%,257 lbs,63%,4.94 sec,9%,4.53 sec,20%,7.19 sec,29%,29.5 in,18%,111 in,25%,19 reps,30%,9.63 in,30%,33.63 in,67%
9991,Danny Vitale,10947,"6' 0""",25%,239 lbs,20%,4.60 sec,97%,4.12 sec,96%,7.12 sec,50%,38.5 in,98%,123 in,93%,30 reps,90%,9.75 in,85%,31.75 in,18%
9992,Nick Vigil,10948,"6' 2""",50%,235 lbs,20%,4.72 sec,48%,4.00 sec,96%,6.73 sec,98%,31.5 in,25%,115 in,45%,NaN,NaN,10.25 in,90%,32.38 in,43%
